A_Cell_D,B_Barrier_Type,C_Barrier_Thx,D_Barrier_Outer_Type,E_Barrier_Outer_Thx,F_ThermalResin_Thx,TP_NoTP,MaxT_Adj,MaxT_Adj_Y,MaxT_Adj_Z,Max_Power
11.95350376,Si3,0.955692802,Si3,1.582674578,2.47172477,1,390.725644,-0.031575948,0.03621095,1103.817183
9.955426502,Si3,1.162428366,Si3,1.41719995,2.011043521,1,358.0629943,0.000239736,0.041953756,938.9897497
8.227098605,Si3,1.860747965,PU,1.145472655,0.642177319,0,287.4763493,-0.000589583,0.055460378,691.8449671
8.088317853,Si1,2.092394068,Si1,1.175774773,0.633772798,0,271.855305,-0.000579174,0.055357294,661.900236
8.464429441,A1,0.266553568,PU,2.515364023,1.308917446,1,357.7157356,0.000202461,0.04595859,948.5832055
8.466178438,A1,0.999308918,Si2,2.595932921,1.793519393,1,327.7393061,0.000607514,0.043943477,839.9368308
8.011132056,A1,1.627257214,Si2,1.121108284,2.372429927,0,295.0316891,0.000573385,0.055272468,700.2190496
9.132692904,A2,1.719421577,Si2,1.505945707,0.778708641,0,316.4287901,-0.000657502,0.055365074,806.6468865
9.233152664,A2,1.63719864,Si2,1.742266137,1.091742246,0,322.0537962,0.000221679,0.055238165,817.7336574
8.828149371,A2,1.887239819,Si2,1.19103635,1.044177571,0,302.695262,-0.000634661,0.055251988,746.9468471
10.33885066,A1,1.109616139,Si2,1.817180622,2.044296702,0,352.2448744,0.002243891,0.055424659,932.8813148
