discrete_combination_id,group_min_distance
1,0.8528320229624395
2,0.7412938630159169
3,0.8075163080004698
4,0.9255600946351707
5,0.8007534922129056
6,0.8675069395243006
7,0.7577149558237942
8,0.8161672977309249
9,0.6915077768095282
10,0.7478941543191229
11,0.7354543627172111
12,0.7511877205553958
13,0.7803015623773341
14,0.7775242289952975
15,0.9543972621723869
16,0.757986913566789
17,0.8706585152022303
18,0.7513671983707885
19,0.7892107943658735
20,0.6799380342585871
21,0.9461652989743656
22,0.9417247302942665
23,0.8534580565586509
24,0.6757074527080267
25,0.7993726259464308
26,0.7120143561185006
27,0.6876075313502238
28,0.9588388918668126
29,0.7292554158787563
30,0.8423446495717929
31,0.7655008045830795
32,0.8464374899615957
33,0.7802344779626916
34,0.8280036769034289
35,0.6860554586206391
36,0.8127274527675519
37,0.8372781269821643
38,0.8184266849195225
39,0.7949696262018054
40,0.8586677980714926
41,0.809047042738349
42,0.9081035828921615
43,0.7420923037521738
44,0.8704406782633808
45,0.8155345770907213
46,0.7990887189458032
47,0.7833533312216532
48,0.7126884905374673
