segment,n,accuracy,tp_recall,tp_f1,error_rate
Boundary,44,0.7045454545454546,0.7368421052631579,0.6829268292682927,0.29545454545454547
Non-boundary,279,0.8530465949820788,0.8538461538461538,0.844106463878327,0.14695340501792115
Overall,323,0.8328173374613003,0.8389261744966443,0.8223684210526315,0.16718266253869968
