TP_NoTP,actual_label,oof_predicted_label,oof_is_error,oof_p_tp,oof_p_notp,is_boundary_band,ptp_distance_from_boundary,local_nn_dist,coverage_cell_key,A_Cell_D,C_Barrier_Thx,E_Barrier_Outer_Thx,F_ThermalResin_Thx,B_Barrier_Type,D_Barrier_Outer_Type,discrete_combo_id,Eval#,MaxT_TB,MaxT_Adj,MaxT_Adj_Y,MaxT_Adj_Z,Max_Power,Time_MaxT,Time_Max_Power,Unnamed: 15,Unnamed: 16,CellD_x_Resin,Barrier_x_Outer,oof_tmax_pred
1,1,1,False,0.9999674558639526,3.254413604736328e-05,False,0.49996745586395264,0.33059940773385615,3_0_0_3,14.4030054,0.504457417,1.351974252,2.177480305,Si1,Si1,combo_002,1,451.1424865,916.7147143,-0.000350925,0.044567507,1332.955958,134.000001,94.9,Initial,,31.362260591308647,0.6820134390144271,449.9166769362689
1,1,1,False,0.9807218313217163,0.01927816867828369,False,0.4807218313217163,0.19272152998197367,3_0_3_2,14.90789813,0.549540979,2.642394944,1.787474521,Si1,Si1,combo_002,2,431.4329144,538.9130314,-0.000363548,0.044716343,1341.339405,169.000001,94.5,,,26.647488069038545,1.45210430443041,432.73697075886867
1,1,1,False,0.9999423027038574,5.7697296142578125e-05,False,0.4999423027038574,0.23795360435278395,1_0_1_2,10.70219176,0.876237523,1.657999209,1.664449727,Si1,Si1,combo_002,3,377.783906,703.7643878,0.026615689,0.038502308,1033.336124,143.000001,82.9,,,17.81326015323365,1.4528011200301194,374.8350425125008
0,0,0,False,0.05690460279583931,0.9430953972041607,False,0.4430953972041607,0.1090636114512702,0_1_3_3,9.277227738,1.211448606,2.543938484,2.42540283,Si1,Si1,combo_002,4,336.3691273,282.5199847,-0.000668342,0.055374813,871.2643327,186.7,76.1,,,22.5010144102997,3.081850730191553,336.51059871976753
1,1,1,False,0.8713485598564148,0.1286514401435852,False,0.3713485598564148,0.12799710291796812,2_0_3_3,13.88514749,0.708211121,2.843611137,2.21911424,Si1,Si1,combo_002,5,412.7974615,668.1009903,-0.001013936,0.030756066,1216.364805,195.000001,93.1,,,30.812728519559258,2.013877031022855,413.82350665036876
0,0,0,False,0.00024173971905838698,0.9997582602809416,False,0.4997582602809416,0.1089361748622679,3_1_3_2,14.45889967,1.003030175,2.999787974,1.72359812,Si1,Si1,combo_002,6,401.9500636,277.9786148,0.002466258,0.055231155,1197.645034,238.3,97.1,,,24.921332288480617,3.008877856524115,402.0379271571542
1,1,1,False,0.9955965280532837,0.004403471946716309,False,0.4955965280532837,0.16395689507243516,2_0_1_2,13.33534914,0.792727938,1.969203664,1.975665307,Si1,Si1,combo_002,7,412.2865544,792.2907573,0.023669062,0.034044541,1222.357589,180.000001,91.8,,,26.346186652630287,1.5610427600647647,412.6655670121218
1,1,1,False,0.9999945759773254,5.424022674560547e-06,False,0.49999457597732544,0.2852354259579887,0_0_3_1,9.711760907,0.513741627,2.896365883,1.209815956,Si1,Si1,combo_002,8,369.5111908,593.1825765,0.000233644,0.040420412,1005.118725,114.000001,76.9,,,11.749443306145631,1.4879837211197118,367.61926911967254
0,0,0,False,5.06565299929207e-07,0.9999994934347001,False,0.49999949343470007,0.2978957916426766,3_2_0_3,14.6034658,1.849575612,1.279083666,2.497886544,Si1,Si1,combo_002,9,382.6814224,269.577313,0.000355937,0.05515713,1094.939165,237.7,94.5,,,36.477800717584195,2.3657619543411537,387.1702780467256
1,1,1,False,0.9999390840530396,6.091594696044922e-05,False,0.49993908405303955,0.2599084749136205,0_0_1_3,8.871051147,0.739229422,1.618180107,2.291143164,Si1,Si1,combo_002,10,362.8462977,653.338085,-0.000212626,0.042312624,931.5141542,112.000001,74.9,,,20.32484819294341,1.196206345189508,360.0280406982791
0,0,0,False,1.3880216101824772e-05,0.9999861197838982,False,0.4999861197838982,0.300221316958579,3_2_2_0,14.98731777,1.578348137,2.494534358,0.742598557,Si1,Si1,combo_002,11,378.5229739,260.5301258,0.000365533,0.055164975,1142.559396,234.5,103.4,,,11.129560549302457,3.9372436566317917,380.11294736033403
1,1,1,False,0.9980697631835938,0.00193023681640625,False,0.49806976318359375,0.13287037677007799,1_0_0_3,11.90366821,0.573073028,1.410814098,2.489698147,Si1,Si1,combo_002,12,414.2164946,794.7020064,-0.002019092,0.042977813,1152.382785,121.000001,88.2,,,29.636540684939803,0.8084995070859488,414.48527776292514
0,0,0,False,0.00019835997954942286,0.9998016400204506,False,0.4998016400204506,0.19800611359229686,1_2_2_2,10.5409877,1.47653842,2.421191725,1.6471982,Si1,Si1,combo_002,13,335.7844445,271.7492477,0.002289373,0.055222473,885.3009739,208.2,82.3,,,17.36309596566214,3.5749826041485746,335.2575861601638
0,0,0,False,5.3174888307694346e-05,0.9999468251116923,False,0.4999468251116923,0.20571375921962567,1_3_0_3,10.12486991,2.389110332,1.496922138,2.351863531,Si1,Si1,combo_002,14,298.2144884,257.3380683,0.002195746,0.055318808,765.904808,209.5,84.5,,,23.812312297448248,3.5763121460953298,303.3924547390914
