TP_NoTP,actual_label,oof_predicted_label,oof_is_error,oof_p_tp,oof_p_notp,is_boundary_band,ptp_distance_from_boundary,local_nn_dist,coverage_cell_key,A_Cell_D,C_Barrier_Thx,E_Barrier_Outer_Thx,F_ThermalResin_Thx,B_Barrier_Type,D_Barrier_Outer_Type,discrete_combo_id,Eval#,MaxT_TB,MaxT_Adj,MaxT_Adj_Y,MaxT_Adj_Z,Max_Power,Time_MaxT,Time_Max_Power,Unnamed: 15,Unnamed: 16,CellD_x_Resin,Barrier_x_Outer,oof_tmax_pred
1,1,1,False,0.9999986886978149,1.3113021850585938e-06,False,0.49999868869781494,0.33059940773385615,3_0_0_3,14.4030054,0.504457417,1.351974252,2.177480305,Si1,Si1,combo_002,1,451.1424865,916.7147143,-0.000350925,0.044567507,1332.955958,134.000001,94.9,Initial,,31.362260591308647,0.6820134390144271,444.11700582971355
1,1,1,False,0.9875985383987427,0.012401461601257324,False,0.4875985383987427,0.18579068083449135,3_0_3_2,14.90789813,0.549540979,2.642394944,1.787474521,Si1,Si1,combo_002,2,431.4329144,538.9130314,-0.000363548,0.044716343,1341.339405,169.000001,94.5,,,26.647488069038545,1.45210430443041,432.8423444143908
1,1,1,False,0.9906099438667297,0.009390056133270264,False,0.49060994386672974,0.23795360435278395,1_0_1_2,10.70219176,0.876237523,1.657999209,1.664449727,Si1,Si1,combo_002,3,377.783906,703.7643878,0.026615689,0.038502308,1033.336124,143.000001,82.9,,,17.81326015323365,1.4528011200301194,375.0051421280621
0,0,0,False,0.023154418915510178,0.9768455810844898,False,0.4768455810844898,0.1090636114512702,0_1_3_3,9.277227738,1.211448606,2.543938484,2.42540283,Si1,Si1,combo_002,4,336.3691273,282.5199847,-0.000668342,0.055374813,871.2643327,186.7,76.1,,,22.5010144102997,3.081850730191553,337.1090576883459
1,1,1,False,0.8966313600540161,0.10336863994598389,False,0.3966313600540161,0.12799710291796812,2_0_3_3,13.88514749,0.708211121,2.843611137,2.21911424,Si1,Si1,combo_002,5,412.7974615,668.1009903,-0.001013936,0.030756066,1216.364805,195.000001,93.1,,,30.812728519559258,2.013877031022855,412.16001533090656
0,0,0,False,0.0018389808246865869,0.9981610191753134,False,0.4981610191753134,0.1089361748622679,3_1_3_2,14.45889967,1.003030175,2.999787974,1.72359812,Si1,Si1,combo_002,6,401.9500636,277.9786148,0.002466258,0.055231155,1197.645034,238.3,97.1,,,24.921332288480617,3.008877856524115,399.95167590169615
1,1,1,False,0.9833047986030579,0.01669520139694214,False,0.48330479860305786,0.1461139451207701,2_0_1_2,13.33534914,0.792727938,1.969203664,1.975665307,Si1,Si1,combo_002,7,412.2865544,792.2907573,0.023669062,0.034044541,1222.357589,180.000001,91.8,,,26.346186652630287,1.5610427600647647,412.6076041859409
1,1,1,False,0.9999231100082397,7.68899917602539e-05,False,0.49992311000823975,0.2852354259579887,0_0_3_1,9.711760907,0.513741627,2.896365883,1.209815956,Si1,Si1,combo_002,8,369.5111908,593.1825765,0.000233644,0.040420412,1005.118725,114.000001,76.9,,,11.749443306145631,1.4879837211197118,368.80033983985226
0,0,0,False,2.9814244044246152e-05,0.9999701857559558,False,0.49997018575595575,0.2978957916426766,3_2_0_3,14.6034658,1.849575612,1.279083666,2.497886544,Si1,Si1,combo_002,9,382.6814224,269.577313,0.000355937,0.05515713,1094.939165,237.7,94.5,,,36.477800717584195,2.3657619543411537,384.59630844955404
1,1,1,False,0.9999993443489075,6.556510925292969e-07,False,0.49999934434890747,0.2599084749136205,0_0_1_3,8.871051147,0.739229422,1.618180107,2.291143164,Si1,Si1,combo_002,10,362.8462977,653.338085,-0.000212626,0.042312624,931.5141542,112.000001,74.9,,,20.32484819294341,1.196206345189508,363.7474697653545
0,0,0,False,0.0010760310105979443,0.9989239689894021,False,0.49892396898940206,0.300221316958579,3_2_2_0,14.98731777,1.578348137,2.494534358,0.742598557,Si1,Si1,combo_002,11,378.5229739,260.5301258,0.000365533,0.055164975,1142.559396,234.5,103.4,,,11.129560549302457,3.9372436566317917,380.3933900800644
1,1,1,False,0.9999996423721313,3.5762786865234375e-07,False,0.49999964237213135,0.13287037677007799,1_0_0_3,11.90366821,0.573073028,1.410814098,2.489698147,Si1,Si1,combo_002,12,414.2164946,794.7020064,-0.002019092,0.042977813,1152.382785,121.000001,88.2,,,29.636540684939803,0.8084995070859488,413.33913871478507
0,0,0,False,0.010511425323784351,0.9894885746762156,False,0.48948857467621565,0.19800611359229686,1_1_2_2,10.5409877,1.47653842,2.421191725,1.6471982,Si1,Si1,combo_002,13,335.7844445,271.7492477,0.002289373,0.055222473,885.3009739,208.2,82.3,,,17.36309596566214,3.5749826041485746,335.39970150708086
0,0,0,False,7.989443111000583e-05,0.99992010556889,False,0.49992010556889,0.20571375921962567,1_3_0_3,10.12486991,2.389110332,1.496922138,2.351863531,Si1,Si1,combo_002,14,298.2144884,257.3380683,0.002195746,0.055318808,765.904808,209.5,84.5,,,23.812312297448248,3.5763121460953298,299.72900336842747
0,0,0,False,0.0005188408540561795,0.9994811591459438,False,0.4994811591459438,0.3206393058020357,1_2_3_3,11.05605998,1.755874274,2.912454606,2.387237757,Si1,Si1,combo_002,15,329.7043451,261.6280806,0.000267252,0.055276905,863.4735816,227.8,85.5,,,26.393443827912666,5.113904116868206,329.5796855036817
1,1,1,False,0.8961917757987976,0.10380822420120239,False,0.3961917757987976,0.07970091196833881,2_1_0_3,13.15044621,1.16594142,1.226932391,2.253377731,Si1,Si1,combo_002,16,400.5222103,798.3703781,0.043786728,0.038672949,1129.194861,188.000001,86.4,,,29.63292264232735,1.4305312942065354,399.29458435856935
1,1,1,False,0.9518178105354309,0.04818218946456909,False,0.4518178105354309,0.13523198185291702,1_0_3_0,10.24682028,0.921435014,2.80632519,0.668970615,Si1,Si1,combo_002,17,349.0689651,831.7834309,0.000247021,0.033347768,945.2323661,161.000001,80.1,,,6.854821664506072,2.5858462907362028,350.46249856418893
1,1,1,False,0.9989245533943176,0.001075446605682373,False,0.4989245533943176,0.25953531065492635,2_0_1_0,12.00408497,0.619828684,1.90947607,0.591471772,Si1,Si1,combo_002,18,398.6728436,588.3063808,0.000290952,0.044515675,1171.001807,126.000001,86.2,,,7.100077408444466,1.183548039597592,397.3239421820825
