bin_label,bin_mid,n,error_rate,is_boundary_bin
0.0-0.2,0.1,95,0.021052631578947368,False
0.2-0.4,0.30000000000000004,61,0.3114754098360656,False
0.4-0.6,0.5,81,0.41975308641975306,True
0.6-0.8,0.7000000000000001,62,0.4032258064516129,False
0.8-1.0,0.9,86,0.046511627906976744,False
