segment,n,accuracy,tp_recall,tp_f1,error_rate
Boundary,81,0.5802469135802469,0.5483870967741935,0.5,0.41975308641975306
Non-boundary,304,0.8355263157894737,0.85,0.8263888888888888,0.16447368421052633
Overall,385,0.7818181818181819,0.7953216374269005,0.7640449438202247,0.21818181818181817
