segment,n,accuracy,tp_recall,tp_f1,error_rate
Boundary,10,0.6,0.5,0.5,0.4
Non-boundary,89,0.9438202247191011,0.9411764705882353,0.9504950495049505,0.056179775280898875
Overall,99,0.9090909090909091,0.9090909090909091,0.9174311926605505,0.09090909090909091
