sampling_rank,selected_bucket,selected_model_kind,A_Cell_D,C_Barrier_Thx,E_Barrier_Outer_Thx,F_ThermalResin_Thx,B_Barrier_Type,D_Barrier_Outer_Type,discrete_combo_id,p_tp,p_notp,boundary_score,clf_uncertainty_raw,clf_uncertainty_scaled,tmax_pred_given_notp,tmax_std_given_notp,notp_window_score,local_sparsity,combo_priority,acq_boundary,acq_notp_high_tmax,acq_uncertainty_sparse,acq_misclass_repair,CellD_x_Resin,Barrier_x_Outer
1,boundary,hybrid,13.905521334749018,0.6851013673736015,2.9921630539648962,2.420413308474594,Si1,Si1,combo_002,0.5052663,0.4947337,0.9894674,0.2526379,0.9783060733151351,413.37576302378085,2.1484836309177453,0.0,0.1011739590030734,0.9999999079999999,0.8758787156940622,0.6890252232044984,0.5757200284782503,0.4260008156824612,33.65710889990392,2.049934999676122
2,boundary,hybrid,15.688585003360835,0.7299935545969869,2.5013343939549237,2.4793231644489486,Si1,Si1,combo_002,0.48171887,0.5182811,0.96343774,0.21932645,0.8492865800471526,436.5826136211288,2.701024867097514,0.0,0.29443515981201124,0.9999999079999999,0.8656789239085669,0.7969092154054561,0.5795680633254847,0.12105361423104881,38.897072216258906,1.8259579854788548
3,boundary,hybrid,13.518065696699983,0.7969559370049539,2.311887229966332,2.4000181928623965,Si1,Si1,combo_002,0.50853026,0.49146974,0.9829395,0.22931689,0.8879808332624564,409.7787198302722,1.3568054546114787,0.0,0.125600274243924,0.9999999079999999,0.8615601482025805,0.6704340433363918,0.5190917845121403,0.13447540449445464,32.44360360438905,1.8424722536076052
4,boundary,hybrid,15.24591032722361,0.7578917992672795,2.3098309382947773,2.4700683335033693,Si1,Si1,combo_002,0.5167217,0.48327827,0.96655655,0.2109349,0.8167850510442058,431.8226312834664,2.251636049278338,0.0,0.22089750653203313,0.9999999079999999,0.8532833747753648,0.7679130865042822,0.5408828751018522,0.09540228637619236,37.65844031470703,1.750601925827457
5,boundary,hybrid,11.42344303417205,1.1220372691131857,1.7166982973758167,2.1790401963003765,Si1,Si1,combo_002,0.5006767,0.4993233,0.9986466,0.1777531,0.6882676705501983,374.127650508995,0.7692997503561461,0.0,0.2072854960647257,0.9999999079999999,0.8513638094600963,0.5452619661129088,0.4401627037676491,0.10435996679008847,24.892141551608432,1.926199469478817
6,boundary,hybrid,8.147379470348977,1.2853402969613468,2.657002323206476,0.6336599796786982,Si1,Si1,combo_002,0.5082215,0.4917785,0.983557,0.17791551,0.6888966966563538,308.88085500440934,2.3789113136711832,0.0,0.2658273314417034,0.9999999079999999,0.8499439401394223,0.3348707484306571,0.5074719415611626,0.05275220145050994,5.162668309615976,3.4151521551372004
7,boundary,hybrid,11.838327450981446,0.7936603214982412,2.823147852592254,1.8641745138816745,Si1,Si1,combo_002,0.49752563,0.50247437,0.99505126,0.20336989,0.7874847506888528,382.0515332449959,0.67685331710166,0.0,0.09520899054209932,0.9999999079999999,0.8498174063257707,0.5613825701668645,0.45472835551140434,0.12288197525380481,22.06870832110542,2.2406204323254375
8,boundary,hybrid,11.4825202888082,0.7734293812269034,2.7378633510979666,2.396622402354617,Si1,Si1,combo_002,0.5159565,0.48404348,0.96808696,0.24339612,0.9425114925124803,381.2918936478092,0.7955011307764943,0.0,0.0361247642424553,0.9999999079999999,0.8494943965119184,0.5539905371778704,0.5044230705739075,0.11864508702296614,27.519265359649136,2.1175439575235164
9,boundary,hybrid,8.33099940226381,1.1792551355973133,2.8027060661640757,0.5603635500679792,Si1,PU,combo_001,0.5120051,0.4879949,0.9759898,0.19161645,0.7419621677462742,322.0481458057156,2.065547570835243,0.0,0.21378446074062407,0.9999998739999999,0.8467658151918346,0.3734250874903235,0.5068868922627342,0.051901188316984134,4.668388400666761,3.3051055220937298
10,boundary,hybrid,8.359498501688176,1.1980937115264452,2.744740288083122,1.0762678575694007,Si1,PU,combo_001,0.49475747,0.5052425,0.98951495,0.183903,0.7120869771217759,325.1658106801232,1.7323699674578328,0.0,0.17565580735170214,0.9999998739999999,0.8454705948007768,0.3772926637360115,0.47864199658565143,0.10176631622476832,8.997059542766548,3.288456078925672
11,boundary,hybrid,9.021305031314986,1.056164476461976,2.990898918882868,2.066501012888481,Si1,PU,combo_001,0.5046989,0.49530113,0.99060225,0.18105215,0.7010452863656202,344.15956751615,1.8328342585304929,0.0,0.15996073303199687,0.9999998739999999,0.8424601680259831,0.4445630148021283,0.47606243917827384,0.2336764831461917,18.64253598478837,3.158881190812614
12,boundary,hybrid,9.281090096021975,1.1054560550662194,2.8726173697635744,0.6885612217150072,Si1,PU,combo_001,0.48865882,0.5113412,0.97731763,0.16873533,0.6533406482783931,336.8314896856017,1.6689423373201193,0.0,0.26690147541970993,0.9999998739999999,0.8410350662097337,0.42740253303032866,0.46946998059694656,0.12818594706192693,6.390598735363945,3.17555226529354
13,notp_high_tmax,hybrid,15.979796042097961,0.9456800674426632,1.447662205221015,2.482315567655795,Si1,Si1,combo_002,0.45767698,0.542323,0.91535395,0.18348421,0.7104649797195012,441.51185024664704,1.7675012569553687,0.0,0.17493483404165056,0.9999999079999999,0.8010095800640242,0.7928926645745841,0.47923877936407167,0.28950040767303353,39.666896483264225,1.369025291867604
14,notp_high_tmax,hybrid,13.960808796212039,0.7863037067335907,2.5270426089019393,1.9348005425309163,Si1,Si1,combo_002,0.484343,0.515657,0.968686,0.19069642,0.7383987830461871,411.7597169531677,1.2236601652986054,0.0,0.19109788379849613,0.9999999079999999,0.8389929986111264,0.6826771210559703,0.4717395513278051,0.22661888513972808,27.01138043308144,1.9870229704533184
15,notp_high_tmax,hybrid,11.949950758386484,0.8768224378359699,2.4085850802049973,1.9865936785988383,Si1,Si1,combo_002,0.48636088,0.5136391,0.97272176,0.18571065,0.7190882760425683,384.19712455816176,0.6395052967742288,0.0,0.23744104942828334,0.9999999079999999,0.8444064088978028,0.5828781231161526,0.4507714748952708,0.08909047095717469,23.73969663617798,2.1119014417606907
16,notp_high_tmax,hybrid,9.886665828395827,1.0047406389928488,2.9652568687994636,2.357996428643367,Si1,PU,combo_001,0.46151167,0.5384883,0.92302334,0.13765185,0.5329503381728969,357.5583506120589,1.259915433540748,0.0,0.1199729149481003,0.9999998739999999,0.771938006811965,0.482462818953952,0.39047718382811125,0.32135962826289777,23.312722714547775,2.979314081135507
17,misclass_repair,hybrid,14.250934319199814,1.018294263596124,2.117874521086418,2.1133558913016337,Si1,PU,combo_001,0.70369226,0.29630774,0.5926155,0.0992914,0.38437539921017505,416.7268834595044,0.5990814304856598,0.0,0.018140505332032545,0.9999998739999999,0.5400754451810222,0.676647814814771,0.29926253616430354,0.7157410174880013,30.117296000033562,2.156619475838688
18,misclass_repair,hybrid,11.608597024587946,0.867362898429648,2.868887148806582,0.7582054487822201,Si1,PU,combo_001,0.8296574,0.17034262,0.34068525,0.12303589,0.476340874324505,377.87131211728365,1.1974934358817126,0.0,0.06387026117954392,0.9999998739999999,0.40980231106831744,0.5487155790381881,0.35998725111408914,0.7149328644075178,8.801701516759648,2.488366272656446
19,uncertainty_sparse,hybrid,15.490911737565465,0.728131851772973,2.863552112571175,2.4614314069071597,Si1,Si1,combo_002,0.3448817,0.6551183,0.6897634,0.25702018,0.9952792164988449,431.30104055116584,2.581198367562267,0.36745524406433117,0.27767408136043575,0.9999999079999999,0.7226045878353538,0.7751398232350553,0.623810637326361,0.2088805619764557,38.1298166724704,2.0850435023748584
20,random_check,hybrid,14.034401268042679,1.5964939399852645,1.1193470421753609,1.8377307681627233,Si1,PU,combo_001,0.030248147,0.96975183,0.06049627,0.025831748,0.09985673082666112,390.81273057386994,1.0424857687395181,0.0,0.22928739126781786,0.9999998739999999,0.2077079181784073,0.609848623132226,0.24741525382500446,0.11282307444044871,25.79145102302397,1.7870307695733938
