discrete_combo_id,B_Barrier_Type,n_total,n_notp,n_tp,notp_ratio,tp_ratio,notp_tmax_min,notp_tmax_mean,notp_tmax_max
combo_001,ETI,202,104,98,0.5148514851485149,0.48514851485148514,113.6902564,133.6559177625,148.0020331
