sampling_rank,selected_bucket,selected_model_kind,A_Cell_D,C_Barrier_Thx,F_ThermalResin_Thx,G_CoolantLPM,B_Barrier_Type,discrete_combo_id,p_tp,p_notp,boundary_score,clf_uncertainty_raw,clf_uncertainty_scaled,tmax_pred_given_notp,tmax_std_given_notp,notp_window_score,local_sparsity,combo_priority,acq_boundary,acq_notp_high_tmax,acq_uncertainty_sparse,acq_misclass_repair,MaxT_Adj_pred_given_notp,MaxT_Adj_std_given_notp,CellD_x_Resin
1,boundary,gp,15.39157960453715,1.580204450475634,2.9140072025070696,21.563603795257606,ETI,combo_001,0.4848358768508909,0.5151641231491091,0.9696717537017818,0.2573654080755707,1.0,137.41746402043987,1.6556349741817729,0.0,0.15214499204663376,0.9999997989999998,0.8699863285354831,0.40717353788253574,0.4433047501793784,0.19828995686573223,137.41746402043987,1.6556349741817729,44.851173825582165
2,boundary,gp,14.447725439811318,1.5309279545499757,2.9132732753508126,21.24974465130329,ETI,combo_001,0.488900804412129,0.511099195587871,0.977801608824258,0.25273689853031794,0.9820150557881533,139.50157276303116,1.5997143325595768,0.0,0.09339117589505225,0.9999997989999998,0.8656712956703685,0.43102464542849894,0.4168138599314845,0.5524296416364478,139.50157276303116,1.5997143325595768,42.090172413408375
3,boundary,gp,10.647258817893244,1.3097388941970254,1.9285853700240887,8.730452062436246,ETI,combo_001,0.4985112047618343,0.5014887952381657,0.9970224095236686,0.18035379950566405,0.7007569131590253,145.45304292923794,1.6390957648688882,0.0,0.25783487012295425,0.9999997989999998,0.8583361737953811,0.5390730979596086,0.3425136256915189,0.11735978953856255,145.45304292923794,1.6390957648688882,20.53414758704888
4,boundary,gp,14.817716941541295,1.521326209709804,2.6558102285292566,16.881406944366276,ETI,combo_001,0.49733762696976136,0.5026623730302386,0.9946752539395227,0.1884540169783054,0.7322318313643255,139.64046871830678,1.5771542390734863,0.0,0.14718370073538262,0.9999997989999998,0.8472535675197151,0.43774966933826687,0.3246147281863807,0.3207851419180429,139.64046871830678,1.5771542390734863,39.353044216796626
5,boundary,gp,15.916322643969163,1.501293223153762,1.357515311302587,12.862522182040777,ETI,combo_001,0.492325164556652,0.507674835443348,0.984650329113304,0.15749299488725074,0.6119269579260737,136.56911007854046,1.6114722878152514,0.0,0.3218710947137336,0.9999997989999998,0.8442374710492742,0.40978792933844654,0.31606126885956487,0.0456490553391964,136.56911007854046,1.6114722878152514,21.606651688820214
6,boundary,gp,15.763776214825455,1.5727848452305815,2.7472275145639458,15.340027827709052,ETI,combo_001,0.48990379089805813,0.5100962091019419,0.9798075817961163,0.19987039856702352,0.7765923288347995,137.6146407934081,1.627944531972079,0.0,0.1281860639836145,0.9999997989999998,0.8407435503308247,0.40683437800898953,0.34541323990460804,0.21666647239521677,137.6146407934081,1.627944531972079,43.30667975079718
7,boundary,gp,15.832713371795704,1.570613674605696,2.714966312870859,7.948725440706327,ETI,combo_001,0.501207248923262,0.49879275107673804,0.9975855021534761,0.1309408804358841,0.5087537242002864,137.70099807671173,1.6272200624517625,0.0,0.32656305111203854,0.9999997989999998,0.8387053729527143,0.42795755573002886,0.277855432735775,0.21761141442252468,137.70099807671173,1.6272200624517625,42.985283445765326
8,boundary,gp,12.202000006850154,1.4485797750469207,2.5124662312414334,28.70238732051658,ETI,combo_001,0.5040617175972537,0.4959382824027463,0.9918765648054926,0.18028162008686202,0.7004764464542026,142.12927662018933,1.5813700222308098,0.0,0.12511214146160335,0.9999997989999998,0.8376540830764531,0.47343648596468607,0.3080671565779634,0.5191476189426772,142.12927662018933,1.5813700222308098,30.65711297081875
9,boundary,gp,13.4871289718571,1.4825263465230087,2.9739286953184605,19.892222719281108,ETI,combo_001,0.5201769463231827,0.4798230536768173,0.9596461073536346,0.19864545493905747,0.7718325800223071,141.6754609634576,1.587297444573613,0.0,0.1087491285358812,0.9999997989999998,0.822984713454672,0.46511640068589294,0.334136876893301,0.5619954943074186,141.6754609634576,1.587297444573613,40.109759866866796
10,boundary,gp,13.623561061210332,1.5265879046650792,2.9356240650021093,28.533974085612734,ETI,combo_001,0.5328099399089936,0.4671900600910064,0.9343801201820128,0.20196310391139843,0.7847239289757173,139.8048440128329,1.591201619304869,0.0,0.1261895013308378,0.9999997989999998,0.8088873875975435,0.43861749570319203,0.3433083355885275,0.21585014132072186,139.8048440128329,1.591201619304869,39.993653702314724
11,boundary,gp,13.879850707229883,1.4262833420471501,1.6654319439560479,7.725936515316844,ETI,combo_001,0.4937086791499219,0.5062913208500781,0.9874173582998438,0.11526675687753772,0.44784896965449916,140.41008882326722,1.578648683941469,0.0,0.1848001823830361,0.9999997989999998,0.8041484100736491,0.4532357989803332,0.2185865460471092,0.2404575819433536,140.41008882326722,1.578648683941469,23.11594674516159
12,boundary,gp,13.626135581240915,1.4649311832599365,2.5530500769654942,0.24143514920731002,ETI,combo_001,0.48255397585094073,0.5174460241490593,0.9651079517018815,0.10678560726984981,0.4148938680056241,141.82392820938227,1.5790865829402367,0.0,0.2312016246445569,0.9999997989999998,0.7890027824476339,0.4793366901871734,0.21474388563748123,0.33410116751412433,141.82392820938227,1.5790865829402367,34.788206494429375
13,boundary,gp,12.888609346216581,1.412340385844213,2.22088825838039,16.21308787332398,ETI,combo_001,0.4948696281521663,0.5051303718478337,0.9897392563043326,0.08543180694877282,0.33191966135644824,142.96256438954504,1.573430913705379,0.0,0.14799283982804823,0.9999997989999998,0.7837436489614235,0.4880965369438357,0.1641492479648208,0.1471810154197135,142.96256438954504,1.573430913705379,28.62416116386416
14,boundary,gp,12.04923831126329,1.3861407284880989,2.282143780147762,17.26454208022283,ETI,combo_001,0.452875036691637,0.547124963308363,0.905750073383274,0.13612843740375088,0.52891095229946,144.08545298533377,1.5832427209633648,0.0,0.036953504591206415,0.9999997989999998,0.7384526426997132,0.4943562701303704,0.22206194080785613,0.1722620380853954,144.08545298533377,1.5832427209633648,27.49809426756764
15,notp_high_tmax,gp,12.199751808270461,1.397528285000787,2.42747464350889,9.40414213970861,ETI,combo_001,0.1921618995481822,0.8078381004518178,0.3843237990963644,0.06743968941711541,0.2620079053373347,144.13765977443143,1.5836471823438139,0.614412663654548,0.11703530259121202,0.9999997989999998,0.331897131728103,0.5031699990965138,0.13137166121808502,0.4908280728295221,144.13765977443143,1.5836471823438139,29.61458817167827
16,notp_high_tmax,gp,12.8569873000487,1.4366794110868135,2.8626742231162154,1.8473850461676664,ETI,combo_001,0.4555558969328075,0.5444441030671925,0.911111793865615,0.09130080044122511,0.35472473921346753,143.58942013400207,1.593552237501267,0.0,0.1424124011794531,0.9999997989999998,0.7296445631003072,0.49772583398628917,0.1748704412343759,0.2848346694127067,143.58942013400207,1.593552237501267,36.80536613078196
17,notp_high_tmax,gp,14.167451802360242,1.4889485340302886,2.494376482383881,15.295144630568533,ETI,combo_001,0.2542678695563154,0.7457321304436846,0.5085357391126308,0.08683197829551637,0.33736029042116233,140.7027782928502,1.5645909344121034,0.9715475362912306,0.08167818798731495,0.9999997989999998,0.42843508404043273,0.44688903920450046,0.15186966796264678,0.37566925301271037,140.7027782928502,1.5645909344121034,35.33895859111452
