Eval#,A_Cell_D,B_Barrier_Type,C_Barrier_Thx,D_Barrier_Outer_Type,E_Barrier_Outer_Thx,F_ThermalResin_Thx,TP_NoTP,MaxT_TB,MaxT_Adj,MaxT_Adj_Y,MaxT_Adj_Z,Max_Power,Time_MaxT,Time_Max_Power,CellD_x_Resin,Barrier_x_Outer,discrete_combo_id,oof_predicted_label
3,11.54301664,Si1,0.832240359,Si1,1.929074394,0.876228667,0,364.1952641,284.15683,0.001397127,0.055413117,1021.444996,198.9,86.4,10.114322083626018,1.6054535662002674,combo_002,1
4,11.95834526,Si1,0.630832092,Si1,2.859924113,1.407055024,0,373.994549,282.3659108,-0.001449043,0.055281819,1054.14863,204.9,87.8,16.826049776809587,1.8041319111650345,combo_002,1
46,13.76074096,Si1,1.014253551,PU,1.753918208,2.233039528,0,401.45397,279.6535216,-0.000334869,0.055209217,1213.901207,225.5,93.8,30.728278498248667,1.7789177706275565,combo_001,1
