segment,n,accuracy,tp_recall,tp_f1,error_rate
Boundary,4,1.0,1.0,1.0,0.0
Non-boundary,55,0.9454545454545454,0.96875,0.9538461538461539,0.05454545454545454
Overall,59,0.9491525423728814,0.9705882352941176,0.9565217391304348,0.05084745762711865
