discrete_combo_id,B_Barrier_Type,D_Barrier_Outer_Type,n_total,n_notp,n_tp,notp_ratio,tp_ratio,notp_tmax_min,notp_tmax_mean,notp_tmax_max
combo_001,Si1,PU,56,23,33,0.4107142857142857,0.5892857142857143,260.6085904,343.4603264217392,401.6741619
combo_002,Si1,Si1,62,32,30,0.5161290322580645,0.4838709677419355,282.2767013,372.94191540312505,418.7366578
