discrete_combo_id,B_Barrier_Type,n_total,n_notp,n_tp,notp_ratio,tp_ratio,notp_tmax_min,notp_tmax_mean,notp_tmax_max
combo_001,ETI,119,53,66,0.44537815126050423,0.5546218487394958,113.6902564,128.3951748433962,145.0149576
