discrete_combo_id,B_Barrier_Type,D_Barrier_Outer_Type,n_total,n_notp,n_tp,notp_ratio,tp_ratio,notp_tmax_min,notp_tmax_mean,notp_tmax_max
combo_001,Si1,PU,63,30,33,0.47619047619047616,0.5238095238095238,260.6085904,352.26054215,426.9272509
combo_002,Si1,Si1,78,42,36,0.5384615384615384,0.46153846153846156,282.2767013,369.8287368142857,418.7366578
