Eval#,A_Cell_D,B_Barrier_Type,C_Barrier_Thx,F_ThermalResin_Thx,G_CoolingLPM,TP_NoTP,MaxT_TB_Center,MaxT_TB_Top,MaxT_TB_Btm,MaxT_Adj,MaxT_Adj_Y,MaxT_Adj_Z,Max_Power,Time_MaxT,Time_Max_Power,
20,12.17113814,ETI,1.905794229,1.433075133,29.11857785,0,126.4700175,117.6606566,121.2364627,175.7466016,-0.493308496,0.110708101,918.2657478,281,126.8,
1,14.01069876,ETI,1.535904662,2.827116556,24.50583785,0,136.0697735,127.9894126,134.6170651,208.1549834,-0.167366406,0.10938543,1323.204821,274.4,108,Itr_6
2,14.96260294,ETI,1.552441061,1.805882099,29.00067167,0,134.2012,127.5077,131.7532,202.8697,-0.4917249,0.1146409,1307.237,249.6,111,
3,14.21791152,ETI,1.605037861,2.847561444,29.7067333,0,138.0534346,128.8636599,136.079618,203.4212375,-0.171818757,0.108003613,1264.517959,278.2,112.4,
4,10.05403117,ETI,1.310060654,1.744112766,11.81153155,0,143.8633048,130.4500907,135.1947037,207.1012263,-0.585896693,0.105130558,1530.995624,254.6,79.8,
5,14.480893,ETI,1.502238233,1.552121316,28.85008063,0,138.4756923,129.9995467,133.0341174,208.2679172,-0.489924693,0.113707599,1347.30936,263.8,107,
6,13.75748153,ETI,1.471154138,2.845591912,13.23373499,0,140.3773,129.8812,137.3989,209.6425,-0.1670413,0.1106321,1426.51,255.3,96.9,
7,15.42596355,ETI,1.666228243,2.764257863,24.95489568,0,135.7089902,127.8800307,134.3563821,202.5272745,-0.489320828,0.109891188,1223.994412,288.5,118.5,
8,14.06913697,ETI,1.555565187,2.823083099,26.49067597,0,135.1526581,127.3232766,133.9577901,206.9243756,-0.168381694,0.109484044,1305.44589,275.1,109.1,
9,13.71787337,ETI,1.540420466,2.62066848,29.39391642,0,137.5227069,128.7215612,135.1997186,206.2578253,-0.491306968,0.108891286,1315.461943,271.2,107.4,
10,13.74924688,ETI,1.408320037,1.397010179,9.191341981,1,130.4197724,120.7774389,126.9713821,729.3419707,-0.170487489,0.110617135,1475.441005,222.300002,92.8,
11,12.98472376,ETI,1.456190619,2.715336151,22.34071174,1,130.314623,118.962178,129.4202167,734.8446578,-0.178036642,0.106076756,1386.924148,218.500002,100.6,
12,12.82547279,ETI,1.403930153,1.771901028,21.79385393,1,129.8927626,118.4536396,127.5961731,701.5778312,-0.176842739,0.108942795,1432.398837,208.400002,98,
13,13.58658163,ETI,1.417063464,1.569340978,19.4346426,0,140.5940209,130.3892819,133.687637,209.3111806,-0.165819011,0.11362745,1469.666777,237.8,92.6,
14,13.9468991,ETI,1.487587189,2.371659315,22.438697,1,130.54751,120.1227795,129.8865368,837.0450268,-0.490674369,0.109277767,1365.693238,235.400002,104.8,
15,12.20642345,ETI,1.397950256,2.71275556,7.238679331,0,144.7666328,130.7173328,139.5102143,209.8549054,-0.507116274,0.109300814,1486.721491,271.9,89.3,
16,12.21914986,ETI,1.405704623,2.986284283,7.503697405,0,144.7404092,130.6759449,140.5242936,209.8088537,-0.507306428,0.109325478,1479.284183,274.1,89.7,
17,14.35671601,ETI,1.525734422,2.994259814,10.89860412,0,140.8993044,130.0238548,138.4187122,207.7746673,-0.170231186,0.109969333,1385.402334,264.5,101.7,
18,14.4470193,ETI,1.523236867,2.835397307,13.02690399,0,140.0535635,129.7663488,137.5523637,207.8182651,-0.169198334,0.110121721,1385.36306,263.6,101.6,
19,14.5973055,ETI,1.566220666,2.151655413,25.42391285,0,136.8119647,128.713339,134.0124586,205.5125566,-0.489462781,0.112154249,1298.550541,272.6,111,
20,11.96575122,ETI,1.440383481,2.083656446,25.31944409,0,143.1594267,130.6873409,137.1069666,206.6320485,-0.500621328,0.110284484,1376.944602,258.9,99.1,
21,10.03023917,ETI,1.000077597,2.710822733,5.004864663,1,120.1508501,100.3393573,114.016053,832.2156002,-0.426288385,0.089380075,2062.834942,97.500002,67.7,
22,15.17729411,ETI,2.432398167,2.44780671,23.41750827,0,121.8296298,113.7780325,120.7222734,162.3594275,-0.175657161,0.115056874,708.7593355,357.3,135.3,
23,12.10264984,ETI,1.41258145,2.939013998,6.835508429,0,145.1223508,130.8853886,139.1852584,209.2150725,-0.507033291,0.109099759,1469.240181,274,90,
24,14.76829043,ETI,1.539223306,2.972881842,13.56579529,0,137.9332483,128.9077054,136.2513777,208.0696341,-0.491375619,0.110663864,1371.475894,266.9,102.5,
1,15.68495104,ETI,1.577811291,2.085980697,0.093853474,0,137.7077341,129.1123876,134.6286095,207.0963022,-0.170358459,0.112210728,1331.887346,273.3,106.9,Itr_7
2,15.98390143,ETI,1.593439046,2.195112222,0.743596567,0,135.6809024,128.159059,133.5721848,206.3726057,-0.169190406,0.112715206,1320.478843,274.1,108.1,
3,10.8535865,ETI,1.336965651,2.829266542,10.39255,1,137.2172304,126.278812,133.9301468,848.5598571,-0.500017863,0.110612552,1532.440444,239.900002,83.6,
4,14.57156607,ETI,1.542669969,2.368508991,28.91572703,0,138.3039326,129.3208472,135.3847564,208.6231074,-0.171325186,0.110331899,1322.840511,275.1,109.3,
5,15.94987442,ETI,1.562075661,2.089462504,17.60053749,0,136.7091889,128.7789613,133.9047764,208.6307868,-0.171489324,0.114605764,1354.075129,272.8,107.6,
6,15.05088616,ETI,1.492569367,1.735675488,18.09364645,0,136.4917648,128.8600513,132.8517813,209.8309219,-0.167798404,0.114811974,1399.868338,255.8,100.2,
7,13.0526929,ETI,1.391827917,1.401394634,18.61659428,0,138.5895724,129.7471614,131.7629655,208.4784811,-0.502313274,0.114112141,1486.439089,233.4,89.8,
8,12.7497898,ETI,1.449929817,2.964139902,20.23607339,1,129.495444,116.7802315,128.9900659,514.0795341,-0.176226612,0.102613724,1437.94021,201.000002,92.9,
9,12.7939939,ETI,1.418291401,1.92528643,0.855825952,0,142.1215323,130.4590822,135.9757881,207.7857633,-0.501911667,0.111992738,1465.063666,242.4,91.2,
10,12.07991327,ETI,1.341767937,1.247206756,12.17004182,0,140.6369823,130.7371391,131.1547999,208.7693028,-0.511083486,0.113448417,1531.87951,230.2,85.2,
11,13.29878979,ETI,1.397687613,1.324306258,7.297573949,0,142.5499348,131.2002808,132.8199721,209.1421922,-0.500801165,0.114650478,1488.394322,238.2,91.2,
12,13.51960377,ETI,1.435756399,2.424120226,7.708321029,1,131.8744336,121.8838005,130.9267113,796.2967726,-0.173228852,0.110200907,1463.811819,225.800002,93.9,
13,12.2335892,ETI,1.399424763,2.840724553,8.121104447,1,136.7559198,126.8483108,134.5401165,747.4420059,-0.498621433,0.112320353,1484.241105,260.700002,89.3,
14,12.1260599,ETI,1.390104003,2.252834518,13.04655797,0,143.9921343,130.7955229,136.9971984,208.6266005,-0.507385904,0.110615124,1489.287901,266.9,88.3,
15,14.0295315,ETI,1.480911644,2.474511862,18.26390663,0,137.2011356,128.7108527,134.7573057,208.6602911,-0.167141587,0.111125152,1413.35132,252.4,97.4,
16,14.15140783,ETI,1.475158004,2.48685744,5.35815156,1,131.840099,123.0497165,131.2434911,614.1076517,-0.491366956,0.113069228,1420.257681,253.800002,97.6,
17,14.22623419,ETI,1.461578752,1.526710774,28.56752085,1,131.5567747,122.7833781,129.4247579,592.4257304,-0.175188632,0.111481674,1387.987071,231.800002,103.5,
18,12.21169164,ETI,1.462108738,2.224775035,25.2633654,0,139.9715489,129.6284127,135.5311003,206.1808894,-0.499791438,0.110791736,1358.448994,260.5,100.5,
19,10.74999344,ETI,1.326628223,1.264091512,10.83267966,0,141.5963082,130.5509568,131.3392014,205.6450781,-0.523002814,0.111670976,1522.589191,244.5,82.5,
20,15.63698656,ETI,2.657370974,1.822821554,5.159790086,0,120.4731115,113.5537123,118.3145483,156.1663433,-0.485823211,0.133246485,686.6348112,372.3,137.7,
1,15.3915796,ETI,1.58020445,2.914007203,21.5636038,1,134.7273701,126.2022501,133.7701945,870.8175186,-0.487079491,0.111715666,1305.376499,266.400002,112.7,Itr_8
2,14.44772544,ETI,1.530927955,2.913273275,21.24974465,1,131.4387191,121.6783305,131.036545,512.0899109,-0.174470862,0.108362703,1340.60416,239.900002,109,
3,10.64725882,ETI,1.309738894,1.92858537,8.730452062,0,148.2784757,132.2404689,139.9468218,209.7412595,-0.523666204,0.110135414,1559.063181,258.5,81.7,
4,14.81771694,ETI,1.52132621,2.655810229,16.88140694,0,137.7358198,129.0833123,135.5837433,209.0018944,-0.168571383,0.110747278,1385.012122,262.7,101.9,
5,15.91632264,ETI,1.501293223,1.357515311,12.86252218,1,129.9316803,120.7548636,126.9176484,775.2083771,-0.175718695,0.112601165,1398.331477,233.700002,104.1,
6,15.76377621,ETI,1.572784845,2.747227515,15.34002783,0,137.8910676,129.2105089,135.9560452,208.967345,-0.490964329,0.112343754,1350.40576,275.3,107.1,
7,15.83271337,ETI,1.570613675,2.714966313,7.948725441,0,138.238099,129.2573091,136.1732625,209.9041226,-0.170749553,0.112460073,1352.517158,277.3,107.5,
8,12.20200001,ETI,1.448579775,2.512466231,28.70238732,0,142.3192029,130.2884974,137.6361194,208.2478057,-0.50113225,0.10929225,1377.838105,264.2,99.4,
9,13.48712897,ETI,1.482526347,2.973928695,19.89222272,1,129.1684947,116.595974,128.5554278,635.6294579,-0.486883477,0.105221623,1413.917971,204.300002,96.3,
10,13.62356106,ETI,1.526587905,2.935624065,28.53397409,0,138.4888381,129.2719773,136.4895295,207.8065466,-0.491826525,0.108732134,1330.714701,271.7,106.7,
11,13.87985071,ETI,1.426283342,1.665431944,7.725936515,1,130.3377699,119.8619463,128.312494,696.0795477,-0.173996098,0.110853855,1462.072603,223.800002,94.8,
12,13.62613558,ETI,1.464931183,2.553050077,0.241435149,0,141.4621023,130.091305,137.6255046,209.5103824,-0.166984576,0.110393997,1431.481304,254.7,95.9,
13,12.88860935,ETI,1.412340386,2.220888258,16.21308787,0,142.348149,130.4746496,136.9274514,209.2883549,-0.501653211,0.112187881,1476.499339,244.3,90.9,
14,12.04923831,ETI,1.386140728,2.28214378,17.26454208,0,145.332944,131.1830519,138.1737244,208.8196157,-0.507689208,0.110456683,1495.045826,264.4,87.6,
15,12.19975181,ETI,1.397528285,2.427474644,9.40414214,0,144.445965,130.7370565,138.848632,208.9071054,-0.507016641,0.110767109,1484.168806,268.9,88.9,
16,12.8569873,ETI,1.436679411,2.862674223,1.847385046,0,143.175677,130.324295,139.39158,209.972886,-0.501220385,0.108999914,1454.776423,282.5,92.7,
17,14.1674518,ETI,1.488948534,2.494376482,15.29514463,0,143.7073019,130.9111716,139.4703974,209.1095655,-0.49155447,0.111375132,1415.943797,254.2,98.4,
18,14.29906944,ETI,1.458285872,1.889031427,6.722824778,1,132.5487119,123.8369683,130.9734386,834.6160783,-0.487867843,0.113355321,1441.599293,236.100002,97.1,
19,15.60209519,ETI,1.542321348,2.972393991,1.652352754,1,130.1463589,119.3939278,130.0495598,642.3218838,-0.485467769,0.106357381,1376.896782,222.900002,105.1,
20,12.72564213,ETI,1.397190857,2.994419133,19.05089716,1,130.2340413,117.7119897,129.7737993,734.2828036,-0.176526953,0.104126985,1502.198717,200.400002,90.5,
21,15.98850473,ETI,1.006094887,2.48416365,0.774687139,1,113.6446433,96.30800269,112.553184,781.0795201,-0.217963281,0.091242031,2158.380409,113.600002,80.9,
22,11.59638423,ETI,2.118406634,2.135407734,1.818491014,0,124.8253673,114.8275248,122.3100007,168.2272939,-0.495196206,0.109522659,876.3597105,299.7,127.1,
1,15.66040403,ETI,1.558811528,1.447724586,3.443634598,0,136.6198901,129.2043535,131.8990879,205.4625501,-0.4898853,0.1159929,1343.553703,262.8,105.6,Itr_9
2,12.07064326,ETI,1.347246996,1.363799998,21.18889632,1,126.9481336,113.2493221,119.3522447,740.0311316,-0.17589506,0.1046485,1526.468454,174.600002,86.3,
3,12.61781933,ETI,1.392997691,1.257412035,25.41278627,0,141.4929928,131.142821,131.961724,209.7851785,-0.501009727,0.114692331,1429.236103,247.5,96.9,
4,10.68520315,ETI,1.323519041,2.371742009,3.120850706,1,134.8866284,125.7263212,132.2040618,610.1512709,-0.49858195,0.11022315,1540.988585,228.700002,81.7,
5,12.6832128,ETI,1.365410298,1.23816102,7.978111867,0,140.5394215,130.7761799,131.1330898,208.9661505,-0.505000459,0.114843555,1513.568245,229.2,87.8,
6,15.1126161,ETI,1.533146693,2.017276251,26.48141846,1,131.9536453,123.6617885,130.8840353,729.1541798,-0.172645499,0.116774904,1329.628721,265.000002,110.3,
7,13.26299022,ETI,1.420993928,1.591466864,22.64639661,1,128.9567348,117.583351,125.6662606,770.8146159,-0.490656313,0.108123671,1408.717022,218.000002,100,
8,15.59361216,ETI,1.561536781,1.324909462,11.51403261,0,135.8587349,129.133881,130.9430733,204.3020655,-0.171311821,0.115863494,1334.03183,259.8,106,
9,12.2597552,ETI,1.442510153,2.652582742,22.76389595,1,130.9719041,119.7874217,130.2717446,766.7910309,-0.4900724,0.10791744,1431.350885,218.400002,91.8,
10,14.98112444,ETI,1.492602473,1.823916411,23.55597507,1,128.6510443,117.4380619,126.853205,562.8679732,-0.174050905,0.111023015,1367.795463,223.800002,108.2,
11,12.23587707,ETI,1.352646094,1.971361009,9.540725112,1,130.9951154,119.9407342,129.4772562,724.2383288,-0.489751513,0.103422953,1533.218688,208.400002,86.5,
12,15.71034253,ETI,1.585893213,2.516417281,23.54483711,1,133.79431,125.7468171,132.7169104,549.8531118,-0.175847579,0.114171616,1296.8314,270.800002,114.4,
13,14.83488696,ETI,1.510723861,1.801245221,0.817287984,0,136.629949,128.841166,133.1214291,207.4612862,-0.168379293,0.114393474,1386.285972,256.9,101.3,
14,12.35819837,ETI,1.450801491,2.676064606,23.62338489,1,134.9895316,125.8441706,132.9281948,529.7395384,-0.494393238,0.112592938,1380.030974,263.000002,99.2,
15,13.00531729,ETI,1.41861264,2.747677026,6.476775555,1,130.7896074,119.8088545,129.8945303,621.1475924,-0.490611334,0.107688847,1473.408432,218.500002,92.1,
16,12.37688318,ETI,1.413830425,2.908224102,0.454713615,1,135.3981349,125.7977213,133.2042223,638.0682119,-0.496150321,0.111132446,1470.068457,258.700002,90.8,
17,14.18585817,ETI,1.474284073,2.322529008,0.064818924,1,132.0383068,122.3346487,131.1547528,551.8762992,-0.486587144,0.10968101,1429.320785,226.600002,97.4,
18,14.02450257,ETI,1.466023099,2.082996269,18.73740594,0,137.2729865,128.7785783,134.0045851,208.4816307,-0.165494308,0.11282335,1425.625513,249.9,97.1,
19,12.70290739,ETI,1.476956979,2.927119434,1.391510967,0,142.45403,130.1138922,139.122138,205.3653299,-0.500653528,0.108720644,1408.898084,250.4,94.2,
20,13.12356575,ETI,1.481221536,2.881520607,1.737942796,0,137.8256982,128.5927005,135.2105641,206.3181735,-0.500085097,0.109483088,1404.37785,257.2,96,
21,10.04474544,ETI,1.204069055,1.44445613,1.211579625,1,129.2365107,114.8827667,121.7797548,798.7300872,-0.472406641,0.102692891,1678.29152,167.700002,75.2,
22,15.89615016,ETI,2.7547735,2.824008358,24.02536711,0,119.8598655,112.6705677,119.0837339,153.6707316,-0.480698328,0.133635225,625.3558398,398.9,148.5,
1,15.23079003,ETI,1.479522421,1.340194722,1.039475336,1,132.0842612,124.199023,129.2200937,701.7306606,-0.173240656,0.115160531,1421.660072,236.900002,100.5,Itr_10
2,10.02623765,ETI,1.246745207,1.276935736,1.971107705,1,133.9255166,123.7521416,127.3265004,528.302475,-0.499907965,0.111114365,1609.804757,216.400002,76.8,
3,15.04318011,ETI,1.491429289,1.204397314,8.612080624,0,133.0578077,127.9515115,127.6386474,207.7913157,-0.167883696,0.116631684,1387.8158,254.2,100.6,
4,14.8491859,ETI,1.492056098,1.35858898,10.34391816,0,135.5089123,128.7529626,131.0429027,207.3242825,-0.168219312,0.116231579,1393.196185,249.9,99.7,
5,15.27472939,ETI,1.483038343,1.392103771,0.755464166,1,131.2967789,122.3632811,128.7605499,668.6316019,-0.485859869,0.107791299,1414.725414,225.500002,100.2,
6,15.92846369,ETI,1.51774187,2.041472172,6.082490935,1,128.775253,117.7949668,127.8156479,521.7812231,-0.486847254,0.108731036,1395.832191,220.300002,104.4,
7,13.01854103,ETI,1.368136425,1.417840249,3.503766991,1,129.2370838,117.6927532,123.8814428,626.4514998,-0.490779114,0.109292731,1514.995113,202.500002,88.7,
8,14.60121801,ETI,1.473129947,1.21920476,9.931366788,0,135.2801556,129.2760594,128.9806883,207.3715744,-0.167434671,0.115720141,1408.339682,248.2,98.2,
9,13.70967132,ETI,1.43457374,1.653377999,3.388833431,0,139.7867713,129.976551,133.744766,209.2302734,-0.165956051,0.113881321,1452.209374,242.7,93.9,
10,12.82516832,ETI,1.359032195,1.533112806,3.019852225,1,129.3657698,117.3994505,125.9325704,664.4033744,-0.488325694,0.108942242,1529.910233,196.500002,88,
11,13.29249586,ETI,1.448235272,2.23598822,29.1827546,1,131.2181995,120.7233748,130.1596048,802.6586877,-0.486175857,0.108173462,1403.047698,217.900002,101.4,
12,12.67955124,ETI,1.43604945,1.67345102,26.00431536,0,141.7848597,130.6886475,134.8956478,208.4105923,-0.498791729,0.113295893,1392.722487,256.9,99.9,
13,12.95265018,ETI,1.44563069,2.366024825,29.46424091,1,130.7142858,120.0456324,129.7323746,732.671627,-0.173703541,0.109173303,1396.112135,224.300002,100.6,
14,13.83162155,ETI,1.466920467,1.268924447,26.18281564,0,134.9438806,128.6307804,130.5185851,207.047073,-0.167820935,0.114132845,1362.975679,253.6,103.8,
15,12.61476119,ETI,1.402892651,2.952771929,13.57036088,1,133.370171,122.9644027,131.8113304,727.9614675,-0.488718345,0.108560879,1492.873134,224.400002,90.5,
16,13.2694741,ETI,1.423711392,2.985423587,11.22091178,1,130.8736106,119.437387,130.3312397,768.6029662,-0.485898155,0.106521678,1480.891211,205.900002,92.7,
17,14.39463419,ETI,1.478862933,2.533048126,11.99979512,1,132.2291737,123.046951,131.4344618,661.0218235,-0.488948877,0.111786892,1428.488087,235.800002,98.5,
18,14.335073,ETI,1.446102704,2.020839608,15.7673288,1,129.8609985,118.2940087,128.6466518,672.6048679,-0.179209398,0.108186677,1459.463523,205.900002,96,
19,15.48350901,ETI,1.608598543,2.484463249,22.75758934,0,138.0048661,129.1617486,135.4801542,206.2725771,-0.174350678,0.109981109,1275.368621,284.2,114.8,
20,13.85637216,ETI,1.558075652,2.987917075,28.65094923,0,136.0474448,127.9101249,134.7912547,206.2103894,-0.169208684,0.109125003,1303.335629,275.6,108.8,
21,14.30234158,ETI,1.009941844,2.905782133,28.78378176,1,116.5502855,98.31101762,114.8515198,828.63058,-0.219630285,0.090715107,2060.329978,111.600002,81.7,
22,12.96846748,ETI,2.859067033,2.9563948,16.21388672,0,117.2437577,108.637478,115.5187242,146.4830675,-0.488568492,0.113927897,612.795724,391.5,161.3,
1,11.44054414,ETI,1.343704387,1.21957385,23.76388131,0,139.6357651,130.7673219,128.7691156,209.9062082,-0.509519116,0.113354191,1450.068483,237.7,93.5,Itr_11
2,12.9328598,ETI,1.408649161,1.338496616,25.97134308,1,131.1959539,122.2565811,126.8925675,576.289269,-0.491262894,0.107566576,1415.132188,232.600002,98.5,
3,13.69840814,ETI,1.463805097,2.872224697,8.551480628,1,132.7563005,123.2162553,131.9762771,540.6777571,-0.48773907,0.11052499,1437.154486,242.500002,96.1,
4,14.52165403,ETI,1.456520627,1.605188873,10.19555145,1,130.9872601,121.3851989,129.1548112,699.4560254,-0.175422578,0.112017116,1437.331068,226.100002,97.7,
5,14.23442032,ETI,1.490279294,1.874689402,25.14148138,1,133.6762389,125.1405066,131.6032463,694.2900278,-0.175097051,0.113230064,1367.807105,249.600002,105.6,
6,14.86283622,ETI,1.545575154,2.303921259,25.12044664,0,136.5756672,128.5623327,134.2410506,209.3173528,-0.169878708,0.110823418,1319.68822,275.9,110.3,
7,13.65600339,ETI,1.501959343,2.561252747,24.15743466,0,139.7963139,129.697351,136.7150009,209.9420114,-0.169939339,0.11044813,1352.838449,270,105,
8,13.46720093,ETI,1.520229395,2.89623665,26.20154098,0,140.0997905,129.7844535,137.3670549,207.698276,-0.168941464,0.108468277,1336.310325,270.7,106.1,
9,13.80515153,ETI,1.403064304,1.346316526,15.38321776,1,129.2337182,117.9612057,124.5928565,838.7003838,-0.174859805,0.109038569,1483.298579,209.600002,92.4,
10,15.37611358,ETI,1.606705617,2.961592913,28.47496872,0,139.3174469,129.6193179,137.243055,207.8463494,-0.173581977,0.109813297,1279.751543,289.8,115.2,
11,12.52807735,ETI,1.455957852,2.430600164,25.25267195,0,145.9462748,131.3546271,139.0982805,209.4074299,-0.498238689,0.109924024,1382.84954,265.4,100,
12,15.48971721,ETI,1.556215553,1.885940426,27.97349695,0,139.2583477,130.065045,134.6514721,209.0423726,-0.488103828,0.113771743,1319.69461,276.8,112.2,
13,13.85672193,ETI,1.482261926,2.912565883,0.515923256,0,138.8813123,129.2248384,136.5738035,209.6750326,-0.167518166,0.109125593,1416.784582,260.2,98.4,
14,14.98365847,ETI,1.516475977,2.309589628,18.59482091,0,136.8037876,128.7144102,134.2683266,208.811223,-0.168542136,0.112854509,1388.786323,259.5,101.7,
15,12.61858694,ETI,1.402998161,2.301768956,6.956739884,0,146.0824467,131.3281381,139.5847976,209.5139467,-0.504083578,0.111630961,1488.647657,271.3,89.9,
16,12.8352029,ETI,1.40332374,2.113021446,12.32192965,0,143.0369416,130.6343413,137.258022,209.0991696,-0.502480866,0.112077731,1486.634037,243,91.2,
17,14.25485507,ETI,1.445157671,1.802822335,13.71021871,1,130.8102856,120.6152727,129.4402696,594.6938472,-0.176604542,0.109797443,1453.707766,216.000002,96.1,
18,14.77697228,ETI,1.507880819,2.142154505,4.520402883,0,138.2067219,129.3239779,134.8488134,208.6998021,-0.493274098,0.112479883,1395.560297,257.2,100.6,
19,15.65032999,ETI,1.617521127,2.821529337,15.11379552,0,137.3473612,128.7198923,135.6051479,204.9334742,-0.170719806,0.110241766,1303.413713,278.2,109.4,
21,15.37713863,ETI,1.002240532,2.78222554,27.96003809,1,116.5466541,98.93956164,114.9214355,776.8859764,-0.443771746,0.089174589,2105.785965,114.800002,84.1,
22,11.81209849,ETI,2.046054561,2.192948242,4.589976549,0,127.2213228,117.6216652,125.4958742,171.3097013,-0.492641544,0.108536819,926.9394632,293.3,125.3,
1,10.65020236,ETI,1.341619709,2.06931548,21.12665155,1,131.1705517,118.9855025,128.9269795,830.4160929,-0.180486338,0.103714588,1516.677866,187.900002,83.1,Itr_12
2,15.75473903,ETI,1.577802925,2.192853069,26.90307874,0,137.6471155,129.2137564,134.754465,209.4152606,-0.171553619,0.112328499,1299.279373,284.9,113.9,
3,15.41206622,ETI,1.497978117,1.381544485,20.2702094,1,129.080094,118.5393619,125.7305917,646.3136096,-0.175087403,0.109869484,1399.901428,212.800002,101.2,
4,15.10650385,ETI,1.491782513,1.859885516,15.81478375,1,130.2097681,120.395266,129.0319095,553.9221658,-0.172710906,0.113077156,1406.280205,235.800002,100.8,
5,14.6562323,ETI,1.469216856,1.802339584,12.26772718,1,130.596591,120.5900559,129.3643626,667.2356176,-0.173950609,0.112261042,1428.01657,226.400002,97.9,
6,12.88968682,ETI,1.36259268,1.276711149,15.86831779,1,130.65647,120.6571292,126.6832607,582.9113026,-0.172921182,0.112190104,1520.158614,214.700002,88,
7,13.85711385,ETI,1.453975457,1.620151769,23.52787037,1,130.2537695,120.0200868,127.9930065,733.8945816,-0.487927395,0.110812644,1387.319743,229.800002,102.9,
8,15.59804771,ETI,1.519266405,1.530711168,21.25934471,1,131.2684749,122.5797201,129.2561241,845.8414551,-0.178881503,0.112064084,1346.638866,240.000002,110.8,
9,13.32258579,ETI,1.471004305,2.20228809,26.90255111,1,136.7989576,127.7447489,133.8945917,819.0622229,-0.493017109,0.114702531,1377.964538,266.100002,102.5,
10,12.96655388,ETI,1.383609483,1.675593871,11.52125232,1,130.6461629,120.2659379,127.769091,584.7794563,-0.175105679,0.110773573,1498.202588,214.700002,90,
11,13.09316515,ETI,1.386599549,1.543180053,17.5571729,0,139.2697408,129.8668423,132.7985753,209.8287363,-0.502862175,0.114200673,1495.424895,235.5,89.9,
12,12.66062067,ETI,1.404052251,2.010606274,18.29981488,0,144.2638583,131.0515243,137.4957001,207.9266823,-0.503143108,0.111717656,1482.218727,236.7,90.1,
13,12.86294603,ETI,1.400779796,2.172867737,13.99832747,0,143.5309109,130.7270824,137.5480229,209.7570793,-0.502864067,0.112134951,1491.356671,242.7,90.3,
14,14.57053365,ETI,1.500461701,2.158021842,20.23080874,1,130.2357803,119.643081,129.3756018,701.5232007,-0.483836481,0.105003446,1359.602959,225.900002,106.7,
15,15.0477642,ETI,1.531001478,2.783442618,10.09906361,1,131.2119048,121.9000279,130.9246485,696.5617315,-0.48899653,0.11297069,1374.972409,250.000002,103,
16,14.15849871,ETI,1.42699362,2.261467179,0.941323721,1,125.9233767,112.0469303,124.7685455,604.1423394,-0.488001707,0.104462655,1474.145406,194.000002,95.3,
17,14.82219163,ETI,1.505395405,2.614255714,15.52348371,1,131.6230333,122.5864985,131.118535,587.9249699,-0.172135422,0.112561844,1401.429783,245.800002,101.5,
18,15.75822788,ETI,1.010249523,2.844952613,3.211280848,1,114.5032994,96.72003709,113.4002833,634.0858687,-0.448577768,0.091170072,2158.495452,112.800002,80.1,
19,15.56253915,ETI,1.023327325,2.971822626,11.93848075,1,115.5320667,98.32973563,113.989415,809.9294024,-0.222924436,0.089209351,2144.44811,114.000002,80.2,
20,13.41488573,ETI,1.304313847,1.862028997,6.296123067,1,123.2628668,107.5036711,119.6327429,781.5935232,-0.482758852,0.09859333,1620.303691,151.800002,86.8,
1,10.84653342,ETI,1.332085475,1.381362045,29.88428714,0,142.8645553,131.3085838,133.1912296,209.7877034,-0.514314308,0.111906292,1445.962655,244.5,92.5,Itr_13
2,15.92838723,ETI,1.559147024,2.469352172,0.31147138,1,131.1702124,122.2506323,130.7465955,670.5041706,-0.488791848,0.110676234,1361.300844,247.900002,106.8,
3,15.0729066,ETI,1.501148386,1.440055711,4.487470839,0,135.2277434,128.4839553,131.3922681,208.4646046,-0.167554808,0.114854638,1384.253178,254.6,100.6,
5,15.97630589,ETI,1.580042906,2.452835473,24.92646294,1,131.8336159,123.3159511,131.2010795,595.7540552,-0.489280033,0.112702398,1302.179943,260.400002,114.5,
6,15.40886019,ETI,1.538891529,1.415752189,23.24230109,0,138.2293077,130.0603867,132.3098446,207.5763655,-0.489140209,0.115505541,1323.524704,271.2,110.6,
7,12.65312561,ETI,1.394978745,1.320155635,28.00617529,1,132.3897198,123.5256565,127.8149306,580.6891967,-0.172821198,0.113238088,1428.941314,230.700002,97,
8,12.6153366,ETI,1.364351019,1.465587952,17.39918336,0,144.3239571,131.4288511,134.2686934,209.1480516,-0.505568636,0.113155425,1520.629415,232.9,87.9,
9,12.20869409,ETI,1.420363551,2.365567363,21.76147615,1,130.201942,118.0973411,129.1065169,770.0977882,-0.174074526,0.106344539,1454.840392,206.400002,90.4,
10,12.98553459,ETI,1.449989199,2.038724699,25.30576369,1,132.8073228,124.1169685,130.978265,615.8851889,-0.49036035,0.112387791,1383.185746,248.600002,101,
11,13.98417104,ETI,1.452957474,2.075313814,9.750586711,0,138.2693174,129.2814665,134.5338093,209.8648292,-0.165980812,0.112745206,1440.908807,250,95.8,
12,13.90727821,ETI,1.496356329,1.986822266,27.51494904,0,136.699479,128.7484423,133.5694982,208.0486897,-0.491899006,0.112596226,1350.073831,262.8,105.8,
13,12.06314213,ETI,1.383110554,2.12003692,6.838773695,0,145.3263045,131.1135657,137.5471843,208.6993105,-0.507900314,0.110485351,1497.282537,264.5,87.5,
14,12.19120493,ETI,1.369130712,1.80777764,11.19356075,0,143.9568945,130.7789427,135.9550551,208.6929494,-0.508367075,0.112227625,1511.970462,259.1,87.1,
