bin_label,bin_mid,n,error_rate,is_boundary_bin
0.0-0.2,0.1,50,0.04,False
0.2-0.4,0.30000000000000004,28,0.07142857142857142,False
0.4-0.6,0.5,18,0.5,True
0.6-0.8,0.7000000000000001,21,0.3333333333333333,False
0.8-1.0,0.9,65,0.0,False
