discrete_combination_id,group_min_distance
1,0.7766352015834116
2,0.8461934968720338
3,0.7947014059878917
4,0.8803312257138055
5,0.7092687929049497
6,0.8262400434168237
7,0.8210943352654974
8,0.8050119012791552
9,0.8160780119405294
10,0.9002167603301333
11,0.7821313630679727
12,0.7838014749630412
13,0.8925016654562975
14,0.8459252494224679
15,0.7878613303171424
16,0.8102700590049305
17,0.6737927636190869
18,0.9267401061120331
19,0.7460259165618767
20,0.8267829654434824
21,0.7951761577309994
22,0.8157036933132138
23,0.7839980711739382
24,1.0335099366086606
25,0.7393768672314022
26,0.7769891961267731
27,0.9727991448752582
28,0.7798041367845787
29,0.7774404743730932
30,0.8488073150250126
31,0.777744409996079
32,0.7868379134269388
33,0.747626928615985
34,0.8927964272748901
35,0.8781244794922869
36,0.7692624318979814
37,0.8345121813578934
38,0.711444341958076
39,0.8276715877769011
40,0.6980518142182232
41,0.7761743922306206
42,0.733744999587297
43,0.6840163407587666
44,0.7087357282292155
45,0.801232384724011
46,0.7361522152695764
47,0.8318578215771312
48,0.7900472616447808
