bin_label,bin_mid,n,error_rate,is_boundary_bin
0.0-0.2,0.1,92,0.03260869565217391,False
0.2-0.4,0.30000000000000004,34,0.23529411764705882,False
0.4-0.6,0.5,47,0.44680851063829785,True
0.6-0.8,0.7000000000000001,22,0.18181818181818182,False
0.8-1.0,0.9,94,0.0,False
