TP_NoTP,actual_label,oof_predicted_label,oof_is_error,oof_p_tp,oof_p_notp,is_boundary_band,ptp_distance_from_boundary,local_nn_dist,coverage_cell_key,A_Cell_D,C_Barrier_Thx,F_ThermalResin_Thx,G_CoolantLPM,B_Barrier_Type,discrete_combo_id,Eval#,MaxT_TB_Center,MaxT_TB_Top,MaxT_TB_Btm,MaxT_Adj,MaxT_Adj_Y,MaxT_Adj_Z,Max_Power,Time_MaxT,Time_Max_Power,Unnamed: 16,CellD_x_Resin,oof_tmax_pred,oof_MaxT_TB_Top_pred,oof_MaxT_TB_Btm_pred,oof_MaxT_Adj_Y_pred,oof_MaxT_Adj_Z_pred,oof_Max_Power_pred,oof_Time_MaxT_pred
0,0,0,False,0.020524448700484754,0.9794755512995152,False,0.47947555129951525,0.23640782892788156,2_2_1_0,13.62064854,2.233007376,1.893774292,3.453895132,ETI,combo_001,1,123.7814469,114.8687825,121.4281739,166.9135213,-0.173679459,0.112040882,847.8564214,312.7,140.1,Initial,25.794434045419333,123.9064501783703,114.98062774691275,121.49198445239388,-0.38747621966906076,0.11265505994993719,848.1869702058232,315.19266540025524
1,1,1,False,0.999986640317843,1.3359682156988129e-05,False,0.499986640317843,0.26671276818730405,3_0_2_1,15.4212917,1.059793309,2.327644861,12.72983229,ETI,combo_001,2,115.9605143,99.130613,113.9749824,544.9556682,-0.214512458,0.092946689,2056.781355,117.000001,81.5,,35.89529037548695,158.70697496602435,137.33215167932357,146.1922844042652,-0.3570271056127867,0.11811495936997807,1936.3636014368776,246.47470291067415
1,1,1,False,0.9959653184420176,0.004034681557982367,False,0.49596531844201763,0.09607049648201903,3_0_0_1,14.69924287,1.403003879,1.409897549,12.63060293,ETI,combo_001,3,125.5401894,112.6551433,121.0941455,718.0871019,-0.177063498,0.105172378,1497.836541,185.300001,95.1,,20.72442649456873,141.01147291753466,131.03782785893503,133.39144962727715,-0.2567905843673478,0.11652447640999088,1493.337701260919,243.41591067912904
1,1,1,False,0.9603660024063174,0.03963399759368258,False,0.4603660024063174,0.16508913188701602,2_0_2_0,13.11039268,1.394320747,2.213860506,0.822784095,ETI,combo_001,4,128.9743768,116.486459,127.1904038,592.1842414,-0.490351437,0.107866163,1498.568107,202.500001,90.4,,29.024580572403497,144.27698658797797,130.91921340784853,138.06693254861588,-0.35514336205036334,0.11189429495278459,1492.0071865573204,248.215719548495
0,0,0,False,2.852521470231295e-05,0.9999714747852977,False,0.4999714747852977,0.2535921713239621,0_1_3_0,11.12368179,1.794243017,2.632029304,5.731029041,ETI,combo_001,5,130.0436429,120.3971253,129.3444118,182.1881694,-0.501700525,0.107203005,1084.736004,270.2,111.4,,29.27785643965117,130.95436783969578,121.83854265326737,130.10436722254457,-0.5143690388304538,0.10692618339011638,1088.3860583289493,274.72932127447245
0,0,0,False,0.2369259307355378,0.7630740692644622,False,0.2630740692644622,0.2356921467806825,1_3_1_3,12.12531974,2.726928024,1.762602773,25.79994151,ETI,combo_001,6,116.0698585,107.8407264,111.426216,145.5462318,-0.488265863,0.115023343,603.9073195,372.1,125.7,,21.37212219723564,116.93404228899595,108.45571427723834,112.62598910140707,-0.42280165226488103,0.11565121796351813,604.2085252611772,373.19643129983126
0,0,0,False,0.0017651445351702932,0.9982348554648297,False,0.4982348554648297,0.20521313654702508,1_2_2_1,11.74369257,2.056341711,2.370376654,9.976600272,ETI,combo_001,7,125.4561819,115.1769443,123.6119816,171.1489608,-0.495937611,0.108404274,917.3473561,293.7,125.3,,27.836974699681264,126.43530388216178,116.30967426258174,124.85576019000881,-0.47143054683803226,0.10856255315381162,927.7136666600361,295.88255690644166
1,1,1,False,0.999993761102246,6.238897753974015e-06,False,0.499993761102246,0.14558246541680245,2_0_2_0,14.40380371,1.11969452,2.23841178,3.197426084,ETI,combo_001,8,116.8034285,99.1699396,114.1953321,541.7288928,-0.210051338,0.096010988,1934.580784,120.300001,81.0,,32.2416439012717,157.36170622930055,136.01816112789135,144.56898310359722,-0.3292218754614239,0.11637244038607528,1843.1014550811065,239.7647590626386
0,0,0,False,0.0004851830780125965,0.9995148169219874,False,0.4995148169219874,0.19606540774681339,1_0_1_2,11.72224902,1.437487493,1.970342224,19.34435109,ETI,combo_001,9,138.0473719,128.5805146,133.5062113,201.9928467,-0.509820703,0.111201797,1418.838351,239.5,90.1,,23.09684220434862,140.89068258219095,129.66701637440335,135.46485294037765,-0.4666647193394161,0.11050257334319599,1414.155501452491,254.51213800865784
1,1,1,False,0.9999970554553101,2.944544689853501e-06,False,0.49999705545531015,0.1281502352543578,3_0_1_0,14.92665386,1.303068539,1.676088367,1.535872215,ETI,combo_001,10,118.7418755,102.782789,114.8147597,827.7120641,-0.189193703,0.100010609,1629.621841,149.100001,90.6,,25.018390892981646,148.05992095416678,132.85615946521094,137.68979870540463,-0.30175199961138205,0.1169225201102149,1608.6561962764308,247.64403441376402
0,0,0,False,8.903440402718843e-07,0.9999991096559597,False,0.49999910965595973,0.1205139593422955,1_1_1_0,12.80941246,1.568575083,1.876953057,3.869547623,ETI,combo_001,11,134.5338733,127.2450259,132.0332797,196.6844954,-0.499013775,0.110469111,1306.870367,249.6,103.6,,24.04266587517089,134.9349371926785,126.9360406878528,132.43391414751838,-0.4352898503653941,0.11034297259734817,1304.8337849189393,251.79702127901896
0,0,0,False,2.5711756848068035e-05,0.9999742882431519,False,0.49997428824315193,0.14732445446995154,0_1_2_3,11.00913509,1.580750537,2.374964595,26.98310887,ETI,combo_001,12,134.2584278,125.9839397,132.2505457,193.6550559,-0.503866221,0.108311476,1167.100043,263.5,104.9,,26.146306060322136,136.1648101965063,126.56262779061093,134.09313650805854,-0.46573719795103874,0.10789605881898867,1211.1789216255725,267.4715527223031
0,0,0,False,0.2986411660209001,0.7013588339790999,False,0.20135883397909993,0.3338933483146959,2_3_2_2,14.16822658,2.916410365,2.176198223,18.9450193,ETI,combo_001,13,116.9335441,109.5021505,115.0962216,145.3189588,-0.479486579,0.133631258,607.1829829,393.6,167.4,,30.83286950645737,115.33277229502461,108.4230931902575,112.94057796822864,-0.3592624343274351,0.12247694369154659,601.0818608785064,398.7247806056394
