Eval#,A_Cell_D,B_Barrier_Type,C_Barrier_Thx,F_ThermalResin_Thx,G_CoolantLPM,TP_NoTP,MaxT_TB_Center,MaxT_TB_Top,MaxT_TB_Btm,MaxT_Adj,MaxT_Adj_Y,MaxT_Adj_Z,Max_Power,Time_MaxT,Time_Max_Power,Unnamed: 16,CellD_x_Resin,discrete_combo_id,oof_predicted_label
22,13.19847239,ETI,1.461120901,2.121686619,22.8475716,0,137.8804519,129.0650826,134.0852659,209.9820432,-0.497874166,0.111222915,1374.842575,264.6,102.4,,28.00302226110395,combo_001,1
44,14.52152191,ETI,1.600683947,1.228783184,18.16845963,0,132.1120744,126.575296,127.0278629,197.06383,-0.17011568,0.11378632,1277.338185,249.1,103.5,,17.843801929095562,combo_001,1
11,12.36629556,ETI,1.368437663,1.558795698,9.468403389,0,140.3975959,130.1026707,133.0435036,208.8978753,-0.506504406,0.112610656,1507.193845,234.8,87.8,,19.2765283191245,combo_001,1
19,10.01299435,ETI,1.380149899,1.436965893,29.94281407,0,137.3014992,128.7666445,131.1884532,202.4264398,-0.520175116,0.109874538,1321.045737,241.9,92.5,,14.388331367751704,combo_001,1
12,12.56444967,ETI,1.461068128,2.983279487,16.34584575,0,144.2212835,130.7345479,139.3637838,206.0272786,-0.501790703,0.108469691,1425.801303,281.5,93.5,,37.483264965954916,combo_001,1
17,10.40836201,ETI,1.337663415,1.919956357,26.41432133,1,135.3757482,125.8433126,132.050889,528.5893498,-0.497831883,0.110838253,1427.974376,238.800001,92.2,,19.983600807056796,combo_001,0
2,11.31914506,ETI,1.430062758,2.569697098,29.77820855,0,144.9011342,131.1504038,139.1194154,207.4548855,-0.506184972,0.108950872,1374.462444,262.0,98.0,,29.086774212523036,combo_001,1
8,14.19881537,ETI,1.492676082,2.675001282,17.91194254,0,143.6338613,130.8220526,139.7644858,209.503688,-0.491921025,0.111431977,1412.334561,257.0,99.2,,37.98184931763131,combo_001,1
11,15.72411444,ETI,1.586674112,2.467910993,13.57290287,0,137.6867036,128.8907559,135.4196198,207.2245873,-0.171869491,0.112276811,1323.976638,274.0,107.2,,38.805714881666034,combo_001,1
15,14.44536151,ETI,1.489855738,2.80827654,4.685497095,1,131.4627723,121.5155387,130.9776468,767.2720158,-0.17273716,0.11011892,1420.106781,231.300001,99.3,,40.566569840351974,combo_001,0
16,12.56332502,ETI,1.454187907,2.904598259,17.07325554,0,145.2554852,130.8249411,139.5848759,206.3858128,-0.501774883,0.108467652,1433.61586,279.9,92.9,,36.491411980343145,combo_001,1
