discrete_combo_id,B_Barrier_Type,n_total,n_notp,n_tp,notp_ratio,tp_ratio,notp_tmax_min,notp_tmax_mean,notp_tmax_max
combo_001,ETI,140,60,80,0.42857142857142855,0.5714285714285714,113.6902564,129.59891791166666,145.2554852
