discrete_combo_id,B_Barrier_Type,n_total,n_notp,n_tp,notp_ratio,tp_ratio,notp_tmax_min,notp_tmax_mean,notp_tmax_max
combo_001,ETI,289,149,140,0.5155709342560554,0.4844290657439446,113.6902564,135.0126575932886,148.2784757
