accuracy,tp_precision,tp_recall,tp_f1,confusion_matrix_labels_NoTP0_TP1,tmax_mae,tmax_rmse,tmax_r2,tmax_eval_n,model,fold,cv_model_group
0.9375,0.9285714285714286,0.9629629629629629,0.9454545454545454,"[[19, 2], [1, 26]]",4.721165432011627,6.287279106039104,0.9372245907367583,21,gp,0,gp_cv
0.875,0.8888888888888888,0.8888888888888888,0.8888888888888888,"[[18, 3], [3, 24]]",3.410239381932146,4.294268778404005,0.9754305669118938,21,gp,1,gp_cv
0.875,0.8620689655172413,0.9259259259259259,0.8928571428571429,"[[17, 4], [2, 25]]",4.947457856327521,6.406799523306265,0.9345918460496229,21,gp,2,gp_cv
0.8125,0.95,0.7037037037037037,0.8085106382978723,"[[20, 1], [8, 19]]",5.040611887067835,6.1920503279737025,0.9327204080484932,21,gp,3,gp_cv
0.8125,0.8275862068965517,0.8571428571428571,0.8421052631578947,"[[15, 5], [4, 24]]",5.342496806832425,6.602347875508058,0.8944218464320668,20,gp,4,gp_cv
0.9166666666666666,0.96,0.8888888888888888,0.9230769230769231,"[[20, 1], [3, 24]]",5.120225750111607,6.645702508759625,0.9298632132038352,21,mlp,0,mlp_cv
0.8541666666666666,0.8571428571428571,0.8888888888888888,0.8727272727272727,"[[17, 4], [3, 24]]",4.393709829901413,5.648163363820326,0.9574958644622887,21,mlp,1,mlp_cv
0.8541666666666666,0.8125,0.9629629629629629,0.8813559322033898,"[[15, 6], [1, 26]]",6.060290764983263,7.870262365003304,0.9012975248651907,21,mlp,2,mlp_cv
0.8541666666666666,0.9545454545454546,0.7777777777777778,0.8571428571428571,"[[20, 1], [6, 21]]",3.995199761077009,4.7794091743454,0.9599167599635232,21,mlp,3,mlp_cv
0.8541666666666666,0.92,0.8214285714285714,0.8679245283018868,"[[18, 2], [5, 23]]",3.205996285312504,4.544929165290154,0.9499698858847784,20,mlp,4,mlp_cv
