Eval#,A_Cell_D,B_Barrier_Type,C_Barrier_Thx,D_Barrier_Outer_Type,E_Barrier_Outer_Thx,F_ThermalResin_Thx,TP_NoTP,MaxT_TB,MaxT_Adj,MaxT_Adj_Y,MaxT_Adj_Z,Max_Power,Time_MaxT,Time_Max_Power
8,18.38515343,Si1,1.097039021,PU,2.359780368,1.222334492,1,326.1591609,885.9367866,-0.004955266,0.007658139,1272.125955,,
9,19.89582162,Si1,1.496923889,PU,1.630885169,1.875511793,1,333.1123692,844.925476,-0.002441228,0.010253156,1249.801914,,
10,16.37407291,Si1,0.928999733,PU,2.235316024,1.422787486,1,341.7064005,892.1767252,-0.012406257,0.002001009,1296.271671,,
11,17.59112234,Si1,1.048332904,PU,2.608744898,1.724295545,1,339.4239823,552.3669408,-0.009043188,-0.004736908,1267.701821,,
12,15.00756716,Si1,0.879398777,Si1,2.826272571,2.401371156,0,297.4973866,320.9376065,-0.002562274,0.052188781,1243.614307,,
13,13.41555865,Si1,0.8364003,PU,2.705917187,1.906784879,1,295.4478588,882.5689959,-0.006851019,0.034255095,1260.110531,,
14,19.99598239,Si1,1.073397841,Si1,2.99854804,0.989530002,0,299.892994,319.1548072,-0.003435247,0.052209723,1283.776354,,
15,17.14481102,Si1,0.814054911,Si1,2.940304413,1.511657282,1,348.6443452,684.5194073,-0.012164637,-0.006292054,1289.214614,,
16,18.22114699,Si1,1.152746456,Si1,1.925414729,2.006567431,1,343.1832825,581.7106583,-0.004910166,0.009373954,1256.789395,,
17,18.39433879,Si1,0.253944235,PU,1.18007728,2.481025626,1,326.8629918,797.5674805,-0.004957793,0.030197469,1637.359498,,
18,15.47198618,Si1,0.937632145,PU,2.531364923,1.217946276,0,280.3426176,294.7421551,-3.78E-04,0.052257826,1264.455117,,
19,19.71556064,Si1,1.386635172,Si1,1.33141669,1.196595758,1,338.7161448,696.5712112,-0.003386173,-0.004353651,1257.573189,,
1,15.82252531,Si1,0.732630421,PU,1.399515243,0.516569749,1,336.105139,595.8778321,-0.018934243,0.007341849,1364.033305,Itr_9,
2,18.95491164,Si1,1.112795557,Si1,2.829370008,2.026920697,0,310.788346,326.2714406,-4.65E-04,0.052224474,1264.404138,,
3,16.6372378,Si1,0.817507865,PU,1.541617889,0.519184153,1,316.758743,591.0625969,-0.020745831,0.015864459,1345.079633,,
4,14.73777866,Si1,0.740001775,PU,1.190322126,0.761703069,1,324.4387751,675.0251171,-0.018324018,0.011138129,1353.022685,,
5,13.07793319,Si1,0.295852013,Si1,2.89388412,0.804309058,0,298.1547846,333.0416145,-0.003495781,0.052259457,1362.672575,,
6,18.26279934,Si1,1.370953228,Si1,1.227541233,2.163247276,1,343.8127437,590.3000741,-0.00939582,-0.0067113,1242.165681,,
7,19.61435873,Si1,1.114628433,Si1,2.909511237,1.59587543,0,312.014751,330.5192974,-4.81E-04,0.052185286,1287.553644,,
8,17.53737091,Si1,1.24049017,PU,1.796334632,1.856794665,0,303.1456362,320.4155349,-0.005580695,0.051957055,1242.860313,,
9,19.36495619,Si1,1.129938846,Si1,2.961724,2.084108612,0,319.2219224,339.5034626,-0.003324818,0.051848596,1277.234309,,
10,18.70807252,Si1,1.401875409,Si1,1.228697696,1.923748522,0,318.3937786,340.1818136,-0.004126966,0.051878898,1247.45151,,
11,12.63520706,Si1,0.677107947,PU,1.248617644,0.972919284,0,289.4197884,324.5472471,-0.006441335,0.052272071,1348.351601,,
12,18.69696809,Si1,1.095066913,Si1,2.953537422,2.422825991,1,350.0483833,625.5234473,-0.005957565,-0.011456856,1257.612882,,
13,16.12204613,Si1,0.426497857,Si1,2.79212384,0.621785071,1,353.1007622,898.831004,-0.004332913,0.004332913,1380.126072,,
14,19.4854298,Si1,1.1641589,Si1,2.882537876,1.906566838,1,333.514687,579.2135342,-0.0033459,-0.0033459,1276.469909,,
15,16.35516956,Si1,0.935297017,Si1,2.80630181,2.465009286,0,310.4310381,330.457053,-0.004397022,0.052182401,1250.030732,,
16,18.19066501,Si1,0.896528202,PU,2.987634287,0.807131227,0,305.4209706,330.5926622,-0.00133685,0.052045772,1298.893116,,
17,19.06300588,Si1,0.256754995,Si1,2.284210386,0.604885213,1,314.8044099,797.4801066,-0.002337126,0.029447791,1503.242348,,
18,16.87100256,Si1,1.636733489,PU,1.573930272,0.830029372,0,251.107732,245.9315267,-0.004538875,0.052195375,1144.663503,,
1,15.85101429,Si1,0.879580839,Si1,2.629809271,2.277741083,1,316.6175993,701.6114416,-0.018194891,0.031357153,1264.489283,Itr_10,
2,12.0106252,Si1,0.329646181,Si1,2.989402979,1.024308115,1,294.1497399,886.4534905,-0.004366736,0.037553932,1346.028486,,
3,12.50074647,Si1,0.32110169,Si1,2.523602908,0.788355398,1,296.5036074,804.3812127,-0.006977481,0.037921094,1367.405465,,
4,19.42824128,Si1,1.186557095,Si1,1.268970779,0.666801851,1,356.1699237,640.277009,-0.00238278,-0.010007676,1280.195586,,
5,16.01238729,Si1,0.796821178,Si1,2.877422391,2.019244699,1,335.2273239,707.5706936,-0.014472908,0.008214353,1282.593057,,
6,15.12822352,Si1,0.714367306,PU,1.766883428,0.759012646,0,303.1154442,334.7667897,-0.0033215,0.052033892,1342.22325,,
7,19.37595419,Si1,1.023299995,Si1,2.35618932,0.931220617,1,347.309857,814.909291,0.005227736,-0.012831716,1300.398887,,
8,16.81581826,Si1,0.674787505,PU,2.543117996,0.521873809,1,339.9882316,566.071303,-0.005346191,0.008636156,1355.468014,,
9,19.14110936,Si1,1.079845131,PU,2.897418221,1.241457391,1,355.988909,813.9475713,-0.008918177,-0.000469378,1287.750093,,
10,17.53547729,Si1,0.949143378,Si1,2.846232095,2.014691212,1,346.1367788,868.5752934,-0.007297029,0.006438555,1264.072299,,
11,19.7630568,Si1,0.937439138,Si1,2.611014147,0.67880264,1,351.8346625,576.5676363,-0.007273898,-0.007273898,1304.462328,,
12,19.59393873,Si1,1.273195958,Si1,1.618268208,1.171654075,0,316.283445,343.566947,-0.002403492,0.052157719,1265.351863,,
13,19.06647584,Si1,1.136440587,Si1,2.990336507,2.329071217,0,316.5024675,334.7423531,-0.003272584,0.05191316,1262.712474,,
14,19.91898252,Si1,1.540733659,PU,2.629459873,2.474788036,0,323.6695681,345.4446431,-0.000488824,0.052107699,1221.921186,,
15,16.60621813,Si1,1.029490466,Si1,1.77687445,1.723965502,0,304.5470074,323.364395,-0.00446606,0.052184352,1265.343302,,
16,18.66964316,Si1,1.017820893,Si1,2.978227045,2.462360546,1,353.1361236,868.5609262,-0.004118319,0.001372773,1269.623534,,
17,19.99115605,Si1,0.264514578,PU,1.221417132,2.088565011,1,326.5220261,637.1015155,-0.001471887,0.041703465,1631.916665,,
18,15.37020126,Si1,0.526534084,PU,1.812666683,1.784127726,1,312.1100999,669.840993,-0.002625735,0.026632457,1410.142677,,
1,14.60080057,Si1,0.766336814,PU,2.942677765,1.669306653,1,308.6585686,860.1638335,-0.011031971,0.026690252,1288.447639,Itr_11,
2,14.14726063,Si1,0.666271992,PU,2.954550576,1.433648655,1,306.3347488,542.7547222,-0.009991413,0.040999249,1306.297376,,
3,16.26584012,Si1,0.806822337,Si1,2.537790688,1.557612407,1,335.5183436,591.3081548,-0.009142408,0.00596244,1291.683735,,
4,18.35877883,Si1,0.987914157,PU,2.060300946,0.521691975,0,291.5173805,318.1206847,-0.00044982,0.052289531,1300.869521,,
5,13.68525029,Si1,0.406944569,Si1,2.603204029,0.918687617,1,307.6265102,590.212288,-0.011654344,0.020311856,1349.992457,,
6,19.72208636,Si1,1.067335675,Si1,2.206193718,0.682468798,0,296.5041514,320.20474,-0.003387316,0.051846819,1283.155271,,
7,18.99804531,Si1,1.29064476,Si1,1.123803373,1.105338792,1,334.9306456,682.4001298,-0.004192211,-0.002329006,1276.504144,,
8,18.74981472,Si1,1.244082504,Si1,1.326760659,1.216461143,0,308.910225,329.914385,-0.000459595,0.051937334,1270.369964,,
9,18.27642964,Si1,1.110266141,PU,1.378060502,0.606902265,0,294.2026164,320.198323,-0.000447761,0.052170124,1289.878412,,
10,16.43276092,Si1,0.741595488,Si1,2.514880004,1.207264708,0,306.0598199,328.0942069,-0.004418359,0.052308487,1311.049921,,
11,19.52983837,Si1,1.080040294,PU,2.30756375,0.559079246,0,305.2710773,331.7505885,-0.003353672,0.052071184,1286.457621,,
12,17.51115897,Si1,1.020488806,PU,2.05375512,1.049779986,0,310.8050488,337.3756781,-0.004714919,0.05191774,1286.482095,,
13,13.11316456,Si1,0.714388593,PU,2.607407118,1.511690371,1,293.831402,815.6975686,-0.004780185,0.043659023,1294.146428,,
14,19.91579895,Si1,1.44283746,PU,2.536954169,2.265157403,1,340.3109292,704.5058965,-0.002443725,-0.004398705,1243.119838,,
15,16.52472645,Si1,0.884485822,Si1,2.071977416,1.391677157,1,327.0831554,616.9003928,-0.011715076,-0.003635713,1290.922298,,
16,16.74291146,Si1,0.744881198,PU,2.521350858,0.575322724,0,295.282074,320.2651072,-0.000409423,0.051993633,1333.882645,,
17,19.9658492,Si1,0.29179773,Si1,1.110159409,1.585127169,1,326.8340368,651.9408858,-0.001469989,0.041649681,1614.74575,,
18,14.8567606,Si1,0.81529988,PU,1.736649222,2.266912905,1,310.6698294,569.8592338,-0.004709497,0.025721101,1324.595189,,
1,12.3912401,Si1,0.534054813,PU,1.232550726,0.627567577,1,295.5386423,933.0536307,-0.009319561,0.030363731,1381.940773,Itr_12,
2,12.03283333,Si1,0.46826805,PU,2.126155158,0.753112845,0,285.3280636,321.0407693,-0.00379172,0.051042381,1361.269011,,
3,17.98216379,Si1,0.995722303,PU,2.830896965,1.309901221,1,349.1096077,893.9629771,-0.00660606,-0.00220202,1278.302231,,
4,14.60962892,Si1,0.615650682,PU,1.951724719,0.711575546,0,306.3357025,340.6277755,-0.002492635,0.052194623,1354.584091,,
5,15.39141087,Si1,0.781406031,PU,2.990295264,1.489526937,1,321.6790339,908.4188167,-0.011644694,0.007888341,1297.007298,,
6,16.95476395,Si1,0.879821096,PU,1.780709377,0.685115427,0,303.9460825,331.2070641,-0.004561909,0.051912578,1324.983122,,
7,18.63094701,Si1,1.003554775,PU,2.973420123,1.149870579,1,349.9114606,809.7324055,-0.008675851,-0.004109614,1284.333768,,
8,18.44693289,Si1,1.199265108,Si1,2.406564401,2.47112697,0,323.1424096,346.9138169,-0.004068209,0.051965325,1241.497863,,
9,19.74580284,Si1,1.257517964,PU,2.998075413,1.864960145,1,359.0151198,851.4248505,-0.010174395,-0.004360455,1263.040173,,
10,19.65635278,Si1,1.255744924,PU,2.414029044,1.351105688,1,333.9396931,590.7865314,-0.001446776,-0.003375811,1266.406462,,
11,17.40948298,Si1,1.098639049,PU,2.964409805,2.249662513,1,327.7512682,609.9547241,-0.008095653,-0.002982609,1242.999304,,
12,18.89623995,Si1,1.146650541,PU,2.583109116,1.368354226,1,325.8468934,592.4534908,-0.003242792,-0.00231628,1272.560734,,
13,18.37754897,Si1,1.089524587,PU,1.306690135,0.543335494,0,296.8482225,321.3358316,-0.000450289,0.051866459,1298.447751,,
14,19.78316898,Si1,1.366869875,Si1,2.433926908,2.433324159,0,326.8000275,350.9932253,4.85E-04,0.05192775,1259.2713,,
15,17.70940731,Si1,0.900933078,Si1,2.57622566,1.325995848,0,307.2443797,328.0270782,-0.006503779,0.052215115,1282.310033,,
16,12.57884311,Si1,0.437883475,Si1,1.414271978,0.724444663,1,299.1423203,955.2308231,-0.010075593,0.026562927,1385.275896,,
17,13.77280555,Si1,0.654004404,PU,1.130579587,0.517832277,0,295.0672232,328.2769096,-0.002346192,0.052008109,1361.911096,,
18,15.05197163,Si1,1.028807414,PU,2.188568567,2.256984689,0,300.2403265,324.4276616,-0.002570045,0.0522676,1251.090333,,
