discrete_combination_id,group_min_distance
1,0.7841149923471589
2,0.7399997230183466
3,0.8751404115977636
4,0.7966017769828615
5,0.690157222081765
6,0.8352117477402238
7,0.7392042765143382
8,0.7124757116226186
9,0.8429112526359274
10,0.7909470033098844
11,0.7869319635834214
12,0.7814773632083831
13,0.7620743733217799
14,1.0157920338833755
15,0.8053715752100077
16,0.7546101705199957
17,0.7873316851600003
18,0.844764946124788
19,0.7423516024285792
20,0.9035703176206008
21,0.8193013719211971
22,0.790977900884496
23,0.8216501046233111
24,0.7621717744494934
25,0.8269864467583713
26,0.7261610701529068
27,0.9363247658351496
28,0.8607923568831851
29,0.8262547585217498
30,0.812933629276162
31,0.8040472432191746
32,0.7682789229888715
33,0.7041840176426737
34,0.8368580397445619
35,0.793867335944999
36,0.8268628545535451
37,0.8210807565544966
38,0.6877845214384444
39,0.8462477893762027
40,0.800859389530254
41,0.7399192807216222
42,0.699547197054402
43,0.8554764647999223
44,0.7022029387940804
45,0.8390121660628646
46,0.775741081418659
47,0.8896498874110725
48,0.7653369724674158
