bin_label,bin_mid,n,error_rate,is_boundary_bin
0.0-0.2,0.1,84,0.07142857142857142,False
0.2-0.4,0.30000000000000004,45,0.17777777777777778,False
0.4-0.6,0.5,41,0.5121951219512195,True
0.6-0.8,0.7000000000000001,43,0.27906976744186046,False
0.8-1.0,0.9,69,0.043478260869565216,False
