TP_NoTP,actual_label,oof_predicted_label,oof_is_error,oof_p_tp,oof_p_notp,is_boundary_band,ptp_distance_from_boundary,local_nn_dist,coverage_cell_key,A_Cell_D,C_Barrier_Thx,E_Barrier_Outer_Thx,F_ThermalResin_Thx,B_Barrier_Type,D_Barrier_Outer_Type,discrete_combo_id,Eval#,MaxT_TB,MaxT_Adj,MaxT_Adj_Y,MaxT_Adj_Z,Max_Power,Time_MaxT,Time_Max_Power,Unnamed: 15,Unnamed: 16,CellD_x_Resin,Barrier_x_Outer,oof_tmax_pred
1,1,1,False,0.9626458287239075,0.03735417127609253,False,0.46264582872390747,0.33059940773385615,3_0_0_3,14.4030054,0.504457417,1.351974252,2.177480305,Si1,Si1,combo_002,1,451.1424865,916.7147143,-0.000350925,0.044567507,1332.955958,134.000001,94.9,Initial,,31.362260591308647,0.6820134390144271,438.82860259005713
1,1,1,False,0.9953159093856812,0.004684090614318848,False,0.49531590938568115,0.19272152998197367,3_0_3_2,14.90789813,0.549540979,2.642394944,1.787474521,Si1,Si1,combo_002,2,431.4329144,538.9130314,-0.000363548,0.044716343,1341.339405,169.000001,94.5,,,26.647488069038545,1.45210430443041,426.8115542804815
1,1,1,False,0.9878419637680054,0.012158036231994629,False,0.48784196376800537,0.23795360435278395,1_0_1_2,10.70219176,0.876237523,1.657999209,1.664449727,Si1,Si1,combo_002,3,377.783906,703.7643878,0.026615689,0.038502308,1033.336124,143.000001,82.9,,,17.81326015323365,1.4528011200301194,374.3927936512845
0,0,0,False,0.06393749266862869,0.9360625073313713,False,0.4360625073313713,0.1090636114512702,0_1_3_3,9.277227738,1.211448606,2.543938484,2.42540283,Si1,Si1,combo_002,4,336.3691273,282.5199847,-0.000668342,0.055374813,871.2643327,186.7,76.1,,,22.5010144102997,3.081850730191553,336.77901507210265
1,1,1,False,0.8799183964729309,0.12008160352706909,False,0.3799183964729309,0.12799710291796812,2_0_3_3,13.88514749,0.708211121,2.843611137,2.21911424,Si1,Si1,combo_002,5,412.7974615,668.1009903,-0.001013936,0.030756066,1216.364805,195.000001,93.1,,,30.812728519559258,2.013877031022855,410.55232358390015
0,0,0,False,0.0004965137923136353,0.9995034862076864,False,0.49950348620768636,0.1089361748622679,3_1_3_2,14.45889967,1.003030175,2.999787974,1.72359812,Si1,Si1,combo_002,6,401.9500636,277.9786148,0.002466258,0.055231155,1197.645034,238.3,97.1,,,24.921332288480617,3.008877856524115,399.90862090014167
1,1,1,False,0.9655905961990356,0.034409403800964355,False,0.46559059619903564,0.16395689507243516,2_0_1_2,13.33534914,0.792727938,1.969203664,1.975665307,Si1,Si1,combo_002,7,412.2865544,792.2907573,0.023669062,0.034044541,1222.357589,180.000001,91.8,,,26.346186652630287,1.5610427600647647,410.0712858094178
1,1,1,False,0.9735368490219116,0.02646315097808838,False,0.4735368490219116,0.2852354259579887,0_0_3_1,9.711760907,0.513741627,2.896365883,1.209815956,Si1,Si1,combo_002,8,369.5111908,593.1825765,0.000233644,0.040420412,1005.118725,114.000001,76.9,,,11.749443306145631,1.4879837211197118,366.52192383919265
0,0,0,False,0.044713348150253296,0.9552866518497467,False,0.4552866518497467,0.30414740445391947,3_2_0_3,14.6034658,1.849575612,1.279083666,2.497886544,Si1,Si1,combo_002,9,382.6814224,269.577313,0.000355937,0.05515713,1094.939165,237.7,94.5,,,36.477800717584195,2.3657619543411537,383.3276095150603
1,1,1,False,0.9586511850357056,0.041348814964294434,False,0.45865118503570557,0.2599084749136205,0_0_1_3,8.871051147,0.739229422,1.618180107,2.291143164,Si1,Si1,combo_002,10,362.8462977,653.338085,-0.000212626,0.042312624,931.5141542,112.000001,74.9,,,20.32484819294341,1.196206345189508,359.3780702435306
0,0,0,False,0.0041554891504347324,0.9958445108495653,False,0.49584451084956527,0.300221316958579,3_2_2_0,14.98731777,1.578348137,2.494534358,0.742598557,Si1,Si1,combo_002,11,378.5229739,260.5301258,0.000365533,0.055164975,1142.559396,234.5,103.4,,,11.129560549302457,3.9372436566317917,379.6068290045116
