sampling_rank,selected_bucket,selected_model_kind,A_Cell_D,C_Barrier_Thx,E_Barrier_Outer_Thx,F_ThermalResin_Thx,B_Barrier_Type,D_Barrier_Outer_Type,discrete_combo_id,p_tp,p_notp,boundary_score,clf_uncertainty_raw,clf_uncertainty_scaled,tmax_pred_given_notp,tmax_std_given_notp,notp_window_score,local_sparsity,combo_priority,acq_boundary,acq_notp_high_tmax,acq_uncertainty_sparse,CellD_x_Resin,Barrier_x_Outer
1,boundary,mlp,13.017648562437827,1.241469177034505,1.6251081557028384,2.3333560374517877,A2,PU,combo_011,0.48703495,0.5129651,0.9740699,0.33213338,1.0,397.79068,2.5456057,0.0,0.5886472697332883,0.28125,0.8162230586301593,0.5480377112718855,0.5236946879503476,30.374808866589888,2.017521684652465
2,boundary,mlp,13.867175887700887,1.1286953869100176,1.4249207920883749,1.509920066572646,Si3,Si3,combo_006,0.49831018,0.5016898,0.99662036,0.2752719,0.8287992324856273,406.4563,1.7456113,0.0,0.5479882852892364,0.34375,0.8062218091351931,0.573268392458572,0.4529021990588095,20.938327139531914,1.608301524742317
3,boundary,mlp,11.296614292289364,1.1540323915261381,1.882295867391274,2.123103565809263,Si3,Si3,combo_006,0.50982463,0.49017537,0.98035073,0.30613297,0.9217169616674414,368.44122,1.4677554,0.0,0.3880099345695714,0.34375,0.7872144493983204,0.4370303337418325,0.45651260643033925,23.983882085531434,2.1722304014053186
4,boundary,mlp,15.124603851874099,1.0003521368275903,1.4349869159921118,0.5010690984712911,Si2,PU,combo_003,0.48661757,0.51338243,0.97323513,0.2531214,0.7621076926679927,414.44492,1.2421373,0.0,0.5993862584894927,0.3125,0.7863784262650839,0.5977117670183091,0.4236781210819222,7.578471616793972,1.4354922277323428
5,boundary,mlp,15.662099379274252,1.065882293010878,1.7737801764592904,1.717101251244529,Si3,Si3,combo_006,0.49247056,0.50752944,0.9849411,0.25107512,0.7559466526544327,425.36874,2.3579612,0.0,0.5123725140667187,0.34375,0.7835280235143371,0.6319218777186548,0.4328911995372587,26.893410441267978,1.8906408817816682
6,boundary,mlp,8.105116847173331,1.3124688515634988,2.2402566294061703,2.033791008714776,Si3,Si3,combo_006,0.5243114,0.47568858,0.95137715,0.29071063,0.8752827728215422,319.02948,0.24333183,0.0,0.4608203051154684,0.34375,0.7752353960586851,0.2836618083376548,0.42952754129326887,16.484113768363773,2.940267045604231
7,boundary,mlp,14.09628430494939,1.1812757407844658,1.4648090016478204,1.9461765077125341,Si3,Si3,combo_006,0.5075701,0.4924299,0.9848598,0.25517312,0.7682850635382488,408.87555,2.057519,0.0,0.4420185690815488,0.34375,0.7747809303109078,0.5718101442874863,0.42134305350060114,27.433857360329412,1.7303433385292828
8,boundary,mlp,15.64938252360735,1.0966601876537727,1.9600220214776067,2.355205119084845,Si3,Si3,combo_006,0.5180047,0.48199528,0.96399057,0.21932875,0.6603634494968705,428.78555,2.5858235,0.0,0.6128403429508896,0.34375,0.7727378878407052,0.6538010976375564,0.4185371331567089,36.85750583011694,2.149478117879159
9,boundary,mlp,15.526975607004665,1.0867689101655942,1.3301029022683282,1.2306762689074726,Si3,PU,combo_005,0.5285891,0.47141087,0.94282174,0.25284952,0.761289086043605,426.1273,1.8756002,0.0,0.5431704963023954,0.375,0.7704708830382405,0.6380605265800161,0.4355374100868308,19.108680407445842,1.4455144815062448
10,boundary,mlp,11.435769247690047,1.3640683925996817,1.2014008728327012,1.9825807075304347,Si3,Si3,combo_006,0.5121145,0.48788548,0.97577095,0.28602022,0.8611607093585769,367.61792,0.6255302,0.0,0.31742243195828534,0.34375,0.7650239938720899,0.42314212810499163,0.4098345416525048,22.67233548624012,1.6387929574727573
11,boundary,mlp,10.665773551769657,1.0449422529053023,1.8706538752359987,1.545888102883613,Si2,PU,combo_003,0.5094948,0.49050522,0.98101044,0.27351674,0.823514764664728,353.40216,2.4018054,0.0,0.3467467732316472,0.3125,0.7619699591199726,0.3874862580034927,0.42778408859676526,16.48809244173141,1.9547252747951387
12,boundary,mlp,10.362047325489357,1.167739265691122,1.9416218031124859,1.5303369407006107,Si3,Si3,combo_006,0.51400375,0.48599625,0.9719925,0.22588328,0.6800980784593578,349.749,2.3147552,0.0,0.4729925943439855,0.34375,0.759122007654968,0.3913760667116929,0.3996730873963886,15.857423803484327,2.2673080186164465
13,boundary,mlp,9.617641750889677,1.320762032705686,2.3559448203333995,2.03270414593002,A2,PU,combo_011,0.499633,0.500367,0.999266,0.2366355,0.7124713099599292,338.48584,1.2801775,0.0,0.3646009703049405,0.28125,0.7533446517015957,0.33385021852864266,0.3670728566248378,19.5498202611031,3.1116424698459726
14,boundary,mlp,8.316546530707631,1.425844092601026,1.2501565786319615,1.3323227750385958,Si3,PU,combo_005,0.46022564,0.53977436,0.9204513,0.23041995,0.6937572698109667,317.3824,2.0272171,0.0,0.5784799589013033,0.375,0.7533338200093552,0.3024179273328247,0.41987912877329714,11.080324352529997,1.7825283724686924
15,boundary,mlp,9.15265838474854,1.4986572133011649,1.176202637558429,0.8511260750478176,Si2,PU,combo_003,0.4888378,0.51116216,0.9776756,0.2629723,0.7917671305975919,318.63702,2.3767571,0.0,0.3255625425014718,0.3125,0.7521960252713475,0.2765644566113232,0.41305178886279575,7.790066207264522,1.7627245670807952
16,boundary,mlp,8.072035296869696,1.552180911395503,1.96496600822694,1.2940589192965504,A2,Si3,combo_014,0.48034388,0.5196561,0.96068776,0.17713717,0.5333314131117218,313.15976,1.4808438,0.0,0.5822849318809404,0.375,0.751970699963621,0.28683753739060214,0.35463788915395633,10.445689272790808,3.0499827295108752
17,boundary,mlp,8.586862475130769,1.5349469179996826,1.8982990319185005,2.2591849371948083,A2,Si1,combo_012,0.49892735,0.50107265,0.9978547,0.23872775,0.7187707136054969,324.47305,1.7222544,0.0,0.2588767598674761,0.375,0.7517171993939012,0.29108225225534634,0.375299907808223,19.39931036157876,2.9137882484850834
18,notp_high_tmax,mlp,15.626260252075832,0.9480696123296177,1.6546196910160655,2.4965061666521704,A1,Si2,combo_009,0.29173657,0.7082634,0.58347315,0.12765425,0.38434635342288925,431.71674,3.2676623,0.7217559814453125,0.6395552659141186,0.3125,0.5213704880806812,0.665955900020884,0.33330960901850337,39.011055081019016,1.568694649014553
19,notp_high_tmax,mlp,11.866466057303132,0.9631732548128529,1.5256034608405817,2.1790335667527545,A1,Si2,combo_009,0.37395695,0.6260431,0.7479139,0.14654966,0.44123736029826965,386.5308,2.810886,0.17362054189046236,0.370780324191605,0.3125,0.5800303169057353,0.4955177546250399,0.30482686007731874,25.85742785759574,1.4694204509315758
20,notp_high_tmax,mlp,9.953117170294131,1.0124898476465989,1.7563924201887284,2.0233181307526467,Si1,PU,combo_001,0.48793253,0.51206744,0.97586507,0.1004218,0.3023538327757961,349.15268,1.7247932,0.0,0.33530915879738926,0.40625,0.6933127678468481,0.3790125369273094,0.24575125953911806,20.138322428161594,1.7783294939245267
21,uncertainty_sparse,mlp,8.076982469093457,1.4010197725517695,1.41550268192759,0.6972792117482425,Si2,Si2,combo_004,0.6143104,0.38568962,0.77137923,0.32912245,0.9909345799340251,308.2438,2.1225872,0.0,0.6005497423957901,0.28125,0.7051687380940401,0.2671643503305032,0.5148258305811025,5.631911969353859,1.9831472454806118
22,uncertainty_sparse,mlp,12.928661044882848,1.1273920034368508,1.2300522931274636,2.1164109372742823,Si2,PU,combo_003,0.36828312,0.63171685,0.73656625,0.29214507,0.8796016563077889,394.17368,4.4194174,0.21144564946492525,0.49963122229129553,0.3125,0.6588713638653632,0.5404226668058919,0.5060298276267428,27.36235963970201,1.3867511190810635
23,random_check,mlp,8.464429441433898,0.26655356762064786,2.515364023178747,1.3089174459154789,A1,PU,combo_007,0.9999994,5.9604645e-07,1.1920929e-06,1.0977616e-06,3.3051829193182507e-06,332.60782,11.733617,0.0,3.417615194046167e-10,0.28125,0.04218865147979465,0.3318367593359462,0.24789415887418276,11.079239365613441,0.670479254242921
