discrete_combo_id,B_Barrier_Type,n_total,n_notp,n_tp,notp_ratio,tp_ratio,notp_tmax_min,notp_tmax_mean,notp_tmax_max
combo_001,ETI,224,117,107,0.5223214285714286,0.47767857142857145,113.6902564,134.43132014444444,148.2784757
