accuracy,tp_precision,tp_recall,tp_f1,confusion_matrix_labels_NoTP0_TP1,tmax_mae,tmax_rmse,tmax_r2,tmax_eval_n,model,fold,cv_model_group
0.8461538461538461,0.8620689655172413,0.8620689655172413,0.8620689655172413,"[[19, 4], [4, 25]]",3.2465957700443444,3.8853096867541965,0.9764973021052147,23,gp,0,gp_cv
0.9230769230769231,0.9310344827586207,0.9310344827586207,0.9310344827586207,"[[21, 2], [2, 27]]",5.215046815904361,6.38835871251781,0.9434548927930877,23,gp,1,gp_cv
0.8846153846153846,0.9285714285714286,0.8666666666666667,0.896551724137931,"[[20, 2], [4, 26]]",4.880328879472609,5.78193103319703,0.9431665105935492,22,gp,2,gp_cv
0.7843137254901961,0.8214285714285714,0.7931034482758621,0.8070175438596491,"[[17, 5], [6, 23]]",5.202692231244069,6.656324272248188,0.9097286302713206,22,gp,3,gp_cv
0.8235294117647058,0.8125,0.896551724137931,0.8524590163934426,"[[16, 6], [3, 26]]",4.306985964555462,5.3942308842727416,0.9070623008328851,22,gp,4,gp_cv
0.8461538461538461,0.8620689655172413,0.8620689655172413,0.8620689655172413,"[[19, 4], [4, 25]]",3.2554169270125697,3.910568112747649,0.9761907263951004,23,mlp,0,mlp_cv
0.8653846153846154,0.8928571428571429,0.8620689655172413,0.8771929824561403,"[[20, 3], [4, 25]]",3.4236447997877026,4.476689608277623,0.9722329072753723,23,mlp,1,mlp_cv
0.8846153846153846,0.9285714285714286,0.8666666666666667,0.896551724137931,"[[20, 2], [4, 26]]",4.873912770640985,6.428462808170844,0.9297457214502289,22,mlp,2,mlp_cv
0.7843137254901961,0.8,0.8275862068965517,0.8135593220338984,"[[16, 6], [5, 24]]",3.768582534579188,5.522468379767869,0.9378633885354356,22,mlp,3,mlp_cv
0.803921568627451,0.8518518518518519,0.7931034482758621,0.8214285714285714,"[[18, 4], [6, 23]]",4.2712358499023395,5.623213155940672,0.8990045178409198,22,mlp,4,mlp_cv
