sampling_rank,selected_bucket,selected_model_kind,A_Cell_D,C_Barrier_Thx,F_ThermalResin_Thx,G_CoolantLPM,B_Barrier_Type,discrete_combo_id,p_tp,p_notp,boundary_score,clf_uncertainty_raw,clf_uncertainty_scaled,tmax_pred_given_notp,tmax_std_given_notp,notp_window_score,local_sparsity,combo_priority,acq_boundary,acq_notp_high_tmax,acq_uncertainty_sparse,acq_misclass_repair,MaxT_Adj_pred_given_notp,MaxT_Adj_std_given_notp,CellD_x_Resin
1,boundary,gp,15.787244585067228,1.5119016956674938,2.828614864073593,29.580078763523854,ETI,combo_001,0.48150684047822523,0.5184931595217748,0.9630136809564505,0.23383600098573318,0.6152469561465587,144.28901292771903,2.6506800878256316,0.0,0.6938116641523838,0.9999999209999999,0.8844131211891019,0.6494269348492906,0.49912002697617175,0.011733075154168032,144.28901292771903,2.6506800878256316,44.65603469608651
2,boundary,gp,15.539314021105966,1.4972888454480935,2.3246924771464936,29.058082914850576,ETI,combo_001,0.4922606513771086,0.5077393486228914,0.9845213027542172,0.23351116872722655,0.6143757045437119,140.48389330427014,1.2246370890827991,0.0,0.5325577941728644,0.9999999209999999,0.8791326118917798,0.5566607357884331,0.40418384844549293,0.02046881084735244,140.48389330427014,1.2246370890827991,36.12412640488207
3,boundary,gp,10.218542677497254,1.2718631853621059,1.9062266375944337,27.22467512970016,ETI,combo_001,0.5015875367356757,0.4984124632643243,0.9968249265286486,0.24135028194059552,0.635401448672218,143.44851113760012,2.7948026286472882,0.0,0.4069623604938969,0.9999999209999999,0.8744078245021647,0.6088304074171651,0.45611202081543334,0.04622042946807965,143.44851113760012,2.7948026286472882,19.47885824924081
4,boundary,gp,15.959086176230954,1.5103920756536402,2.7478082534693495,21.052873465762502,ETI,combo_001,0.5151046059006923,0.4848953940993077,0.9697907881986154,0.24386448023995563,0.6421449270085837,144.19312247589113,1.5176127513214417,0.0,0.5416170427286858,0.9999999209999999,0.8728112546378772,0.6202863236861694,0.4299102910832621,0.013787524401899837,144.19312247589113,1.5176127513214417,43.852508712876016
5,boundary,gp,15.811135465425231,1.5162817513840723,2.899223246683637,14.728542869998515,ETI,combo_001,0.48195213353438504,0.518047866465615,0.9639042670687701,0.23658776830963896,0.6226276322611676,143.0370256730951,2.4041572405246887,0.0,0.5660046587519276,0.9999999209999999,0.8692063708369071,0.6138628907072707,0.4657345936264155,0.02332723140387236,143.0370256730951,2.4041572405246887,45.84001149782494
6,boundary,gp,15.627883840607081,1.495011786302678,2.942724914836919,25.276939419762012,ETI,combo_001,0.526905971662174,0.473094028337826,0.946188056675652,0.24211377529121725,0.6374492588513863,145.1803366075477,2.3576995409536146,0.0,0.643896134887756,0.9999999209999999,0.8680938790188741,0.6555356972021744,0.4852107247415618,0.013744911297873471,145.1803366075477,2.3576995409536146,45.988563143931735
7,boundary,gp,12.146304720809308,1.3578429052602856,2.115175172689207,29.833566222999746,ETI,combo_001,0.5063386176906146,0.4936613823093854,0.9873227646187708,0.19874042471551287,0.5211150579821491,137.05474033990407,2.145637700846411,0.0,0.2709316504637396,0.9999999209999999,0.835257440912886,0.48553923159498047,0.35481424571933906,0.1713215597112383,137.05474033990407,2.145637700846411,25.69156218537356
8,boundary,gp,12.074942152844825,1.3616639729448485,2.302288853291851,7.118573976586547,ETI,combo_001,0.5006635026001751,0.4993364973998249,0.9986729947996498,0.20842301387105766,0.5470852967763457,149.03187473516317,0.8450475839343694,0.0,0.14517069061184232,0.9999999209999999,0.8304160857478229,0.6509338510804219,0.28319719238214536,0.3193470176971977,149.03187473516317,0.8450475839343694,27.800004722638544
9,boundary,gp,12.135953112457656,1.3612629263184648,2.362726889109057,18.188741784217395,ETI,combo_001,0.5061128888058501,0.49388711119414985,0.9877742223882997,0.19944772452426185,0.523012148175404,146.3094319918173,0.8088348550059218,0.0,0.17183571787264953,0.9999999209999999,0.8228131893571196,0.6095205539672447,0.27731796410428466,0.23854373221783876,146.3094319918173,0.8088348550059218,28.673942743770453
10,boundary,gp,12.591856086985803,1.3821329724888507,2.562626583916691,13.860282280040686,ETI,combo_001,0.5088194088137392,0.4911805911862608,0.9823611823725216,0.1755672252043796,0.4589608639683446,148.09434842169227,0.510460875716091,0.0,0.2405140082991319,0.9999999209999999,0.8198409309107777,0.641768261169993,0.25239022684908713,0.18536143923024573,148.09434842169227,0.510460875716091,32.26822514936302
