TP_NoTP,actual_label,oof_predicted_label,oof_is_error,oof_p_tp,oof_p_notp,is_boundary_band,ptp_distance_from_boundary,local_nn_dist,coverage_cell_key,A_Cell_D,C_Barrier_Thx,E_Barrier_Outer_Thx,F_ThermalResin_Thx,B_Barrier_Type,D_Barrier_Outer_Type,discrete_combo_id,Eval#,MaxT_TB,MaxT_Adj,MaxT_Adj_Y,MaxT_Adj_Z,Max_Power,Time_MaxT,Time_Max_Power,Unnamed: 15,CellD_x_Resin,Barrier_x_Outer,oof_tmax_pred
1,1,1,False,0.8827658495813466,0.11723415041865337,False,0.38276584958134663,0.1318695706722453,3_0_1_3,14.81204844,0.411772632,1.974957027,2.293504636,Si1,PU,combo_001,33,457.298388,1008.03238,0.002528059,0.045143906,1381.199507,136.000002,93.5,,33.97150176579657,0.8132332530946852,449.23483517235195
0,0,0,False,0.2171584276032945,0.7828415723967055,False,0.2828415723967055,0.24194544624189238,2_2_0_0,12.58608793,1.263729586,1.32812667,0.974950651,Si1,PU,combo_001,34,363.4183499,274.0301613,-0.000305502,0.055245198,1039.377355,210.7,92.1,,12.270814620896742,1.6783929668346587,368.9417797144953
0,0,0,False,0.17687062489687833,0.8231293751031217,False,0.3231293751031217,0.3955995111166769,1_3_2_3,10.23759475,1.636691961,2.107404765,2.165370415,Si1,PU,combo_001,35,311.0496482,259.796669,0.001727528,0.055390452,797.5636882,207.5,83.0,,22.16818479240932,3.449172437448594,310.02322062446586
1,1,1,False,0.8901097805621703,0.10989021943782973,False,0.39010978056217027,0.19912296974210136,0_0_2_2,9.576880978,0.424467511,2.252287841,1.653169406,Si1,PU,combo_001,36,376.9965765,927.3329303,0.000230272,0.046284672,1014.686866,100.000002,76.2,,15.832206637732959,0.9560230139248337,379.79197631170763
1,1,1,False,0.9221122007382974,0.07788779926170264,False,0.42211220073829736,0.1798549951227679,3_0_2_2,14.11038378,0.571702123,2.342565194,1.963596599,Si1,PU,combo_001,37,432.1945103,903.5344448,-0.006528581,0.045012845,1328.95802,145.000002,91.6,,27.70710160099276,1.339249494675707,425.53100537539143
0,0,0,False,0.30382558072761867,0.6961744192723813,False,0.19617441927238133,0.199388481693768,3_2_3_3,15.17249458,1.215299051,2.976288691,2.49733712,Si1,PU,combo_001,38,401.6741619,263.3503802,0.000370162,0.055142007,1186.418749,258.7,102.8,,37.89083391763281,3.617080821674332,394.43660615460044
0,0,0,False,0.20032373567630657,0.7996762643236934,False,0.29967626432369343,0.2031626158773958,2_2_3_3,12.87688545,1.365483221,2.634430011,2.324795221,Si1,PU,combo_001,39,360.3675305,264.2194619,-0.000312772,0.055273947,1000.313712,233.4,92.3,,29.936121755524432,3.5972699769193457,360.7838240351027
1,1,1,False,0.8263782097666308,0.1736217902333692,False,0.3263782097666308,0.2670291982555835,0_1_3_2,9.910603468,0.739512669,2.997374104,1.516584068,Si1,PU,combo_001,40,358.6426745,584.4306541,0.002624765,0.042234855,963.3901736,143.000002,78.5,,15.030263323834347,2.2165961236405236,357.98933332354005
1,1,1,False,0.863188968653958,0.136811031346042,False,0.363188968653958,0.18204246307367944,1_0_0_3,10.41484479,0.647026837,1.217871072,2.378110028,Si1,PU,combo_001,42,381.1431115,666.616004,0.000251221,0.048485653,1042.060405,100.000002,73.9,,24.767646835162555,0.7879952675899593,391.2056231468503
1,1,1,False,0.9160337327682555,0.0839662672317445,False,0.4160337327682555,0.15883741476858193,2_0_3_3,12.09858022,0.478399995,2.701363005,2.126515193,Si1,PU,combo_001,43,414.0998071,899.344386,-0.000879944,0.043703861,1205.269121,129.000002,84.9,,25.72781465155928,1.2923320480851852,401.8881142885589
