segment,n,accuracy,tp_recall,tp_f1,error_rate
Boundary,24,0.5,0.36363636363636365,0.4,0.5
Non-boundary,178,0.9550561797752809,0.9310344827586207,0.9529411764705882,0.0449438202247191
Overall,202,0.900990099009901,0.8673469387755102,0.8947368421052632,0.09900990099009901
