segment,n,accuracy,tp_recall,tp_f1,error_rate
Boundary,33,0.696969696969697,0.8666666666666667,0.7222222222222222,0.30303030303030304
Non-boundary,171,0.9064327485380117,0.8674698795180723,0.9,0.0935672514619883
Overall,204,0.8725490196078431,0.8673469387755102,0.8673469387755102,0.12745098039215685
