discrete_combination_id,group_min_distance
1,0.7811968016174755
2,0.8374389911744097
3,0.793857554088717
4,0.8557686177544636
5,0.8441151832711719
6,0.7368483044186043
7,0.8164603750282284
8,0.8008880532312315
9,0.862381091968912
10,0.7751379510105568
11,0.8325291423758154
12,0.780156912187063
13,0.8078165790033797
14,0.8184426456366432
15,0.7769310536951031
16,0.9649783840666205
17,0.7793491495170618
18,0.7963220120226472
19,0.7418976784528093
20,0.7974794421277508
21,0.8354056402461256
22,0.789195458210219
23,0.7884511711996862
24,0.7906594145601805
25,0.6869752722745653
26,0.8706187822703367
27,0.8418877258114412
28,0.7452912646212332
29,0.726707459034791
30,0.8143205909498489
31,0.6840998558040317
32,0.7366401852089234
33,0.7914235732652668
34,0.8107099561712907
35,0.8068205847447958
36,0.7504046669047363
37,0.7734966532325106
38,0.7532784058052879
39,0.678779433541502
40,0.7808359261799126
41,0.7696646610197192
42,0.6857480877148886
43,0.9336181797271352
44,0.7868942378256275
45,0.8967258045031786
46,0.7619380147927018
47,0.8223474395083002
48,0.765085144613119
