TP_NoTP,actual_label,oof_predicted_label,oof_is_error,oof_p_tp,oof_p_notp,is_boundary_band,ptp_distance_from_boundary,local_nn_dist,coverage_cell_key,A_Cell_D,C_Barrier_Thx,E_Barrier_Outer_Thx,F_ThermalResin_Thx,B_Barrier_Type,D_Barrier_Outer_Type,discrete_combo_id,Eval#,MaxT_TB,MaxT_Adj,MaxT_Adj_Y,MaxT_Adj_Z,Max_Power,Time_MaxT,Time_Max_Power,CellD_x_Resin,Barrier_x_Outer,oof_tmax_pred
0,0,0,False,0.0051656770231147675,0.9948343229768852,False,0.49483432297688523,0.19965824825109837,3_2_3_2,18.62684818,1.458072224,2.86382676,1.893774539,Si1,Si1,combo_002,1,269.2523,273.978,-0.001369564,0.05222171,1184.959,Initial,,35.27505082510249,4.1756662531039135,278.7254289067372
0,0,0,False,0.47961529091842436,0.5203847090815756,True,0.020384709081575636,0.05213830252003757,0_1_0_3,12.52869446,1.001808979,1.241708597,2.170434416,Si1,Si1,combo_002,2,276.5266,301.5515,-0.006385412,0.05204572,1249.321,,,27.192709643532535,1.2439548217760923,277.04050752673527
1,1,1,False,0.987716554397366,0.012283445602633947,False,0.48771655439736605,0.1745002473957412,2_0_3_2,17.84383893,0.268509317,2.588366313,1.607868421,Si1,Si1,combo_002,3,316.8052,617.4394,-0.00218473,0.03888819,1498.415,,,28.69054512495743,0.6950004708494383,347.9179123783557
1,1,1,False,0.9968222952313681,0.0031777047686318838,False,0.4968222952313681,0.2717440596619065,2_0_1_1,17.93445734,0.479760148,1.582999054,1.338977718,Si1,Si1,combo_002,4,317.8407,920.8149,-0.002196058,0.03030559,1486.597,,,24.01383876268155,0.7594598604309,339.40163401583277
0,0,0,False,0.0020662042938965897,0.9979337957061034,False,0.4979337957061034,0.25147677558099,0_2_3_0,12.30103579,1.477309805,2.770502695,0.548870428,Si1,Si1,combo_002,5,223.556,220.4804,-0.00149188,0.05215871,1045.055,,,6.751674778900618,4.092890796102424,223.84781347742535
1,1,1,False,0.9942563320164481,0.005743667983551859,False,0.49425633201644814,0.18037551449724157,1_0_1_2,16.02199905,0.542023691,1.810416534,1.95165465,Si1,Si1,combo_002,6,312.0508,649.965,-0.0027398,0.0285722,1413.422,,,31.269408948228087,0.981288652006107,330.4788371542244
1,1,1,False,0.9991970951380154,0.0008029048619846435,False,0.49919709513801536,0.16367644657108177,2_0_3_3,17.6566805,0.531196288,2.633629062,2.409026922,Si1,Si1,combo_002,7,312.5422,670.7972,-0.003025869,0.03414909,1413.26,,,42.535418677652416,1.3989739817033215,369.47457063667935
0,0,0,False,0.0030901045165592222,0.9969098954834408,False,0.4969098954834408,0.2455021436757893,0_2_3_3,12.87817248,1.337347579,2.976586022,2.336417144,Si1,Si1,combo_002,8,245.7626,247.917,-0.005317672,0.05216275,1087.536,,,30.088782965660997,3.9807301102069412,243.8580763477162
0,0,0,False,0.009260272830942995,0.990739727169057,False,0.490739727169057,0.28610651603858034,1_3_2_3,14.30469891,1.972358972,2.355482905,2.492923913,Si1,Si1,combo_002,9,230.7124,225.669,-0.001742338,0.05198659,1010.203,,,35.660525981004035,4.6458578410693745,236.1156760147652
1,1,1,False,0.8493602885392875,0.15063971146071253,False,0.34936028853928747,0.12335461054030075,1_0_0_0,14.67424021,0.564953734,1.316618624,0.815713546,Si1,Si1,combo_002,10,309.7368,859.8222,-0.00536559,0.02110465,1383.258,,,11.969976516554885,0.7438286078827421,309.5552951316464
1,1,1,False,0.9966802875019312,0.0033197124980688386,False,0.49668028750193116,0.21911748114848675,2_0_2_3,16.302748,0.433537444,2.490986588,2.115923496,Si1,Si1,combo_002,11,311.7466,594.0592,-0.001992094,0.0298814,1416.588,,,34.49536754256701,1.0799359583998012,333.8444984614521
1,1,1,False,0.9952323865707058,0.004767613429294215,False,0.4952323865707058,0.2133705258326954,1_0_1_2,15.2531209,0.318545961,2.013664799,1.761156763,Si1,Si1,combo_002,12,314.2407,563.3429,-0.002605246,0.03089078,1450.531,,,26.863137029891647,0.6414447885293267,352.2658404356069
1,1,1,False,0.6324052566826026,0.3675947433173974,False,0.1324052566826026,0.06251876238539773,0_0_3_1,13.49089893,0.514234953,2.940748709,1.493713682,Si1,Si1,combo_002,13,303.5836,871.2251,-0.008859308,0.01935923,1308.564,,,20.151540314220163,1.5122357741574257,293.12058045404183
1,1,1,False,0.9309074668340145,0.06909253316598551,False,0.4309074668340145,0.21016582623168487,1_0_3_3,14.84680003,0.558711947,2.934318749,2.046469012,Si1,Si1,combo_002,14,312.7613927,856.6004366,-0.00760242,0.02135918,1326.188874,,,30.383516188755674,1.6394389413723944,311.4427220592425
1,1,1,False,0.9958409208983312,0.0041590791016687945,False,0.4958409208983312,0.20408973612526327,3_0_3_1,18.98046835,0.425420193,2.746541781,1.153626705,Si1,Si1,combo_002,15,314.2152,932.0463,-0.000465362,0.02931779,1479.887,,,21.896375161967285,1.1684343345555837,351.2234637361764
1,1,1,False,0.9915171367072162,0.008482863292783804,False,0.4915171367072162,0.11401412060036484,1_0_3_3,14.6559965,0.388034242,2.795653036,2.38565829,Si1,Si1,combo_002,16,311.6638,562.2603,-0.004644249,0.01893424,1376.026,,,34.964199548435985,1.0848091067192587,319.03857969445636
1,1,1,False,0.9341152816673457,0.0658847183326543,False,0.4341152816673457,0.13496852903648526,0_0_0_0,14.03534867,0.362211251,1.238204977,0.722295272,Si1,Si1,combo_002,17,308.0811,609.957,-0.002392136,0.02904737,1441.175,,,10.137665985212488,0.4484917737135963,315.69603460808855
1,1,1,False,0.9981306755259993,0.0018693244740006776,False,0.4981306755259993,0.23089834245896126,0_0_0_2,13.74962758,0.454414648,1.133387629,1.655306154,Si1,Si1,combo_002,18,313.4154,705.3342,-0.002342135,0.02509431,1429.034,,,22.759843148382128,0.5150279404795896,326.74041490406773
0,0,0,False,0.0007930636555784076,0.9992069363444216,False,0.4992069363444216,0.36517304819566015,2_3_2_2,16.94755646,1.765520856,2.139781437,1.688492175,Si1,Si1,combo_002,19,248.2692,244.1401,-0.000414539,0.05231596,1101.283,,,28.615816468080702,3.77782875430515,240.1367992483829
1,1,1,False,0.8106784983168609,0.1893215016831391,False,0.3106784983168609,0.18267392913304936,1_1_2_2,14.94408592,0.704220033,2.370926716,1.831402762,Si1,Si1,combo_002,20,314.5102,896.2173,-0.009840208,0.01712925,1305.742,,,27.36864022945331,1.6696540901821018,312.11735005395724
1,1,1,False,0.9892630391724424,0.010736960827557596,False,0.4892630391724424,0.1761929085939745,2_0_3_1,17.31380517,0.572657225,2.6781643,1.19229495,Si1,Si1,combo_002,21,308.6057,856.6134,-0.002965867,0.01906629,1374.88,,,20.643162469474888,1.5336701361320677,331.1511560547459
1,1,0,True,0.21941869767624667,0.7805813023237533,False,0.28058130232375333,0.2532647601472779,0_0_2_0,12.10878406,0.403154262,2.29968358,0.886933679,Si1,Si1,combo_002,22,292.1919,808.9561,-0.00557782,0.03376049,1349.874,,,10.739688394552356,0.9271272365284179,287.14257521648244
0,0,0,False,0.22408794003933963,0.7759120599606604,False,0.27591205996066037,0.23072411023019454,0_1_1_2,12.2244285,0.802911918,1.798230703,1.510630384,Si1,Si1,combo_002,23,272.3423,292.6169,-0.004446911,0.05228855,1265.265,,,18.466593119135542,1.4438208627522182,275.0029372997776
0,0,0,False,0.0007194094458782274,0.9992805905541218,False,0.4992805905541218,0.37390560759568126,1_3_0_2,14.45448597,1.659296555,1.176609765,1.722313775,Si1,Si1,combo_002,24,247.7642,243.5607,-0.007396457,0.05226371,1102.261,,,24.895160296675236,1.9523445296438597,244.5261226279247
1,1,1,False,0.8228374834400256,0.1771625165599744,False,0.3228374834400256,0.20939901429409755,2_0_3_1,16.60077623,0.330428957,2.979344658,1.038177171,Si1,Si1,combo_002,25,307.6193,632.0267,-0.002029348,0.02881673,1419.941,,,17.234546902865446,0.9844617478864618,338.29654714332287
0,0,0,False,0.004448254181511402,0.9955517458184886,False,0.4955517458184886,0.22212184910275434,0_2_3_3,12.65653163,1.207359029,2.537372765,2.289549832,Si1,Si1,combo_002,26,253.3885,257.1641,-0.006452528,0.05231738,1126.851,,,28.977759867169187,3.0635199177614454,252.43474972124474
1,1,1,False,0.9991720111453333,0.000827988854666728,False,0.49917201114533327,0.10090413559730925,3_0_0_3,19.37542085,0.451426464,1.531075622,2.197039373,Si1,Si1,combo_002,27,321.5915,703.4329,-0.002376178,0.03184078,1523.726,,,42.56856247589513,0.6911680541560606,401.6305774051126
1,1,1,False,0.9979929116749418,0.0020070883250582483,False,0.49799291167494175,0.16607452044128682,3_0_3_2,19.53632204,0.503631177,2.720565066,1.987705996,Si1,Si1,combo_002,28,313.9197,595.1368,-0.00239629,0.02252513,1465.215,,,38.83246445869496,1.3701613862946627,374.4970998649908
0,0,0,False,0.004692181316841015,0.995307818683159,False,0.495307818683159,0.33753718228823854,2_3_2_3,17.55485664,1.927287788,2.30289886,2.358034251,Si1,Si1,combo_002,29,245.9010886,240.4765848,-0.004726937,0.05198329,1081.920726,,,41.39495322851477,4.438348849877121,242.67097598349343
