bin_label,bin_mid,n,error_rate,is_boundary_bin
0.0-0.2,0.1,59,0.03389830508474576,False
0.2-0.4,0.30000000000000004,25,0.36,False
0.4-0.6,0.5,30,0.3,True
0.6-0.8,0.7000000000000001,24,0.16666666666666666,False
0.8-1.0,0.9,84,0.03571428571428571,False
