discrete_combination_id,group_min_distance
1,0.8747923055258219
2,0.9060536206838502
3,0.6838349452141896
4,0.7479232962158454
5,0.772086332086565
6,0.8108120379469266
7,0.7604438139728418
8,0.9144659878838826
9,0.9600038187580026
10,0.8408030244698611
11,0.8232470037040145
12,0.8339003829002279
13,0.7872951890860241
14,0.8388891708138752
15,0.7703975020803162
16,0.7833243433014383
17,0.8253395956733931
18,0.7431733048331796
19,0.8536640512585519
20,0.7114562111346384
21,0.8869248136690527
22,0.6758642204980643
23,0.6997246924666374
24,0.6948536507010022
25,0.7015490793983176
26,0.9026795969128227
27,0.8217954800130175
28,0.725362519674125
29,0.9491456605030629
30,0.8680348403889634
31,0.8287172844849202
32,0.7489960336174298
33,0.7602867882916012
34,0.6643783565749004
35,0.7608139534793432
36,0.7618147755203716
37,0.8900747023193591
38,0.8442018433551355
39,0.8330670792144179
40,0.8454542875138703
41,0.7160332520191387
42,0.80554063252396
43,0.9356949254275466
44,0.745086075022152
45,0.8169452044855124
46,0.845869459815722
47,0.8476282481526392
48,0.8198206133716812
