discrete_combination_id,group_min_distance
1,0.8254984486481988
2,0.6783011309544592
3,0.8174454107763899
4,0.7312651282638722
5,0.8007479882824102
6,0.7814089023424563
7,0.7754708595348087
8,0.8203945637749496
9,0.6881390605057729
10,0.690649635696472
11,0.8990508223928523
12,0.7991361826589358
13,0.7344970618124108
14,0.6996286644862371
15,0.7867960513340858
16,0.6802746107142661
17,0.8690191449059362
18,0.8366659361480024
19,0.7508108514397352
20,0.7634936434726517
21,0.7147436868230518
22,0.6974074138637425
23,0.8791809625824895
24,0.8474122032175144
25,0.731798799092769
26,0.8773318800497684
27,0.8711277082446935
28,0.7561263122971104
29,0.7788730271469576
30,0.8180651392550298
31,0.6729897202377285
32,0.8893985584804323
33,0.9263392417522524
34,0.729450801567064
35,0.7952947874503952
36,0.6989102726586136
37,0.6683217239906117
38,0.8005524398916377
39,0.705773860208176
40,0.792722430282668
41,0.7490872589868365
42,0.8647975474108124
43,0.8530439224768733
44,0.7077692277376115
45,0.6617940541452279
46,0.7173827717101477
47,0.8795858538435851
48,0.8916164396472044
