segment,n,accuracy,tp_recall,tp_f1,error_rate
Boundary,46,0.6739130434782609,0.7727272727272727,0.6938775510204082,0.32608695652173914
Non-boundary,200,0.855,0.85,0.8542713567839196,0.145
Overall,246,0.8211382113821138,0.8360655737704918,0.8225806451612904,0.17886178861788618
