TP_NoTP,actual_label,oof_predicted_label,oof_is_error,oof_p_tp,oof_p_notp,is_boundary_band,ptp_distance_from_boundary,local_nn_dist,coverage_cell_key,A_Cell_D,C_Barrier_Thx,E_Barrier_Outer_Thx,F_ThermalResin_Thx,B_Barrier_Type,D_Barrier_Outer_Type,discrete_combo_id,Eval#,MaxT_TB,MaxT_Adj,MaxT_Adj_Y,MaxT_Adj_Z,Max_Power,Time_MaxT,Time_Max_Power,Time_TP,Unnamed: 16,CellD_x_Resin,Barrier_x_Outer,oof_tmax_pred
0,0,0,False,0.0014147504698485136,0.9985852495301515,False,0.4985852495301515,0.2031626158773958,2_1_3_3,12.49516417,1.065685793,2.757777081,2.472249461,Si1,Si1,combo_002,1,360.9369783,265.2215126,0.001516146,0.055343849,1002.372406,236.3,91.2,,Initial,30.891162884389015,2.9389238554827104,361.39175903134816
0,0,0,False,0.01122196763753891,0.9887780323624611,False,0.4887780323624611,0.18132186308176074,2_2_1_3,13.60289153,1.232379778,1.791011639,2.490497408,Si1,Si1,combo_002,2,375.3898932,269.0235729,-0.000330922,0.055216547,1067.234939,242.3,96.8,,,33.87796609677016,2.207206526066236,375.8300022370793
0,0,0,False,0.22526884078979492,0.7747311592102051,False,0.2747311592102051,0.05186046386953814,1_1_1_0,11.54301664,0.832240359,1.929074394,0.876228667,Si1,Si1,combo_002,3,364.1952641,284.15683,0.001397127,0.055413117,1021.444996,198.9,86.4,,,10.114322083626018,1.6054535662002674,364.6349291750416
0,0,0,False,0.40334638953208923,0.5966536104679108,True,0.09665361046791077,0.05312600642236574,1_0_3_1,11.95834526,0.630832092,2.859924113,1.407055024,Si1,Si1,combo_002,4,373.994549,282.3659108,-0.001449043,0.055281819,1054.14863,204.9,87.8,,,16.826049776809587,1.8041319111650345,374.63606472709563
1,1,1,False,0.9497462511062622,0.05025374889373779,False,0.4497462511062622,0.12357864443248757,1_0_1_1,10.99971804,0.653623945,1.885812382,1.498664515,Si1,Si1,combo_002,5,374.0934209,885.3445684,0.008772819,0.040142293,1023.010462,157.000002,83.9,,,16.48488710155335,1.232612128652687,374.56009089092004
1,1,1,False,0.9122872352600098,0.08771276473999023,False,0.41228723526000977,0.09472424635076376,1_0_3_2,10.63940206,0.604259263,2.562426591,1.753868061,Si1,Si1,combo_002,6,366.6855404,1033.012354,0.000770505,0.043918785,999.6288671,169.000002,81.5,,,18.660107461171606,1.5483700033692624,366.48649654527526
0,0,0,False,0.01621759496629238,0.9837824050337076,False,0.4837824050337076,0.2407668173921722,2_1_3_0,13.24242994,0.960654719,2.82209995,0.945307316,Si1,Si1,combo_002,7,367.0156109,269.3187631,-0.001609554,0.055434325,1062.510637,221.1,94.5,,,12.51816590389944,2.7110636344571644,366.6165235434995
1,1,1,False,0.9986170530319214,0.0013829469680786133,False,0.4986170530319214,0.1318695706722453,3_0_2_3,15.50566817,0.378909762,2.158221953,2.322899401,Si1,Si1,combo_002,8,445.844427,580.0522311,-0.002649442,0.048825436,1402.800679,157.000002,97.2,,,36.01810730419776,0.8177713665544052,435.12603181089116
1,1,1,False,0.5053301453590393,0.4946698546409607,True,0.005330145359039307,0.2053027979670786,0_1_2_2,8.371000135,0.886820718,2.213556803,1.582883802,Si1,Si1,combo_002,9,323.8675239,584.127753,-0.000200125,0.045028125,833.6470488,159.000002,73.7,,,13.250320520231313,1.9630280333702443,323.39021020228734
1,1,1,False,0.9859296679496765,0.014070332050323486,False,0.4859296679496765,0.22366989636162282,3_0_1_0,15.29745022,0.516167697,1.627551111,0.730133722,Si1,Si1,combo_002,10,440.124365,950.5224787,0.007092439,0.045167636,1395.286527,157.000002,98.3,,,11.16918426623832,0.8400893087146614,435.91376503531114
1,1,1,False,0.9975616335868835,0.002438366413116455,False,0.49756163358688354,0.2157239183001578,3_0_0_3,14.60563961,0.576102125,1.497745196,2.176970275,Si1,Si1,combo_002,11,438.9802119,826.7097587,-0.000355991,0.045922839,1341.222838,153.000002,96.1,,,31.796043278332593,0.8628541901241414,429.817483952938
0,0,0,False,0.0005732448189519346,0.9994267551810481,False,0.49942675518104807,0.1048101418966441,2_2_2_3,13.90415651,1.312493418,2.087070714,2.039159669,Si1,Si1,combo_002,12,368.8299465,264.8468124,-0.000338454,0.055164774,1060.390594,248.8,98.3,,,28.352795186655797,2.7392665750255607,370.1663889397982
1,1,1,False,0.9476333856582642,0.05236661434173584,False,0.44763338565826416,0.1987887842899295,3_0_2_1,14.17510608,0.534711624,2.273982901,1.277394359,Si1,Si1,combo_002,13,416.1134935,612.087796,0.005178416,0.045224835,1240.548266,161.000002,94.6,,,18.107200544818603,1.2159250899419414,413.841642532905
0,0,0,False,0.48173826932907104,0.518261730670929,True,0.018261730670928955,0.14060950994227642,2_0_3_3,12.74537761,0.603772511,2.67494356,2.357745042,Si1,Si1,combo_002,14,391.8885594,283.4656292,0.001547422,0.055294116,1115.014304,219.7,89.9,,,30.05035086839531,1.6150573900044791,390.8018894975544
0,0,0,False,0.0021744167897850275,0.997825583210215,False,0.497825583210215,0.2653238986975748,2_2_1_0,13.67323083,1.430206758,1.681918017,0.793759527,Si1,Si1,combo_002,15,355.0483223,263.8488818,-0.000332681,0.055362502,1025.726722,227.7,98.4,,,10.853257236182616,2.405490514315359,358.22756576315237
0,0,0,False,0.006640301086008549,0.9933596989139915,False,0.49335969891399145,0.13303511788936448,0_1_3_3,9.734218718,1.106563443,2.964493922,2.107040438,Si1,Si1,combo_002,16,320.9208067,269.2131505,0.001639439,0.055386249,833.1507021,205.2,79.8,,,20.510392471162515,3.2804006010808933,322.1729738202343
0,0,0,False,0.12044026702642441,0.8795597329735756,False,0.3795597329735756,0.052620466119806274,1_1_2_3,11.06043499,0.716487261,2.417900697,2.413725059,Si1,Si1,combo_002,17,367.3744497,281.8648987,0.002406247,0.055288157,996.4057561,203.4,83.7,,,26.696849098803412,1.7323950477635208,368.7928379336416
1,1,1,False,0.9612957239151001,0.0387042760848999,False,0.4612957239151001,0.1798549951227679,3_0_2_2,15.35383832,0.544031315,2.509681522,1.935135943,Si1,Si1,combo_002,18,425.843092,595.7586604,-0.000374696,0.043839432,1315.496693,201.000002,99.5,,,29.711764396042735,1.3653453386448615,424.1527003969394
0,0,0,False,0.06057934835553169,0.9394206516444683,False,0.4394206516444683,0.12887771320147867,3_1_3_0,15.6745359,0.813802406,2.602200713,0.920053039,Si1,Si1,combo_002,19,411.9133026,267.2851061,-0.000382714,0.055305372,1258.147672,237.6,103.0,,,14.4214043897096,2.1176772011343155,406.7054883792944
0,0,0,False,0.0003951597900595516,0.9996048402099404,False,0.49960484020994045,0.2457561957305822,1_2_3_2,11.63464243,1.533137868,2.722728361,1.899891878,Si1,Si1,combo_002,20,319.9300363,252.8751355,-0.00140858,0.055358173,853.1324869,241.3,89.2,,,22.104562656191185,4.174317954526675,320.0976567669908
1,1,1,False,0.9954164624214172,0.004583537578582764,False,0.49541646242141724,0.27809021376460813,0_0_1_1,9.066963291,0.356830269,1.675784591,1.426011047,Si1,Si1,combo_002,21,373.658858,1016.57922,0.000217524,0.050683092,998.3111901,97.000002,75.3,,,12.929589815709477,0.5979706663925849,374.62662985421804
1,1,1,False,0.9574685096740723,0.042531490325927734,False,0.45746850967407227,0.1128408098990809,2_0_2_3,13.44377164,0.524190542,2.177472834,2.44656053,Si1,Si1,combo_002,22,416.4509439,576.5903564,0.005558052,0.040214143,1197.614027,181.000002,91.7,,,32.89100106875737,1.1414106650447362,409.4875493298234
1,1,1,False,0.5038968920707703,0.49610310792922974,True,0.0038968920707702637,0.1419589468621536,1_1_0_3,10.80084342,0.912411599,1.343782688,2.261104933,Si1,Si1,combo_002,23,366.059186,1039.822171,0.000260871,0.044087199,997.6339585,178.000002,85.1,,,24.42184033752259,1.226082911066598,365.15593197838774
0,0,0,False,0.06252099573612213,0.9374790042638779,False,0.43747900426387787,0.09334718905126302,2_1_3_3,12.30159856,0.715282625,2.940733777,2.072978251,Si1,Si1,combo_002,24,375.5484356,278.5370375,0.00149195,0.055201877,1060.802263,219.5,89.6,,,25.500946267412917,2.1034557754387246,375.47612707150483
0,0,0,False,0.00011044635903090239,0.9998895536409691,False,0.4998895536409691,0.3154862851530482,0_3_0_2,8.804015526,1.718643963,1.44311328,1.788289259,Si1,Si1,combo_002,25,282.2767013,254.6679107,0.000210951,0.055384516,708.3246173,193.3,78.0,,,15.744126401215036,2.480197926597129,278.3302863518939
1,1,1,False,0.872961163520813,0.127038836479187,False,0.372961163520813,0.21732070776792692,2_0_1_2,12.95300209,0.663049437,2.020375241,1.851985386,Si1,Si1,combo_002,26,398.8717811,876.1019323,-0.02926478,0.034928931,1145.817225,198.000002,91.4,,,23.988770575507456,1.3396086660737891,397.87238982274096
1,1,1,False,0.9394311904907227,0.060568809509277344,False,0.43943119049072266,0.2017132208741945,3_0_3_2,15.79123856,0.481187399,2.845225084,1.563168353,Si1,Si1,combo_002,27,424.7622051,502.9923744,-0.000385631,0.045118827,1350.684489,209.0,98.7,,,24.684364371665293,1.3690864577395165,425.85789815865814
1,1,1,False,0.9827331304550171,0.01726686954498291,False,0.4827331304550171,0.1427497253568273,0_0_0_0,8.676972128,0.670483415,1.141385036,0.769348326,Si1,Si1,combo_002,28,352.3398792,1017.748127,0.000207774,0.046333658,900.5175397,104.000002,69.0,,,6.675613981425458,0.7652797367671779,349.08880343035815
1,1,1,False,0.9945475459098816,0.005452454090118408,False,0.4945475459098816,0.18270168294789707,1_0_1_2,10.06483844,0.562212303,1.834377388,1.998515708,Si1,Si1,combo_002,29,373.8214215,690.9013582,0.001212355,0.041462541,1000.835136,128.000002,79.0,,,20.114737720822216,1.0313095358786046,372.1541017225913
1,1,1,False,0.9430485963821411,0.05695140361785889,False,0.4430485963821411,0.15247052230750843,0_0_3_3,9.210980778,0.449744915,2.983407577,2.397904206,Si1,Si1,combo_002,30,364.0247565,934.5097383,-0.007739358,0.039581286,964.7751065,128.000002,73.0,,,22.087049548951352,1.341772387128221,358.0352903889516
0,0,0,False,4.227442332194187e-06,0.9999957725576678,False,0.4999957725576678,0.5454029170262279,0_3_3_0,8.540852329,1.894713891,2.991164587,0.682360961,Si1,PU,combo_001,31,260.6085904,245.6235052,0.000613114,0.055340119,659.0712242,191.9,75.9,,,5.8279442029755275,5.667401093256179,260.3327160781055
1,1,1,False,0.9494696855545044,0.050530314445495605,False,0.4494696855545044,0.1866867271807031,1_1_3_1,11.84377741,0.778702408,2.527897094,1.155674827,Si1,PU,combo_001,32,380.015393,525.5589688,-0.024964165,0.039311386,1087.597312,175.000002,85.5,,,13.687555409328256,1.9684795542740023,379.76793201772534
1,1,1,False,0.9994962811470032,0.0005037188529968262,False,0.4994962811470032,0.1318695706722453,3_0_1_3,14.81204844,0.411772632,1.974957027,2.293504636,Si1,PU,combo_001,33,457.298388,1008.03238,0.002528059,0.045143906,1381.199507,136.000002,93.5,,,33.97150176579657,0.8132332530946852,448.47846857666343
0,0,0,False,0.019710248336195946,0.980289751663804,False,0.48028975166380405,0.09630675123197972,2_2_0_0,12.58608793,1.263729586,1.32812667,0.974950651,Si1,PU,combo_001,34,363.4183499,274.0301613,-0.000305502,0.055245198,1039.377355,210.7,92.1,,,12.270814620896742,1.6783929668346587,363.93957303035904
0,0,0,False,0.0002120425197063014,0.9997879574802937,False,0.4997879574802937,0.3550997842148746,1_3_2_3,10.23759475,1.636691961,2.107404765,2.165370415,Si1,PU,combo_001,35,311.0496482,259.796669,0.001727528,0.055390452,797.5636882,207.5,83.0,,,22.16818479240932,3.449172437448594,308.51530175255976
