bin_label,bin_mid,n,error_rate,is_boundary_bin
0.0-0.2,0.1,66,0.030303030303030304,False
0.2-0.4,0.30000000000000004,35,0.37142857142857144,False
0.4-0.6,0.5,46,0.32608695652173914,True
0.6-0.8,0.7000000000000001,32,0.375,False
0.8-1.0,0.9,67,0.029850746268656716,False
