discrete_combo_id,B_Barrier_Type,D_Barrier_Outer_Type,n_total,n_notp,n_tp,notp_ratio,tp_ratio,notp_tmax_min,notp_tmax_mean,notp_tmax_max
combo_001,Si1,PU,55,23,32,0.41818181818181815,0.5818181818181818,227.5587315,275.7653503695652,307.4379503
combo_002,Si1,Si1,41,14,27,0.34146341463414637,0.6585365853658537,223.556,263.5285821142857,319.4298072
