discrete_combination_id,group_min_distance
1,0.8238835218993156
2,0.7839771250292963
3,0.7457606807690547
4,0.8877869882632596
5,0.7380447295982648
6,0.7573708642815208
7,0.9708179726800904
8,0.7559085501304477
9,0.8113864872944891
10,0.794175448337256
11,0.7586791155665165
12,0.7782789020886284
13,0.8570514378648834
14,0.8622154873023281
15,0.7400059974404736
16,0.8467018498127117
17,0.6758164804598711
18,0.7591105182632644
19,0.8122211367228543
20,0.8693298635521051
21,0.7940100369123675
22,0.6960573401112707
23,0.736845898495161
24,0.8635597396303236
25,0.6961642652412781
26,0.8651447915552204
27,0.8579370103441097
28,0.7542871038361042
29,0.8505159351714784
30,0.8674720933806883
31,0.8726160729302006
32,0.7205798771414071
33,0.737881125019814
34,0.814236869772946
35,0.8684481597795266
36,0.8410550326937246
37,0.7955444531206198
38,0.7936053320425352
39,0.7303859497941211
40,0.8427395439685101
41,0.7301148992372806
42,0.7531637276965465
43,0.7735395994782778
44,0.682396508285498
45,0.7818802134707459
46,0.6975487361725357
47,0.7150586156999487
48,0.8285748182174978
