segment,n,accuracy,tp_recall,tp_f1,error_rate
Boundary,3,0.6666666666666666,0.5,0.6666666666666666,0.3333333333333333
Non-boundary,97,0.9896907216494846,1.0,0.9900990099009901,0.010309278350515464
Overall,100,0.98,0.9807692307692307,0.9807692307692307,0.02
