TP_NoTP,actual_label,oof_predicted_label,oof_is_error,oof_p_tp,oof_p_notp,is_boundary_band,ptp_distance_from_boundary,local_nn_dist,coverage_cell_key,A_Cell_D,C_Barrier_Thx,F_ThermalResin_Thx,G_CoolantLPM,B_Barrier_Type,discrete_combo_id,Eval#,MaxT_TB_Center,MaxT_TB_Top,MaxT_TB_Btm,MaxT_Adj,MaxT_Adj_Y,MaxT_Adj_Z,Max_Power,Time_MaxT,Time_Max_Power,Unnamed: 16,CellD_x_Resin,oof_tmax_pred,oof_MaxT_TB_Top_pred,oof_MaxT_TB_Btm_pred,oof_MaxT_Adj_Y_pred,oof_MaxT_Adj_Z_pred,oof_Max_Power_pred,oof_Time_MaxT_pred
0,0,0,False,0.1223774481077271,0.8776225518922729,False,0.3776225518922729,0.23640782892788156,2_2_1_0,13.62064854,2.233007376,1.893774292,3.453895132,ETI,combo_001,1,123.7814469,114.8687825,121.4281739,166.9135213,-0.173679459,0.112040882,847.8564214,312.7,140.1,Initial,25.794434045419333,123.17175381351608,114.665137080506,121.8866756950356,-0.5248323515080238,0.11048283639557997,844.7894306979756,317.89240256604677
1,1,1,False,0.9773501110923917,0.02264988890760833,False,0.47735011109239167,0.3315114605791475,3_0_2_1,15.4212917,1.059793309,2.327644861,12.72983229,ETI,combo_001,2,115.9605143,99.130613,113.9749824,544.9556682,-0.214512458,0.092946689,2056.781355,117.000001,81.5,,35.89529037548695,156.6710959858563,135.21782741348952,147.60032422433795,-0.4365757200648426,0.11514780096880484,1921.9294383883976,242.72709128696428
1,1,0,True,0.4409059505044013,0.5590940494955987,True,0.05909404949559871,0.17731562284217728,3_0_0_1,14.69924287,1.403003879,1.409897549,12.63060293,ETI,combo_001,3,125.5401894,112.6551433,121.0941455,718.0871019,-0.177063498,0.105172378,1497.836541,185.300001,95.1,,20.72442649456873,139.64421224305113,130.99200489374365,133.76137138262857,-0.25747663491643613,0.1141429936364,1521.737755372944,243.79420738970754
1,1,1,False,0.7429339798321735,0.25706602016782654,False,0.24293397983217346,0.16508913188701602,2_0_2_0,13.11039268,1.394320747,2.213860506,0.822784095,ETI,combo_001,4,128.9743768,116.486459,127.1904038,592.1842414,-0.490351437,0.107866163,1498.568107,202.500001,90.4,,29.024580572403497,141.63912416725873,130.7057281252415,137.07228640256173,-0.4684965440511228,0.1111906314081537,1479.6365889998797,243.98207360908896
0,0,0,False,0.020315265226372503,0.9796847347736275,False,0.4796847347736275,0.2535921713239621,0_1_3_0,11.12368179,1.794243017,2.632029304,5.731029041,ETI,combo_001,5,130.0436429,120.3971253,129.3444118,182.1881694,-0.501700525,0.107203005,1084.736004,270.2,111.4,,29.27785643965117,130.97832146449187,121.87333935460367,130.17467215577875,-0.507217020322853,0.10643713970990828,1097.3759624401594,271.4570566490992
0,0,0,False,0.2796515881352093,0.7203484118647907,False,0.2203484118647907,0.2356921467806825,1_3_1_3,12.12531974,2.726928024,1.762602773,25.79994151,ETI,combo_001,6,116.0698585,107.8407264,111.426216,145.5462318,-0.488265863,0.115023343,603.9073195,372.1,125.7,,21.37212219723564,116.96200945028887,108.4481864540994,112.74704371878813,-0.37462042446777377,0.11627467595233885,615.8429147338145,377.4275196252927
0,0,0,False,0.054546966729844826,0.9454530332701552,False,0.4454530332701552,0.2088362639444847,1_2_2_1,11.74369257,2.056341711,2.370376654,9.976600272,ETI,combo_001,7,125.4561819,115.1769443,123.6119816,171.1489608,-0.495937611,0.108404274,917.3473561,293.7,125.3,,27.836974699681264,126.03520384475789,116.80131662998107,125.03215695207399,-0.49959211916752483,0.10894331688357349,921.3893971762737,296.058364820677
1,1,1,False,0.9930735927099477,0.006926407290052339,False,0.49307359270994766,0.14558246541680245,2_0_2_0,14.40380371,1.11969452,2.23841178,3.197426084,ETI,combo_001,8,116.8034285,99.1699396,114.1953321,541.7288928,-0.210051338,0.096010988,1934.580784,120.300001,81.0,,32.2416439012717,154.13132868022862,135.01401320420584,142.92921194766822,-0.29649673299377327,0.1179598894608871,1811.0343972248047,239.27738182093256
0,0,0,False,0.06916950719357828,0.9308304928064217,False,0.4308304928064217,0.23496987585403775,1_0_1_2,11.72224902,1.437487493,1.970342224,19.34435109,ETI,combo_001,9,138.0473719,128.5805146,133.5062113,201.9928467,-0.509820703,0.111201797,1418.838351,239.5,90.1,,23.09684220434862,139.49439734722762,129.44901459744491,133.86998562387384,-0.4873470350099741,0.11029887898197814,1399.2559102187683,259.2186359408172
1,1,1,False,0.9818363706987157,0.018163629301284345,False,0.48183637069871565,0.20453416615406061,3_0_1_0,14.92665386,1.303068539,1.676088367,1.535872215,ETI,combo_001,10,118.7418755,102.782789,114.8147597,827.7120641,-0.189193703,0.100010609,1629.621841,149.100001,90.6,,25.018390892981646,144.89915669158788,132.40313876322415,137.0946475799899,-0.26211985789646053,0.11771286516993526,1603.0133124765593,239.2855426642431
0,0,0,False,0.015950205623653346,0.9840497943763467,False,0.48404979437634665,0.1205139593422955,1_1_1_0,12.80941246,1.568575083,1.876953057,3.869547623,ETI,combo_001,11,134.5338733,127.2450259,132.0332797,196.6844954,-0.499013775,0.110469111,1306.870367,249.6,103.6,,24.04266587517089,135.11806083089513,126.85977734198022,131.94065249364525,-0.4980936148336713,0.1099803344856689,1312.422455491225,251.93253410234465
