discrete_combination_id,group_min_distance
1,0.8048180179684881
2,0.84239375635885
3,0.7546796510755648
4,0.8478347351737054
5,0.7498894630114409
6,0.7542274741241819
7,0.746670752391802
8,0.7917220532987661
