accuracy,precision,recall,f1,tn,fp,fn,tp,n,fold,mode
0.7142857142857143,0.8333333333333334,0.5681818181818182,0.6756756756756757,35,5,19,25,84,0,group_combo_cv
0.7931034482758621,0.7872340425531915,0.8222222222222222,0.8043478260869565,32,10,8,37,87,1,group_combo_cv
0.9333333333333333,0.9090909090909091,1.0,0.9523809523809523,8,2,0,20,30,2,group_combo_cv
0.7850467289719626,0.7391304347826086,0.9107142857142857,0.816,33,18,5,51,107,3,group_combo_cv
0.75,0.8620689655172413,0.6097560975609756,0.7142857142857143,35,4,16,25,80,4,group_combo_cv
