discrete_combination_id,group_min_distance
1,0.7221101062885398
2,0.7241194395332892
3,0.8445815166973188
4,0.742914889496324
5,0.7550959095589882
6,0.819274199361686
7,0.7866422033493016
8,0.7899395678333552
