sampling_rank,selected_bucket,selected_model_kind,A_Cell_D,C_Barrier_Thx,E_Barrier_Outer_Thx,F_ThermalResin_Thx,B_Barrier_Type,D_Barrier_Outer_Type,discrete_combo_id,p_tp,p_notp,boundary_score,clf_uncertainty_raw,clf_uncertainty_scaled,tmax_pred_given_notp,tmax_std_given_notp,notp_window_score,local_sparsity,combo_priority,acq_boundary,acq_notp_high_tmax,acq_uncertainty_sparse,CellD_x_Resin,Barrier_x_Outer
1,boundary,hybrid,10.428518726120222,0.7941726979934346,2.8139818121071767,0.6992376158839835,A1,PU,combo_007,0.47759596,0.5224041,0.9551919,0.16802542,0.6125362391534271,349.0584315963838,0.9660750585622566,0.0,0.4854879923671413,0.40625,0.7739162585298904,0.40104589012296143,0.3722349055529157,7.292012571253781,2.2347875278256106
2,boundary,hybrid,13.352978584217219,0.613735363567222,2.9923683065525717,0.5082339673672577,Si2,Si2,combo_004,0.49878,0.50122,0.99756,0.18254124,0.6654536181598263,395.12203106513414,1.6143186280439494,0.0,0.5748389355584345,0.03125,0.7706426202851098,0.5335829303143742,0.4008824504863212,6.7864372820267445,1.836522250549075
3,boundary,hybrid,14.368844760778678,0.9868836296524701,1.155111266872883,1.2107618083503304,A1,PU,combo_007,0.5031461,0.4968539,0.9937078,0.16084988,0.5863778424943232,410.7283176156286,1.0785810505298767,0.0,0.29255699631850474,0.40625,0.7683107100673555,0.5797994615595048,0.343333695261864,17.397248466465562,1.1399603997039738
4,boundary,hybrid,8.324073966665088,1.24955579663965,1.3251098837631197,1.656846957982884,A1,PU,combo_007,0.50893724,0.49106276,0.9821255,0.17843504,0.6504844979165744,320.64610323435556,0.823955029530015,0.0,0.19693487815277488,0.40625,0.7588434588902766,0.27883918861614576,0.33061992133827983,13.79171662969357,1.655798736440699
5,boundary,hybrid,9.432477236639617,1.4454055150549248,1.9817166338959402,2.2865340253834017,A2,Si1,combo_012,0.4929456,0.5070544,0.9858912,0.20231399,0.7375351454278003,337.29028869897036,1.0499317167493647,0.0,0.2691339446448182,0.09375,0.7435032851964478,0.3128274436098685,0.34350909842931815,21.567680145230888,2.8643841519092734
6,boundary,hybrid,10.807208149678647,0.7900314725673275,2.512361499537289,1.0333564592687203,A1,PU,combo_007,0.46983337,0.5301666,0.93966675,0.12133036,0.4423094986265517,359.0739981616336,0.9219733561233511,0.0,0.4406427278631854,0.40625,0.7334270079839595,0.4272690427549946,0.3023248093618989,11.167698348131985,1.9848446551009038
7,boundary,hybrid,11.280592317936193,1.0196266644757233,2.8403625776143966,2.197825242270379,A2,Si1,combo_012,0.51656735,0.48343265,0.9668653,0.1941704,0.7078477103069243,372.1144887349149,1.0678942944406729,0.0,0.2992249201158303,0.09375,0.7315663571419044,0.4266070389482851,0.3391000264700426,24.79277054412149,2.8961094209146347
8,boundary,hybrid,14.213214763053092,0.5418717395638115,2.9652923777564766,1.6008992749882558,A1,PU,combo_007,0.46867174,0.53132826,0.9373435,0.15005666,0.5470311686288685,411.91472305095976,1.0852305332242302,0.0,0.30653277451822064,0.40625,0.7306538885111932,0.585111780997913,0.3322021152618641,22.753925209424068,1.606808139050213
9,boundary,hybrid,11.706760712378063,0.983686209294789,2.9387798685289366,2.0322970685356347,A2,Si1,combo_012,0.5056052,0.49439478,0.98878956,0.19021942,0.6934444095759916,377.37319517379433,1.0156519045395567,0.0,0.19698497190668782,0.09375,0.7294151623772065,0.431827089511727,0.3144536827559893,23.791615477814076,2.890837228825068
10,boundary,hybrid,15.060435049216444,0.8120452278698383,2.0603496288466845,2.088780269727276,Si1,PU,combo_001,0.49301735,0.5069827,0.9860347,0.16573037,0.6041696502854947,418.41439504798024,1.044145557855638,0.0,0.313195134099791,0.09375,0.7292016164319294,0.5741649468433554,0.3029675143885257,31.457939584312445,1.6730970838483428
11,boundary,hybrid,15.538297789146357,0.7789192480741127,2.029660054027371,1.223739958273229,Si1,PU,combo_001,0.5005177,0.49948227,0.99896455,0.14613786,0.5327452037415044,421.8516458118523,1.1162944957163359,0.0,0.28366683536648524,0.09375,0.7224163820722835,0.5837886488489415,0.27943565284735966,19.014835888126967,1.5809412831290628
