bin_label,bin_mid,n,error_rate,is_boundary_bin
0.0-0.2,0.1,75,0.02666666666666667,False
0.2-0.4,0.30000000000000004,44,0.11363636363636363,False
0.4-0.6,0.5,35,0.5714285714285714,True
0.6-0.8,0.7000000000000001,21,0.23809523809523808,False
0.8-1.0,0.9,93,0.0,False
