segment,n,accuracy,tp_recall,tp_f1,error_rate
Boundary,35,0.42857142857142855,0.5882352941176471,0.5,0.5714285714285714
Non-boundary,233,0.9484978540772532,0.9396551724137931,0.9478260869565217,0.05150214592274678
Overall,268,0.8805970149253731,0.8947368421052632,0.8814814814814815,0.11940298507462686
