sampling_rank,selected_bucket,selected_model_kind,A_Cell_D,C_Barrier_Thx,F_ThermalResin_Thx,G_CoolantLPM,B_Barrier_Type,discrete_combo_id,p_tp,p_notp,boundary_score,clf_uncertainty_raw,clf_uncertainty_scaled,tmax_pred_given_notp,tmax_std_given_notp,notp_window_score,local_sparsity,combo_priority,acq_boundary,acq_notp_high_tmax,acq_uncertainty_sparse,acq_misclass_repair,MaxT_Adj_pred_given_notp,MaxT_Adj_std_given_notp,CellD_x_Resin
1,boundary,gp,15.684951044483405,1.5778112912486226,2.0859806969061943,0.09385347434265158,ETI,combo_001,0.4921273672998634,0.5078726327001366,0.9842547345997268,0.24932296466703233,0.7159194631886378,136.97900945505023,1.591273095936036,0.0,0.5096577489711372,0.9999998189999998,0.8834933282204182,0.42316423198980324,0.39420256996413083,0.09957246235199937,136.97900945505023,1.591273095936036,32.718505110711035
2,boundary,gp,15.983901425342271,1.5934390455495016,2.195112221710017,0.7435965670977752,ETI,combo_001,0.5145054272506577,0.48549457274934227,0.9709891454986845,0.2232178562810997,0.6409235192006649,136.6802034790824,1.5945701285050953,0.0,0.5402284392116725,0.9999998189999998,0.8665573115023874,0.421858200672805,0.37071118969174066,0.10553536215462805,136.6802034790824,1.5945701285050953,35.08645736937698
3,boundary,gp,10.85358650003776,1.3369656506360403,2.829266541499476,10.392549994633416,ETI,combo_001,0.5060821576164418,0.4939178423835582,0.9878356847671164,0.20489158689293344,0.5882749780712956,147.8002189953234,1.642647631784641,0.0,0.42697037503430585,0.9999998189999998,0.8563912517718099,0.5779916818113311,0.3327288551237197,0.17168394475411508,147.8002189953234,1.642647631784641,30.707689139827238
4,boundary,gp,14.571566069220632,1.5426699691635177,2.368508991024127,28.915727027429114,ETI,combo_001,0.5020760014556407,0.4979239985443593,0.9958479970887186,0.24279012156510518,0.6971516140722419,138.76491703898375,1.5609485511385117,0.0,0.22979702568942229,0.9999998189999998,0.8533720407828368,0.42093927482132143,0.32710995202712567,0.2721718332517273,138.76491703898375,1.5609485511385117,34.512885248251166
5,boundary,gp,15.949874416147889,1.5620756610889583,2.0894625043514696,17.60053749059244,ETI,combo_001,0.5100155350254738,0.4899844649745262,0.9799689299490524,0.23088688467161259,0.662955453146858,137.6789464091,1.577806189361171,0.0,0.32634239371408,0.9999998189999998,0.849079525058764,0.41488192397055046,0.33474924009247464,0.1283645451895881,137.6789464091,1.577806189361171,33.3266645416558
6,boundary,gp,15.050886163219685,1.4925693667092275,1.73567548762857,18.093646450320605,ETI,combo_001,0.4982595458496548,0.5017404541503452,0.9965190916993096,0.22760090997327576,0.653515355416593,138.89957112750653,1.567207366696506,0.0,0.24079191483420612,0.9999998189999998,0.8487133162066015,0.4242356561775709,0.31260019814130835,0.16814581125900527,138.89957112750653,1.567207366696506,26.123454180588425
7,boundary,gp,13.052692904578418,1.3918279165101382,1.4013946343912853,18.616594278327593,ETI,combo_001,0.5128653914703669,0.4871346085296331,0.9742692170592662,0.19780512546192938,0.5679166690117976,140.17357744576677,1.5941706539519258,0.0,0.20401867738331464,0.9999998189999998,0.8151093910434619,0.4403830573429219,0.2742188976954893,0.4137173154137904,140.17357744576677,1.5941706539519258,18.291973800833397
8,boundary,gp,12.749789803229527,1.4499298169579362,2.964139901654524,20.236073389865528,ETI,combo_001,0.5160736918551763,0.48392630814482374,0.9678526162896475,0.189445999016918,0.5439021899531212,143.22744046521723,1.56318319135238,0.0,0.11327936464885377,0.9999998189999998,0.7953019627549672,0.4759816706234115,0.24277291964709047,0.3443647538573947,143.22744046521723,1.56318319135238,37.79216069346062
9,boundary,gp,12.793993904473492,1.4182914005701572,1.9252864303675619,0.8558259519669805,ETI,combo_001,0.4800080866146246,0.5199919133853754,0.9600161732292491,0.21761493113017455,0.6248271807148987,141.70791254141994,1.5642801572215634,0.0,0.043602114946027545,0.9999998189999998,0.7928950319209858,0.4463593493012237,0.2613381754315111,0.09073783592124672,141.70791254141994,1.5642801572215634,24.632102854488114
10,boundary,gp,12.079913265535552,1.3417679369837074,1.247206755983757,12.170041816369649,ETI,combo_001,0.540077440846062,0.459922559153938,0.919845118307876,0.23496940565383787,0.6746839053097947,140.6829702664534,1.6948628797371803,0.0,0.11033541299338435,0.9999998189999998,0.7798584489305661,0.4416197136044094,0.3101871630020844,0.5240558936370925,140.6829702664534,1.6948628797371803,15.066149436473749
