discrete_combo_id,B_Barrier_Type,n_total,n_notp,n_tp,notp_ratio,tp_ratio,notp_tmax_min,notp_tmax_mean,notp_tmax_max
combo_001,ETI,182,90,92,0.4945054945054945,0.5054945054945055,113.6902564,132.9798851577778,148.0020331
