discrete_combination_id,group_min_distance
1,0.7412444450901875
2,0.7605102262968347
3,0.8160669587772948
4,0.9939931872553256
5,0.7925485405820487
6,0.7733436877836779
7,0.7235153606561244
8,0.862301719754074
9,0.8338495532919227
10,0.6944696247729093
11,0.6896816305388115
12,0.8006351405702177
13,0.8859689314243415
14,0.8045829608730335
15,0.8062747666663144
16,0.8041818437235093
17,0.6904839086487152
18,0.6896866186998428
19,0.7138917653624371
20,0.8001323790912925
21,0.6811938433654071
22,0.853875534193415
23,0.8177147385111462
24,0.8619454361497177
25,0.7896539884313406
26,0.7395323292868728
27,0.7277402414783007
28,0.785860636225135
29,0.7833715331735871
30,0.743296370415884
31,0.8654935220116233
32,0.9288357712688238
33,0.8013230569709607
34,0.8907289609513913
35,0.7240986355923291
36,0.6893549873795645
37,0.8216055448125728
38,0.8265049329696068
39,0.8445255533091317
40,0.6627568445833127
41,0.854892581511282
42,0.753850483500971
43,0.7151042827964073
44,0.7955276862217528
45,0.8155393906051005
46,0.763269863256453
47,0.7882476688886104
48,0.7825178397499347
