segment,n,accuracy,tp_recall,tp_f1,error_rate
Boundary,23,0.5652173913043478,1.0,0.5,0.43478260869565216
Non-boundary,239,0.8577405857740585,0.8421052631578947,0.8495575221238938,0.14225941422594143
Overall,262,0.8320610687022901,0.8487394957983193,0.8211382113821138,0.16793893129770993
