bin_label,bin_mid,n,error_rate,is_boundary_bin
0.0-0.2,0.1,83,0.07228915662650602,False
0.2-0.4,0.30000000000000004,44,0.2727272727272727,False
0.4-0.6,0.5,23,0.43478260869565216,True
0.6-0.8,0.7000000000000001,28,0.25,False
0.8-1.0,0.9,84,0.10714285714285714,False
