A_Cell_D,C_Barrier_Thx,E_Barrier_Outer_Thx,F_ThermalResin_Thx,B_Barrier_Type,D_Barrier_Outer_Type,discrete_combo_id,selected_model_kind,p_tp,p_notp,boundary_score,clf_uncertainty_raw,clf_uncertainty_scaled,tmax_pred_given_notp,tmax_std_given_notp,tmax_scaled,notp_window_score,local_sparsity,combo_priority,acq_boundary,acq_notp_high_tmax,acq_uncertainty_sparse
15.490671390717019,1.0198806528122497,1.1024945074250103,2.066936094699513,Si1,PU,combo_001,gp,0.500504087548302,0.499495912451698,0.998991824903396,0.203324917537899,0.8113851398353903,424.36339429318315,2.8081135988409405,0.7810888625081123,0.0,0.6538250959241853,0.9375,0.9190018565231627,0.7541957732922364,0.6917372731355023
15.833208497439358,0.8890606846540235,1.4243459453356264,1.3920559611124654,Si1,PU,combo_001,gp,0.5087402947131885,0.4912597052868115,0.982519410573623,0.21258928612104191,0.8485803533177395,427.446152202892,2.1741601516657747,0.794869847218919,0.0,0.6186339350844775,0.9375,0.9102931790122375,0.7480608568828222,0.6565582100478397
15.271705558777914,0.8704058098022369,1.5598367950213317,1.751272710119282,Si1,PU,combo_001,gp,0.4767501094724551,0.5232498905275449,0.9535002189449102,0.2158734496903886,0.8617658353046148,422.1656363269582,1.9498859618520443,0.77126413094706,0.0,0.6616530119159412,0.9375,0.9004895145871963,0.7315006529602345,0.6524426045139508
15.376773288319853,0.8772733297344925,1.5390621366756265,1.6776455913875363,Si1,PU,combo_001,gp,0.47421542102296144,0.5257845789770386,0.9484308420459229,0.21704857311315356,0.8664838002890156,422.95353470925807,1.9545006449356053,0.7747863068292297,0.0,0.6540905959822648,0.9375,0.8972167220484152,0.733299195775854,0.6532719443885786
14.020133934821875,0.4553478311538955,2.5953772481272983,2.4442060645460746,Si1,PU,combo_001,gp,0.49417922091733857,0.5058207790826614,0.9883584418346771,0.18344692606116014,0.7315776354229534,418.0013102037339,1.9776979761488442,0.7526481655304352,0.0,0.6070639961498794,0.9375,0.8947418277141855,0.7135485402299767,0.6005712584234104
14.996611694477682,0.8631533260049187,1.333627139190945,0.7536385766627595,Si1,Si1,combo_002,gp,0.5032057020444531,0.49679429795554686,0.9935885959110937,0.18804848159512005,0.7500522717568265,420.2874439051162,2.390479469285176,0.7628679669252795,0.0,0.5612059535289587,0.84375,0.8828249394055668,0.714725982546576,0.6140415243551792
14.709387539640153,0.9639102448242344,1.352482247406546,1.698528018620129,Si1,PU,combo_001,gp,0.46654100039917523,0.5334589996008248,0.9330820007983505,0.20816752013477605,0.8308275482180579,413.83242206783547,2.106522999385789,0.7340118063531732,0.0,0.6447524326463189,0.9375,0.8815451078701327,0.7067637802681266,0.6496834607202251
10.009939469356455,1.2725187937098041,1.346053584956099,1.915701197979293,Si2,Si2,combo_004,gp,0.4966944140626577,0.5033055859373423,0.9933888281253154,0.14614357243038334,0.5818096086597521,341.359414949331,2.173564770086657,0.41003261878841885,0.0,0.6851336123182045,0.90625,0.8812392046040965,0.4821882483064907,0.5684355936083636
9.326499803655288,1.3619082775580018,1.139574199542443,1.4047047687154506,Si2,Si2,combo_004,gp,0.49209534019901824,0.5079046598009818,0.9841906803980365,0.14966690547263192,0.5959553244200584,324.9839562848508,2.2347182925291627,0.33682870459946423,0.0,0.6929650988743609,0.90625,0.8788866786063214,0.4329115426781504,0.5787014168769873
15.408044162505565,1.469480261484511,1.1281849548317342,1.7490555146672004,A2,PU,combo_011,gp,0.49726724125253785,0.5027327587474621,0.9945344825050757,0.13868991309713952,0.5518841531215123,416.70126037543076,2.7532486628748987,0.7468364971049946,0.0,0.7583342190597158,0.84375,0.8787963779888606,0.7302337835902307,0.5988114344391573
14.616791442135218,0.767400919478879,1.9283831724008693,1.3583409792246244,Si1,PU,combo_001,gp,0.48501823253765153,0.5149817674623485,0.9700364650753031,0.19873805869259845,0.7929695087609974,412.8204527492198,1.6086505577740322,0.729487956567977,0.0,0.46383745986696595,0.9375,0.874787649166993,0.6758752979732713,0.5755898854078618
14.902183781434843,1.0020404758052885,1.1338394345880063,1.717839827502674,Si1,PU,combo_001,gp,0.5323648497181637,0.46763515028183633,0.9352703005636727,0.19592484988019668,0.7816748477802044,416.71868303374725,2.432044961485185,0.7469143823606369,0.0,0.6302238063687966,0.9375,0.8736218413144374,0.7206392552363997,0.6523385919931506
15.965622464596432,0.6005107148995421,2.1876850947346296,2.283693196998019,Si1,PU,combo_001,gp,0.4647608361624975,0.5352391638375025,0.929521672324995,0.20868218471790884,0.8328938583901575,435.39281762607385,2.0361680957980814,0.8303941659965515,0.0,0.5774692844297806,0.9375,0.8711580575566926,0.7661422502766934,0.6355511628274748
15.14255521879506,0.7425996171259339,1.9291607718873975,2.2073057020008253,A1,PU,combo_007,gp,0.5113945740115042,0.48860542598849577,0.9772108519769915,0.17679655287817247,0.7048772674422789,425.3252862053707,1.8168934005915556,0.7853888491186589,0.0,0.6296330747223976,0.8125,0.8710440140697575,0.7231135019331207,0.5649750050855261
15.502047306646894,0.9917522086456964,1.8560418405199255,2.442883354832876,Si3,PU,combo_005,gp,0.4917351672157366,0.5082648327842634,0.9834703344314732,0.17684382336883683,0.7050670522048234,427.8905486619391,2.282556002124149,0.7968564517422183,0.0,0.6300670477757272,0.78125,0.8708678304088553,0.7370664799589539,0.5919444318044464
15.364805034147635,1.1675150074534244,1.4205986990685875,1.064544096126622,Si3,PU,combo_005,gp,0.5055243859224667,0.49447561407753327,0.9889512281550665,0.18138256394909602,0.7232894948147729,418.8257328142856,2.4066989349707626,0.7563336172344027,0.0,0.5816866388500814,0.78125,0.870693826427866,0.70626373758015,0.5994697147213928
12.535325178530648,1.4213374501750884,1.1557764344345673,0.6571061949830248,A2,Si1,combo_012,gp,0.5155174916911278,0.4844825083088722,0.9689650166177444,0.17762178854083363,0.7081904793865641,376.7165255000199,2.2089196801887327,0.5680910243423483,0.0,0.6611907561012573,0.8125,0.8706583281984529,0.5817437125885465,0.5974085009862053
14.673211122149972,0.8280492918567535,1.7269789523302492,1.9759656161710786,Si1,PU,combo_001,gp,0.4545988567736856,0.5454011432263144,0.9091977135473712,0.21263010544357017,0.8487442374941966,416.29377385756095,1.8781110751318,0.7450148926725031,0.0,0.6496617860105313,0.9375,0.870647402901158,0.7105387300846875,0.641227194169636
14.57816916656644,0.8144756923272761,2.202332720891756,2.3757164534234656,Si2,PU,combo_003,gp,0.5079250129042876,0.4920749870957124,0.9841499741914248,0.12602129030037082,0.5010213096126123,413.7484362816072,2.573903330899019,0.7336363610960898,0.0,0.7072243747418092,0.9375,0.8704247888653702,0.7217886475379091,0.5752637651133141
8.626625173837438,1.4295253386322289,1.983503939934761,1.9183750367992407,A2,Si1,combo_012,gp,0.5204961968003516,0.47950380319964836,0.9590076063992967,0.18974415129736086,0.7568601611455495,325.3635707936071,1.632426827164023,0.338525711595925,0.0,0.6467604813605549,0.8125,0.8701942613528847,0.4084539303241986,0.5732497228535102
8.140346245662965,1.4767583937401052,1.2253343454116483,1.8090601012179233,Si2,PU,combo_003,gp,0.48949712521287125,0.5105028747871287,0.9789942504257425,0.14511601415235226,0.5776840981973914,302.1386156214825,3.1333942399135846,0.234702199821545,0.0,0.6315309540639085,0.9375,0.8692056403760738,0.3757875617711637,0.6286193201925929
15.954199037360937,0.7569693354158005,1.7842842358175246,2.1248726513906693,Si1,Si1,combo_002,gp,0.5068609537856332,0.49313904621436677,0.9862780924287335,0.16276299203011707,0.6485343783423422,436.90609469744885,2.0597550167029715,0.8371590332987012,0.0,0.6041366297901849,0.84375,0.8687211670446963,0.7646256310599728,0.5625597835898699
15.373759102954715,0.7559709249779788,2.4100164750496105,1.8945702689594057,Si2,PU,combo_003,gp,0.4927821131348562,0.5072178868651438,0.9855642262697124,0.13067420966734974,0.519702164936724,420.64984219089445,2.453711022818794,0.7644880115028324,0.0,0.6627301414381858,0.9375,0.8683953824043561,0.7366105133097944,0.5669908978425574
9.802033910963825,1.2372903239226876,1.615046948706171,1.7809711410889961,Si2,Si2,combo_004,gp,0.49598715927981196,0.504012840720188,0.9919743185596239,0.13469659049520286,0.5358514914943413,338.583301253541,2.033868758056963,0.39762243883992066,0.0,0.6445183357801796,0.90625,0.8683254060791004,0.466737470572966,0.5368005267145588
