sampling_rank,selected_bucket,selected_model_kind,A_Cell_D,C_Barrier_Thx,E_Barrier_Outer_Thx,F_ThermalResin_Thx,B_Barrier_Type,D_Barrier_Outer_Type,discrete_combo_id,p_tp,p_notp,boundary_score,clf_uncertainty_raw,clf_uncertainty_scaled,tmax_pred_given_notp,tmax_std_given_notp,notp_window_score,local_sparsity,combo_priority,acq_boundary,acq_notp_high_tmax,acq_uncertainty_sparse,acq_misclass_repair,CellD_x_Resin,Barrier_x_Outer
1,boundary,gp,18.628689098384427,1.126303294815077,1.9699587502126725,1.1454040454385197,Si1,PU,combo_001,0.4978868891817907,0.5021131108182093,0.9957737783635814,0.20189308775660797,0.6257399717440688,290.7776700741476,10.291343274925776,0.0,0.2965691616618708,0.9999999089999999,0.8575238518263877,0.6543083232517649,0.43921581712568625,0.19481302600976227,21.33737585450597,2.2187710310143243
2,boundary,gp,19.78662155592093,1.3251055089900805,2.2122541936912827,1.9711439764692276,Si1,Si1,combo_002,0.5008800315697821,0.4991199684302179,0.9982399368604358,0.21239247844881232,0.6583342843821255,291.23734324641106,10.387057428667848,0.0,0.2393877493286109,0.999999927,0.8557193305875327,0.6532973124997307,0.4479013639611663,0.13394678046922104,39.002279894629716,2.9314702193467275
3,boundary,gp,18.61275311635741,1.2277524612844468,1.8426286058937573,1.4163942440655115,Si1,PU,combo_001,0.5006173172334154,0.4993826827665846,0.9987653655331692,0.23341945275184514,0.7236104317660212,290.1310928460338,10.164442254860333,0.0,0.15994807062953142,0.9999999089999999,0.8539996034495632,0.6341602658810661,0.445214896049124,0.36489033008837696,26.36299638022105,2.2622918061191895
4,boundary,gp,19.5315199857845,1.4217919532621828,1.303872737429283,1.5483867175979493,Si1,Si1,combo_002,0.5087174690970144,0.49128253090298557,0.9825650618059711,0.20591736322814388,0.6382329341174278,284.1713425897391,10.577440644574537,0.0,0.2688602066753962,0.999999927,0.8474343080095899,0.6129285569675802,0.4569323258063338,0.1668775908458881,30.242346120487607,1.8538357661548892
5,boundary,gp,19.931286987384972,1.3932287952926778,1.800337824210842,1.537367945936427,Si1,Si1,combo_002,0.48330574472475973,0.5166942552752403,0.9666114894495195,0.2608452956294263,0.8087512292960939,284.73788147877974,10.530675745760066,0.0,0.1500555444912074,0.999999927,0.8439697383983126,0.6039705604037331,0.49593246403519486,0.21052551034910658,30.64172173566547,2.508282497945112
6,boundary,gp,19.71556064274152,1.3866351722040973,1.3314166901890028,1.196595758033305,Si1,Si1,combo_002,0.4925548922338763,0.5074451077661237,0.9851097844677525,0.23119590166464707,0.716707638887132,282.23152897820427,10.818864075937897,0.0,0.1472563315938366,0.999999927,0.8431203004480929,0.5921826135792155,0.4809255399836656,0.0636840444192108,23.591556232352882,1.846189211475637
7,boundary,gp,12.60947937296581,0.955207621517138,1.6649709791175415,2.2156178402540436,Si1,Si1,combo_002,0.49282687258650704,0.507173127413493,0.9856537451730141,0.23522683727945612,0.7292212770119152,277.3218963574086,10.390886975062061,0.0,0.10605962028300785,0.999999927,0.8396643382037786,0.5481743117635457,0.4529468418478927,0.2505225914104065,27.93778745505842,1.5903929688579272
8,boundary,gp,12.08568814657295,0.9624253323404387,1.927878941677909,2.347201992204457,Si1,Si1,combo_002,0.499669955550439,0.500330044449561,0.999339911100878,0.2239097726762102,0.6940885771594215,273.4560631454971,10.633131433182855,0.0,0.03184260579310091,0.999999927,0.8338160247733754,0.5194675748279731,0.4443357149461934,0.6323173656296637,28.36755129479782,1.8554395311564948
9,boundary,gp,17.960929017684535,1.1076865956288289,1.3630624055106868,1.3402747589021904,Si1,Si1,combo_002,0.500784020897808,0.49921597910219195,0.9984319582043839,0.13024509644791576,0.40331591904754255,291.2284745071595,10.417832562231789,0.0,0.3082676747769691,0.999999927,0.8322212505887926,0.6606646150002886,0.37085941146517215,0.05289132167789805,24.072579808836494,1.509845955589775
10,boundary,gp,17.43127222704162,0.8301777812226733,1.4821264910763299,0.6769168246144813,Si1,Si1,combo_002,0.4920028624817583,0.5079971375182417,0.9840057249635166,0.09017137495634023,0.27891104212105206,287.17563560858486,10.67938024218666,0.0,0.48113421326253136,0.999999927,0.8301118760222642,0.655769152088968,0.3692463158211975,0.006807254298492118,11.799521444919613,1.2304284818530937
11,boundary,gp,17.23269435497828,0.8234152326299292,1.2972725127681801,0.6698944814195006,Si1,Si1,combo_002,0.5050310402800324,0.49496895971996757,0.9899379194399351,0.09306266717023914,0.28788677081907754,287.2617905263993,10.716630751886655,0.0,0.42518180750466184,0.999999927,0.82756233164654,0.6513936505433151,0.36627353934539997,0.005298003973625654,11.544086848388929,1.0681939478854239
12,boundary,gp,14.544327535197251,0.9158402348525864,1.1135327836436166,1.6463977707626376,Si1,Si1,combo_002,0.4890791886496366,0.5109208113503634,0.9781583772992732,0.13730402342516682,0.42522965476142205,288.580458092596,10.247935287820527,0.0,0.309878884641399,0.999999927,0.822859588193583,0.6403766673004666,0.3683784407677446,0.08320929917829768,23.945748431190403,1.0198181260882242
13,boundary,gp,14.673783539415442,0.7543803066518677,1.2780334019387571,1.2654962439090771,Si1,Si1,combo_002,0.5045594875524628,0.4954405124475372,0.9908810248950743,0.10605557078910682,0.3282219459777608,291.32394061780656,10.181377684850014,0.0,0.323498949771617,0.999999927,0.8199971533881923,0.6586854294807644,0.33239748523718315,0.026595784284522705,18.569617953065084,0.9641232296658894
