segment,n,accuracy,tp_recall,tp_f1,error_rate
Boundary,44,0.5,0.5416666666666666,0.5416666666666666,0.5
Non-boundary,265,0.9056603773584906,0.9090909090909091,0.9056603773584906,0.09433962264150944
Overall,309,0.8478964401294499,0.8525641025641025,0.8498402555910544,0.15210355987055016
