TP_NoTP,actual_label,oof_predicted_label,oof_is_error,oof_p_tp,oof_p_notp,is_boundary_band,ptp_distance_from_boundary,local_nn_dist,coverage_cell_key,A_Cell_D,C_Barrier_Thx,E_Barrier_Outer_Thx,F_ThermalResin_Thx,B_Barrier_Type,D_Barrier_Outer_Type,discrete_combo_id,Eval#,MaxT_TB,MaxT_Adj,MaxT_Adj_Y,MaxT_Adj_Z,Max_Power,Time_MaxT,Time_Max_Power,CellD_x_Resin,Barrier_x_Outer,oof_tmax_pred
0.0,0,0,False,0.005383907156442547,0.9946160928435575,False,0.49461609284355745,0.19965824825109837,3_2_3_2,18.62684818,1.458072224,2.86382676,1.893774539,Si1,Si1,combo_002,1.0,269.2523,273.978,-0.001369564,0.05222171,1184.959,Initial,,35.27505082510249,4.1756662531039135,276.34200816941643
0.0,0,0,False,0.38157534300762563,0.6184246569923744,False,0.11842465699237437,0.05213830252003757,0_1_0_3,12.52869446,1.001808979,1.241708597,2.170434416,Si1,Si1,combo_002,2.0,276.5266,301.5515,-0.006385412,0.05204572,1249.321,,,27.192709643532535,1.2439548217760923,276.4181736106037
1.0,1,1,False,0.9991759313129478,0.000824068687052204,False,0.4991759313129478,0.1745002473957412,2_0_3_2,17.84383893,0.268509317,2.588366313,1.607868421,Si1,Si1,combo_002,3.0,316.8052,617.4394,-0.00218473,0.03888819,1498.415,,,28.69054512495743,0.6950004708494383,320.12617616459386
1.0,1,1,False,0.9996644392433609,0.00033556075663909724,False,0.4996644392433609,0.2717440596619065,2_0_1_1,17.93445734,0.479760148,1.582999054,1.338977718,Si1,Si1,combo_002,4.0,317.8407,920.8149,-0.002196058,0.03030559,1486.597,,,24.01383876268155,0.7594598604309,359.11838821678333
0.0,0,0,False,0.00026785011846186535,0.9997321498815381,False,0.49973214988153813,0.25147677558099,0_2_3_0,12.30103579,1.477309805,2.770502695,0.548870428,Si1,Si1,combo_002,5.0,223.556,220.4804,-0.00149188,0.05215871,1045.055,,,6.751674778900618,4.092890796102424,221.5786793674307
1.0,1,1,False,0.9997214288224541,0.00027857117754592764,False,0.4997214288224541,0.1171929798619558,2_0_1_2,16.02199905,0.542023691,1.810416534,1.95165465,Si1,Si1,combo_002,6.0,312.0508,649.965,-0.0027398,0.0285722,1413.422,,,31.269408948228087,0.981288652006107,350.92337408138343
1.0,1,1,False,0.9996111117882265,0.0003888882117735193,False,0.4996111117882265,0.16367644657108177,2_0_3_3,17.6566805,0.531196288,2.633629062,2.409026922,Si1,Si1,combo_002,7.0,312.5422,670.7972,-0.003025869,0.03414909,1413.26,,,42.535418677652416,1.3989739817033215,329.7360541545937
0.0,0,0,False,0.0015083607275983013,0.9984916392724017,False,0.4984916392724017,0.2455021436757893,0_2_3_3,12.87817248,1.337347579,2.976586022,2.336417144,Si1,Si1,combo_002,8.0,245.7626,247.917,-0.005317672,0.05216275,1087.536,,,30.088782965660997,3.9807301102069412,244.16556919867043
0.0,0,0,False,0.025912355652508268,0.9740876443474917,False,0.47408764434749173,0.28610651603858034,1_3_2_3,14.30469891,1.972358972,2.355482905,2.492923913,Si1,Si1,combo_002,9.0,230.7124,225.669,-0.001742338,0.05198659,1010.203,,,35.660525981004035,4.6458578410693745,233.14045249500504
1.0,1,1,False,0.921349165235938,0.07865083476406198,False,0.421349165235938,0.12335461054030075,1_0_0_0,14.67424021,0.564953734,1.316618624,0.815713546,Si1,Si1,combo_002,10.0,309.7368,859.8222,-0.00536559,0.02110465,1383.258,,,11.969976516554885,0.7438286078827421,305.09583068614927
1.0,1,1,False,0.99940041819832,0.0005995818016799603,False,0.49940041819832004,0.21911748114848675,2_0_2_3,16.302748,0.433537444,2.490986588,2.115923496,Si1,Si1,combo_002,11.0,311.7466,594.0592,-0.001992094,0.0298814,1416.588,,,34.49536754256701,1.0799359583998012,363.52068684105154
