bin_label,bin_mid,n,error_rate,is_boundary_bin
0.0-0.2,0.1,56,0.017857142857142856,False
0.2-0.4,0.30000000000000004,33,0.18181818181818182,False
0.4-0.6,0.5,42,0.5238095238095238,True
0.6-0.8,0.7000000000000001,43,0.18604651162790697,False
0.8-1.0,0.9,84,0.011904761904761904,False
